realization_id,site_id,u,m_z
scalar_1,s008,-0.30443675747061644,0.12
scalar_1,s009,0.12339545685677439,0.12
scalar_1,s010,0.32401976297870666,0.12
scalar_1,s011,0.02812988895392754,0.12
scalar_1,s012,0.060703495810222163,0.12
scalar_1,s013,0.25739883260280677,0.12
scalar_1,s014,-0.20659725811425009,0.12
scalar_1,s015,0.061623593657672504,0.12
scalar_1,s016,-0.26514885557032308,0.12
scalar_1,s017,-0.26348284813631356,0.12
scalar_1,s018,0.3207419439228722,0.12
scalar_1,s019,-0.056078761681490286,0.12
scalar_1,s020,-0.10898339556212394,0.12
scalar_1,s021,-0.22842170626706559,0.12
scalar_1,s022,-0.24181581440570235,0.12
scalar_1,s023,0.29458331378866637,0.12
scalar_1,s024,0.18818729378445115,0.12
scalar_1,s025,0.35923372072142495,0.12
scalar_1,s026,-0.39390946450555453,0.12
scalar_1,s027,-0.25262293930308127,0.12
scalar_1,s028,0.1859479292022968,0.12
scalar_1,s029,-0.23111915966856242,0.12
scalar_1,s030,-0.25463646408503388,0.12
scalar_1,s031,-0.3994299120415199,0.12
scalar_1,s032,-0.32281305679775246,0.12
scalar_1,s033,-0.11108480272961646,0.12
scalar_1,s034,0.18163367417326498,0.12
scalar_1,s035,0.3994595274352522,0.12
scalar_1,s036,0.19323637355954931,0.12
scalar_1,s037,-0.15076124114872136,0.12
scalar_1,s038,-0.088780107833743571,0.12
scalar_1,s039,-0.082847852684491852,0.12
scalar_1,s040,0.13530006489323959,0.12
scalar_1,s041,-0.1429358565086673,0.12
scalar_1,s042,0.074632814691613925,0.12
scalar_1,s043,0.19912371938967238,0.12
scalar_1,s044,0.30678600836373054,0.12
scalar_1,s045,0.33779339092993749,0.12
scalar_1,s046,0.2566653627937196,0.12
scalar_1,s047,0.36520516947871223,0.12
scalar_1,s048,0.28084525732910576,0.12
scalar_1,s049,-0.11574839668272541,0.12
scalar_1,s050,-0.35285014266757686,0.12
scalar_1,s051,-0.21143869489803988,0.12
scalar_1,s052,-0.20916838697666998,0.12
scalar_1,s053,0.041868048662477619,0.12
scalar_1,s054,-0.20052851048590808,0.12
scalar_1,s055,-0.03323355410173312,0.12
scalar_1,s056,0.027402491421161745,0.12
scalar_1,s057,0.079833916760016332,0.12
scalar_1,s058,0.11648695352384447,0.12
scalar_1,s059,-0.11162772935072757,0.12
scalar_1,s060,0.062165227480429186,0.12
scalar_1,s061,0.046009694790044853,0.12
scalar_1,s062,-0.23425022165559289,0.12
scalar_1,s063,0.30056215469713604,0.12
scalar_1,s064,-0.13489273263755491,0.12
scalar_1,s065,-0.064221950396461724,0.12
scalar_1,s066,0.062031476939072849,0.12
scalar_1,s067,-0.10839053427062773,0.12
scalar_1,s068,0.0017411761334997222,0.12
scalar_1,s069,-0.11027276290680316,0.12
scalar_1,s070,0.1008379090621026,0.12
scalar_1,s071,0.020648020197889139,0.12
scalar_2,s000,-0.26577477430251906,0.12
scalar_2,s001,0.069459968461752619,0.12
scalar_2,s002,0.28977805517609817,0.12
scalar_2,s003,0.13313016668025396,0.12
scalar_2,s004,0.22640147969801511,0.12
scalar_2,s005,-0.12420639615710188,0.12
scalar_2,s006,0.081420234626834231,0.12
scalar_2,s007,0.047520571153723323,0.12
scalar_2,s008,-0.3774167078067121,0.12
scalar_2,s009,-0.05143929472816583,0.12
scalar_2,s010,-0.14549164846164758,0.12
scalar_2,s011,-0.26900134597137271,0.12
scalar_2,s012,-0.39770066445045044,0.12
scalar_2,s013,0.024123236742248533,0.12
scalar_2,s014,-0.036290601705319725,0.12
scalar_2,s015,0.12647432892211979,0.12
scalar_2,s016,0.21331016482082726,0.12
scalar_2,s017,-0.39447304305874031,0.12
scalar_2,s018,-0.20574244466497771,0.12
scalar_2,s019,0.048865221584557972,0.12
scalar_2,s020,-0.39582464221525715,0.12
scalar_2,s021,0.14264814702635503,0.12
scalar_2,s022,-0.31136644551177317,0.12
scalar_2,s023,0.29138096264874275,0.12
scalar_2,s024,0.16801786185565709,0.12
scalar_2,s025,-0.039920667531167631,0.12
scalar_2,s026,-0.34204553579435693,0.12
scalar_2,s027,-0.17522007183103044,0.12
scalar_2,s028,-0.32789227645672842,0.12
scalar_2,s029,0.36859323171369801,0.12
scalar_2,s030,0.18797629645114627,0.12
scalar_2,s031,-0.15166552325118449,0.12
scalar_2,s032,-0.31071706022321621,0.12
scalar_2,s033,0.057942887288297051,0.12
scalar_2,s034,-0.0073765085227670557,0.12
scalar_2,s035,0.36327628301809184,0.12
scalar_2,s036,0.14792841377919147,0.12
scalar_2,s037,-0.064713772006232073,0.12
scalar_2,s038,0.36011657460915131,0.12
scalar_2,s039,0.35180093039737576,0.12
scalar_2,s040,-0.13658508677165593,0.12
scalar_2,s041,-0.099420386633193358,0.12
scalar_2,s042,-0.40973615664441265,0.12
scalar_2,s043,-0.10664922681098077,0.12
scalar_2,s044,0.15587203704539837,0.12
scalar_2,s045,-0.1832641191168041,0.12
scalar_2,s046,0.13899377388425144,0.12
scalar_2,s047,-0.35786677642638309,0.12
scalar_2,s048,-0.0090285692618229385,0.12
scalar_2,s049,0.18911538945260981,0.12
scalar_2,s050,0.17466744862282918,0.12
scalar_2,s051,0.01215153678375297,0.12
scalar_2,s052,-0.32722696651064304,0.12
scalar_2,s053,-0.054659253053642942,0.12
scalar_2,s054,0.40461449692239043,0.12
scalar_2,s055,0.33349860140145987,0.12
scalar_2,s056,-0.24566038974977467,0.12
scalar_2,s057,0.12343855136154064,0.12
scalar_2,s058,-0.28882806775168479,0.12
scalar_2,s059,-0.24856963287708189,0.12
scalar_2,s060,0.028192875635290437,0.12
scalar_2,s061,-0.30637840201654276,0.12
scalar_2,s062,-0.34291727084079726,0.12
scalar_2,s063,0.0084647785467250602,0.12
scalar_2,s064,0.084985994483726901,0.12
scalar_2,s065,0.24396578460593582,0.12
scalar_2,s066,-0.16583596315683277,0.12
scalar_2,s067,-0.090412736289686435,0.12
scalar_2,s068,-0.32443675214188655,0.12
scalar_2,s069,0.35702813659297222,0.12
scalar_2,s070,0.023627273475315014,0.12
scalar_2,s071,-0.12554665932368836,0.12
scalar_ising_0,s000,-0.10446920271985011,-0.053995289014577286
scalar_ising_0,s001,-0.078965960804376956,0.13422601448285598
scalar_ising_0,s002,-0.27537207010560855,0.084422515600393683
scalar_ising_0,s003,-0.088846328169907063,-0.012581608434890312
scalar_ising_0,s004,-0.18980114764486958,-0.084402403327717118
scalar_ising_0,s005,-0.37555638471686281,0.071371399901967641
scalar_ising_0,s006,-0.4001731921988439,-0.025626076662070341
scalar_ising_0,s007,-0.074235139786626492,-0.037957005065997973
scalar_ising_0,s008,-0.22908532239650051,0.2904032012573774
scalar_ising_0,s009,0.061444447571282257,0.071990730149566223
scalar_ising_0,s010,-0.12339371893405549,-0.080445852664502493
scalar_ising_0,s011,-0.23698012314988862,0.29478416182925193
scalar_ising_0,s012,0.061914717176060119,0.11739555217845926
scalar_ising_0,s013,-0.063731093966953589,0.3378467632820823
scalar_ising_0,s014,0.057698661516240368,0.11645167568129591
scalar_ising_0,s015,0.16419040074467067,-0.097460483966782335
scalar_ising_0,s016,0.35937857027239323,0.040509364351936
scalar_ising_0,s017,-0.25086501118165183,0.049012559872070816
scalar_ising_0,s018,0.17935739675980383,-0.033933738770655336
scalar_ising_0,s019,-0.10908702796564301,0.15853615237849425
scalar_ising_0,s020,0.099814434506135863,0.21018442802785178
scalar_ising_0,s021,-0.070381696243668468,0.23115684572584758
scalar_ising_0,s022,-0.32683743046091596,-0.094799983476262173
scalar_ising_0,s023,0.12145971609894063,0.033676281400746327
scalar_ising_0,s024,-0.18304439766222355,-0.045290502784939374
scalar_ising_0,s025,0.39078560987132455,0.27330253704917251
scalar_ising_0,s026,-0.096962092070102923,-0.10119626350107708
scalar_ising_0,s027,0.4068012654740944,0.089189473132188807
scalar_ising_0,s028,-0.13586324679011708,-0.014291239606874895
scalar_ising_0,s029,-0.24973703070371725,-0.009280887506295854
scalar_ising_0,s030,0.17795393293219458,0.26960431900362769
scalar_ising_0,s031,-0.2846197233113632,-0.065934886781600643
scalar_ising_0,s032,-0.20516502485753957,0.10218269005544053
scalar_ising_0,s033,-0.15815153345086536,0.1133158197462652
scalar_ising_0,s034,-0.05470954703144526,0.070923667607007052
scalar_ising_0,s035,-0.33717995825726377,0.094550115373362775
scalar_ising_0,s036,0.10681409948216231,0.24787697464768219
scalar_ising_0,s037,-0.11410709238895622,0.010180022066693953
scalar_ising_0,s038,0.13505742905310253,0.27338049877329862
scalar_ising_0,s039,0.17819807370593271,0.048539338416706018
scalar_ising_0,s040,0.050530688146933733,0.20164415071884009
scalar_ising_0,s041,-0.13625562722515783,0.038187118815474819
scalar_ising_0,s042,-0.091924375393331648,-0.10405971819174711
scalar_ising_0,s043,0.34918837751608295,0.070779333167257263
scalar_ising_0,s044,0.25847047924229899,0.15875491778093057
scalar_ising_0,s045,0.3939885937871857,0.33095874627327637
scalar_ising_0,s046,-0.34944113604071364,0.26789033634828008
scalar_ising_0,s047,-0.091510201748093545,0.24197735699878761
scalar_ising_0,s048,0.12012985348682098,-0.0048457675645534742
scalar_ising_0,s049,-0.045056424615943613,-0.040769951291177997
scalar_ising_0,s050,-0.35578284313607061,0.21201959335609236
scalar_ising_0,s051,0.12626980169527485,0.34296284434380042
scalar_ising_0,s052,0.29491573305983726,-0.10457629316116862
scalar_ising_0,s053,-0.12962323357393912,0.058223127017621168
scalar_ising_0,s054,-0.02970888347651035,-0.014522448791325804
scalar_ising_0,s055,-0.3746230816751312,0.28692704999683216
scalar_ising_0,s056,0.39791610118094961,-0.059211764922777688
scalar_ising_0,s057,-0.30349875095996859,-0.041381568861132173
scalar_ising_0,s058,-0.21572938094379349,0.018840543646542446
scalar_ising_0,s059,0.036471906825620182,0.053495666804535075
scalar_ising_0,s060,-0.16596129813175822,-0.093996773947987639
scalar_ising_0,s061,0.11671668760861148,0.27548873596297241
scalar_ising_0,s062,0.21228466919894756,-0.028829647411403814
scalar_ising_0,s063,-0.18914624961724105,0.031572772682378458
scalar_ising_0,s064,-0.31741366699292201,0.28009025377077224
scalar_ising_0,s065,-0.34258948025090297,0.054707684190631628
scalar_ising_0,s066,0.29768670056048846,-0.0552361190746401
scalar_ising_0,s067,-0.38935726192866738,0.087646284690601095
scalar_ising_0,s068,0.21917812926929886,0.28625467896798273
scalar_ising_0,s069,0.34050179851997681,0.31164211016474319
scalar_ising_0,s070,0.15148430241168326,0.1268734432289691
scalar_ising_0,s071,0.27936164677242609,0.20403180944526314
scalar_ising_1,s000,0.075563504600169695,-0.023526626870250367
scalar_ising_1,s001,0.37666775360214472,0.17293659017570842
scalar_ising_1,s002,-0.19066826275356949,0.21238222185793978
scalar_ising_1,s003,0.099299694280704009,-0.051410033986702602
scalar_ising_1,s004,-0.18164127214347056,0.32879648112600146
scalar_ising_1,s005,0.25258335110351243,0.082569920177780837
scalar_ising_1,s006,-0.30074168354815745,-0.10642019587786736
scalar_ising_1,s007,0.3915019419527615,0.34211897702956418
scalar_ising_1,s008,-0.30443675747061644,0.11063769147495459
scalar_ising_1,s009,0.12339545685677439,0.097734714778191012
scalar_ising_1,s010,0.32401976297870666,-0.082756329502194498
scalar_ising_1,s011,0.02812988895392754,0.33419846883873006
scalar_ising_1,s012,0.060703495810222163,0.21846074906603632
scalar_ising_1,s013,0.25739883260280677,0.012546960513019609
scalar_ising_1,s014,-0.20659725811425009,-0.063987912705480543
scalar_ising_1,s015,0.061623593657672504,0.049420452779840779
scalar_ising_1,s016,-0.26514885557032308,0.26254987179882117
scalar_ising_1,s017,-0.26348284813631356,-0.0033364303200819762
scalar_ising_1,s018,0.3207419439228722,0.029936404060845051
scalar_ising_1,s019,-0.056078761681490286,0.21035512457685437
scalar_ising_1,s020,-0.10898339556212394,0.24839699472443402
scalar_ising_1,s021,-0.22842170626706559,-0.058709895297997639
scalar_ising_1,s022,-0.24181581440570235,0.32224315839667661
scalar_ising_1,s023,0.29458331378866637,0.10271130949704735
scalar_ising_1,s024,0.18818729378445115,-0.034965782538635359
scalar_ising_1,s025,0.35923372072142495,-0.030142698013377045
scalar_ising_1,s026,-0.39390946450555453,0.23338591929294675
scalar_ising_1,s027,-0.25262293930308127,0.2747115218831635
scalar_ising_1,s028,0.1859479292022968,-0.013972301989378155
scalar_ising_1,s029,-0.23111915966856242,-0.10669613421438504
scalar_ising_1,s030,-0.25463646408503388,-0.068623443795883976
scalar_ising_1,s031,-0.3994299120415199,0.29491621979889482
scalar_ising_1,s032,-0.32281305679775246,-0.00010296952792117342
scalar_ising_1,s033,-0.11108480272961646,0.13301164977377572
scalar_ising_1,s034,0.18163367417326498,0.034542369893576452
scalar_ising_1,s035,0.3994595274352522,0.15615937045265285
scalar_ising_1,s036,0.19323637355954931,0.34718393244452039
scalar_ising_1,s037,-0.15076124114872136,0.112623751105252
scalar_ising_1,s038,-0.088780107833743571,-0.039531301807875757
scalar_ising_1,s039,-0.082847852684491852,-0.037169194491243646
scalar_ising_1,s040,0.13530006489323959,0.13926696542030079
scalar_ising_1,s041,-0.1429358565086673,0.22445027796713188
scalar_ising_1,s042,0.074632814691613925,0.25899125835149062
scalar_ising_1,s043,0.19912371938967238,0.064286777535150719
scalar_ising_1,s044,0.30678600836373054,0.030928242515421978
scalar_ising_1,s045,0.33779339092993749,0.34419858236051504
scalar_ising_1,s046,0.2566653627937196,0.065603798627885596
scalar_ising_1,s047,0.36520516947871223,-0.020490213913869404
scalar_ising_1,s048,0.28084525732910576,0.14637174670272127
scalar_ising_1,s049,-0.11574839668272541,-0.011634878525428161
scalar_ising_1,s050,-0.35285014266757686,0.12789147656588287
scalar_ising_1,s051,-0.21143869489803988,0.12041758518249743
scalar_ising_1,s052,-0.20916838697666998,0.044651449066510751
scalar_ising_1,s053,0.041868048662477619,0.25121557276721829
scalar_ising_1,s054,-0.20052851048590808,0.33904024497171747
scalar_ising_1,s055,-0.03323355410173312,-0.0612777891054333
scalar_ising_1,s056,0.027402491421161745,0.072081420133932539
scalar_ising_1,s057,0.079833916760016332,0.31191280144399025
scalar_ising_1,s058,0.11648695352384447,0.15816038079983727
scalar_ising_1,s059,-0.11162772935072757,0.33388210496688253
scalar_ising_1,s060,0.062165227480429186,0.33106925462174297
scalar_ising_1,s061,0.046009694790044853,0.016823313086016783
scalar_ising_1,s062,-0.23425022165559289,0.0038391101578098691
scalar_ising_1,s063,0.30056215469713604,0.25033548653217996
scalar_ising_1,s064,-0.13489273263755491,0.16788586490801846
scalar_ising_1,s065,-0.064221950396461724,0.30397967492444478
scalar_ising_1,s066,0.062031476939072849,0.31407156260838853
scalar_ising_1,s067,-0.10839053427062773,0.15037855949966575
scalar_ising_1,s068,0.0017411761334997222,0.26273930166949688
scalar_ising_1,s069,-0.11027276290680316,0.0096032169868394274
scalar_ising_1,s070,0.1008379090621026,-0.058645098777670601
scalar_ising_1,s071,0.020648020197889139,-0.0060362112530865653
scalar_ising_2,s000,-0.26577477430251906,-0.056094837493641803
scalar_ising_2,s001,0.069459968461752619,0.28154666012652785
scalar_ising_2,s002,0.28977805517609817,0.2636054691145423
scalar_ising_2,s003,0.13313016668025396,0.11600261020749017
scalar_ising_2,s004,0.22640147969801511,0.27649714352344756
scalar_ising_2,s005,-0.12420639615710188,0.1864125927033666
scalar_ising_2,s006,0.081420234626834231,0.2054807865266324
scalar_ising_2,s007,0.047520571153723323,0.22334990545672731
scalar_ising_2,s008,-0.3774167078067121,-0.044211007917295153
scalar_ising_2,s009,-0.05143929472816583,-0.067534688338020177
scalar_ising_2,s010,-0.14549164846164758,0.04898064315987713
scalar_ising_2,s011,-0.26900134597137271,0.087215530247983675
scalar_ising_2,s012,-0.39770066445045044,0.15622943271094655
scalar_ising_2,s013,0.024123236742248533,0.10797657276987868
scalar_ising_2,s014,-0.036290601705319725,-0.10923775482703044
scalar_ising_2,s015,0.12647432892211979,-0.07799036830621478
scalar_ising_2,s016,0.21331016482082726,0.1360722028309431
scalar_ising_2,s017,-0.39447304305874031,0.28489015879331359
scalar_ising_2,s018,-0.20574244466497771,0.22469094340707066
scalar_ising_2,s019,0.048865221584557972,0.20806534541045194
scalar_ising_2,s020,-0.39582464221525715,0.26439204388265714
scalar_ising_2,s021,0.14264814702635503,0.056886592922460927
scalar_ising_2,s022,-0.31136644551177317,0.16702599356119149
scalar_ising_2,s023,0.29138096264874275,0.11838151677168784
scalar_ising_2,s024,0.16801786185565709,-0.042775159459381873
scalar_ising_2,s025,-0.039920667531167631,0.24410670113672775
scalar_ising_2,s026,-0.34204553579435693,-0.0014874349091465733
scalar_ising_2,s027,-0.17522007183103044,0.20732733718783755
scalar_ising_2,s028,-0.32789227645672842,0.1305365547778965
scalar_ising_2,s029,0.36859323171369801,0.33891732234356842
scalar_ising_2,s030,0.18797629645114627,0.33408109998733593
scalar_ising_2,s031,-0.15166552325118449,0.25447039220591028
scalar_ising_2,s032,-0.31071706022321621,-0.036502506873085427
scalar_ising_2,s033,0.057942887288297051,0.32043793398302534
scalar_ising_2,s034,-0.0073765085227670557,0.028591257538432946
scalar_ising_2,s035,0.36327628301809184,0.092750629069582702
scalar_ising_2,s036,0.14792841377919147,0.1969789135127272
scalar_ising_2,s037,-0.064713772006232073,0.31195374655381036
scalar_ising_2,s038,0.36011657460915131,0.13300012303173758
scalar_ising_2,s039,0.35180093039737576,0.13637970372664282
scalar_ising_2,s040,-0.13658508677165593,0.13859457316181537
scalar_ising_2,s041,-0.099420386633193358,0.3009658104285744
scalar_ising_2,s042,-0.40973615664441265,0.32950522098258561
scalar_ising_2,s043,-0.10664922681098077,0.12138537439464925
scalar_ising_2,s044,0.15587203704539837,0.33147120066178026
scalar_ising_2,s045,-0.1832641191168041,-0.037929205591659576
scalar_ising_2,s046,0.13899377388425144,0.11617280012361178
scalar_ising_2,s047,-0.35786677642638309,0.30602262595646135
scalar_ising_2,s048,-0.0090285692618229385,0.17631260734360324
scalar_ising_2,s049,0.18911538945260981,-0.10072603643111289
scalar_ising_2,s050,0.17466744862282918,0.10321048044912445
scalar_ising_2,s051,0.01215153678375297,-0.030347911389262627
scalar_ising_2,s052,-0.32722696651064304,-0.016628982769865602
scalar_ising_2,s053,-0.054659253053642942,0.23668864855136493
scalar_ising_2,s054,0.40461449692239043,0.22593840344967139
scalar_ising_2,s055,0.33349860140145987,0.15906245986734754
scalar_ising_2,s056,-0.24566038974977467,0.30008271950005105
scalar_ising_2,s057,0.12343855136154064,0.28549429730136822
scalar_ising_2,s058,-0.28882806775168479,0.32655418845405815
scalar_ising_2,s059,-0.24856963287708189,0.074579373367052532
scalar_ising_2,s060,0.028192875635290437,0.224598546017335
scalar_ising_2,s061,-0.30637840201654276,0.090175580786145321
scalar_ising_2,s062,-0.34291727084079726,-0.048078601468787008
scalar_ising_2,s063,0.0084647785467250602,-0.10336230503049346
scalar_ising_2,s064,0.084985994483726901,-0.051237070572165422
scalar_ising_2,s065,0.24396578460593582,0.33047450133254208
scalar_ising_2,s066,-0.16583596315683277,0.14494804778108292
scalar_ising_2,s067,-0.090412736289686435,0.27454499302537982
scalar_ising_2,s068,-0.32443675214188655,0.016637929323272738
scalar_ising_2,s069,0.35702813659297222,0.16756834896752879
scalar_ising_2,s070,0.023627273475315014,0.12850784716219221
scalar_ising_2,s071,-0.12554665932368836,0.049862877238433662
