realization_id,disorder_model,time,norm,sx,sy,sz,mean_x,mean_y,second_x,second_y,second_xy
scalar_ising_0,scalar_ising,1.3999999999999999,0.99999999999992562,0.73937128890059589,0.43332641925500415,-0.26812241561760003,5.0765296023805124,2.284401863341341,28.005982133345817,7.4722226092026656,11.618506212794413
scalar_ising_0,scalar_ising,1.95,0.99999999999991618,0.51809472458491956,0.46071773164499474,-0.47757384453600721,5.8102981222059729,1.9867126433764639,36.45540632235538,6.7464656769589029,11.64286513500643
scalar_ising_0,scalar_ising,2.5,0.99999999999992417,0.26942288683289112,0.44556155413123866,-0.57949819728111762,6.440567736706706,1.8781028245856926,44.411954831144811,6.8224527343788486,12.259024401238879
scalar_ising_1,scalar_ising,0,0.99999999999992129,0.808861869539789,0.35155660871299149,0.47132836417370472,3.1543867548501199,3.549515524777632,11.421461973913937,14.072967374707154,11.196544757493417
scalar_ising_1,scalar_ising,0.22,0.99999999999992029,0.85409717173839284,0.34784265777852702,0.36982923981904875,3.4483246882564669,3.3304026927337897,13.385069124616045,12.579163967436862,11.470194978539071
scalar_ising_1,scalar_ising,0.55000000000000004,0.99999999999991718,0.87172589944347345,0.36023604338393911,0.19489966577828127,3.8940235835661907,3.0040945432397121,16.758165222176775,10.576407360404323,11.685727128775154
scalar_ising_1,scalar_ising,0.94999999999999996,0.9999999999999174,0.81653241789944009,0.39937718686856433,-0.025758092363032392,4.4362698125924975,2.6381040215969196,21.502215981645477,8.6551876885194545,11.732791193381894
scalar_ising_1,scalar_ising,1.3999999999999999,0.99999999999992395,0.68082726166345209,0.44860476644479619,-0.24617207922925818,5.0394816837406484,2.3023170024060855,27.579249679209056,7.2550410044171256,11.719927971857457
scalar_ising_1,scalar_ising,1.95,0.99999999999992528,0.46171197288516508,0.47274077437236339,-0.43268011991194399,5.73681726926048,2.0463611753303481,35.569286328312415,6.6196950758727011,11.972752901640547
scalar_ising_1,scalar_ising,2.5,0.99999999999992395,0.23968295779776921,0.43659672028855012,-0.50912539564600623,6.3208077113812591,1.9867399354764617,42.934090028687855,6.9853811408742192,12.821074907744
scalar_ising_2,scalar_ising,0,0.99999999999991429,0.80886186953977912,0.35155660871300981,0.47132836417369317,3.1543867548501132,3.5495155247776258,11.421461973913857,14.072967374707108,11.196544757493402
scalar_ising_2,scalar_ising,0.22,0.99999999999991829,0.8395258748200688,0.38523316378691891,0.37199307788541502,3.450866200573985,3.3323103113073538,13.407407294572156,12.606695197154686,11.483614019289593
scalar_ising_2,scalar_ising,0.55000000000000004,0.99999999999992917,0.84677106675355585,0.44045220305640098,0.20679031607158327,3.9092120553563539,3.0130579949907337,16.899148008932425,10.719382858219182,11.758153118178933
scalar_ising_2,scalar_ising,0.94999999999999996,0.99999999999993694,0.7945481558523122,0.50327278882571136,0.0020660980545930425,4.4780956728171653,2.6564224712045461,21.919516605701777,8.9968310042835142,11.910134206292721
scalar_ising_2,scalar_ising,1.3999999999999999,0.99999999999992117,0.66319737146484636,0.55257088805618859,-0.20434169773563773,5.1211092162589971,2.3317337748282414,28.462656009572473,7.8602261748532003,12.044598696546878
scalar_ising_2,scalar_ising,1.95,0.99999999999991362,0.42962600970162845,0.57179309629996733,-0.38653953373458616,5.8730188028061603,2.1023133386067094,37.176185557699867,7.5820107857426491,12.569680982388203
scalar_ising_2,scalar_ising,2.5,0.99999999999994116,0.17425475563794227,0.53642488714102599,-0.47374706257179056,6.4999005950131368,2.0938791892923843,45.176807733193499,8.2710279520510532,13.868011513423484
