index,value
128,-0.35292008531443819
129,-0.49857609229600897
130,-0.74155816524714879
131,-0.6489014867807521
132,-0.67254365164836571
133,-0.62590024629112462
134,-0.77608428344508129
135,-0.63301854703809035
136,-0.78846064980016783
137,-0.42721375399194361
138,-0.7769645036323295
139,-0.60838080049506083
140,-0.60036827769443624
141,-0.70458464883778782
142,-0.89935372872611541
143,-0.88990044093486276
144,-0.81146296511638294
145,-0.73475821138560438
146,-0.8082870232352678
147,-0.95685295283088612
148,-0.60207325486779806
149,-1.0183019661411286
150,-0.64338991649126898
151,-0.85633208287522256
152,-0.69126640917513626
153,-0.87562506099235626
154,-0.68691707090752863
155,-0.86464149688763947
156,-0.73640432906343922
157,-0.71271737391873691
158,-0.72829526300147829
159,-1.0026408571194927
160,-0.91680623328605759
161,-1.0864352620895881
162,-0.88962258913669834
163,-0.83615102866216273
164,-0.7150528889606701
165,-0.92263970020416142
166,-0.90891591810419359
167,-1.0094480364970428
168,-0.69294981956041291
169,-0.82057538297314303
170,-0.79185070506041733
171,-0.87788229283023522
172,-0.90794828516505532
173,-0.83965128921400367
174,-0.4855219642463432
175,-0.46866334419357958
176,-0.74391880058919668
177,-0.58386679590671231
178,-0.4804935388582896
179,-0.74358330463792077
180,-0.50753552231256693
181,-0.52013404684299958
182,-0.34369240823083325
183,-0.77349180169450493
184,-0.73081806918837289
185,-0.49044282052309973
186,-0.61955120791418694
187,-0.41107822691912721
188,-0.73643298411724367
189,-0.50313992048573764
190,-0.48458131525937898
191,-0.58210049079083981
192,-0.52112757411884236
193,-0.4676278089706426
194,-0.42866999783481385
195,-0.67288482269060479
196,-0.74670022964690608
197,-0.78856117977700857
198,-0.72117678949180086
199,-0.58124964181290983
200,-0.78561353411023471
201,-0.7791346652282839
202,-0.72480372373961754
203,-0.75250057333655618
204,-0.83143464505754838
205,-0.71607688506723066
206,-0.66375030220377707
207,-0.76341403679839104
208,-1.0610619374374248
209,-0.64846031984273012
210,-0.82342318346509369
211,-1.0312518389253196
212,-0.97388868477512247
213,-0.70578996078234957
214,-0.7268146068575525
215,-1.1030134504638931
216,-1.0259250857313318
217,-0.99212607959769461
218,-0.78822389942416859
219,-0.92441403588143323
220,-0.71723523074167206
221,-0.81204166577939241
222,-0.93190673882073682
223,-0.63085315818189736
224,-0.70287480871232177
225,-0.56612596097247003
226,-0.57663651511833858
227,-0.53723522291624959
228,-0.69453059945395379
229,-0.74058888181143856
230,-0.57420349862604558
231,-0.66565126951750275
232,-0.44904773570871859
233,-0.75783212668158473
234,-0.67279837711753321
235,-0.68965649924894568
236,-0.69399792692335982
237,-0.69314055216638792
238,-0.47910919100662952
239,0.4318482790488628
240,0.12458287655805544
241,0.26847830474081069
242,0.48693864546095922
243,0.50931864953076522
244,0.18935807547408273
245,0.29150133132968159
246,0.38737891489628407
247,0.20485404592471124
248,0.37019401333287483
249,0.14233516814552766
250,0.12045587729124488
251,0.34867141633627485
252,0.10252673046758976
253,0.11936036385682275
254,0.42715365545191331
255,0.34901023238146223
256,-0.015948329367946962
257,-0.014437110225994282
258,0.30008903614516763
259,0.067652117282825636
260,0.33538162027578272
261,0.15102574211230099
262,0.14760093670652885
263,0.20345558696154339
264,-0.12429374160852366
265,-0.069772561805313021
266,0.068839300914670748
267,-0.18901263938383847
268,-0.013531838864241363
269,0.049155324345231372
270,0.23039675125673773
271,0.044372994543671163
272,0.19335648888417931
273,0.17653682312122435
274,-0.039341248629389758
275,0.023225260947437126
276,-0.063449292805416696
277,0.0043652838106200409
278,-0.044612724156325417
279,-0.062910135117829558
280,0.068979294995650253
281,0.17901697904270664
282,-0.030900897579548239
283,-0.032664054070988519
284,0.32188093059746059
285,0.024099080025499042
286,0.020279927048718782
287,0.0017980872308638041
288,0.19925055517183293
289,0.37110871505829068
290,0.18390914190603275
291,0.11565041170535656
292,0.2911848975010447
293,0.16221378238536305
294,0.46787559249242117
295,0.14819559674950583
296,0.52379772846874129
297,0.48607488762651385
298,0.22940289861247026
299,0.23913639479003507
300,0.56289939943006673
301,0.52451059655911003
302,0.3608600013023312
303,0.3297140971330742
304,0.25755848833360573
305,0.41298381279814256
306,0.11188998076616274
307,0.22635962576288876
308,0.31351039149417936
309,0.3475602354378734
310,0.31701053916230726
311,0.20183177945810069
312,0.034573095991060898
313,0.41577126740061543
314,0.016089428591559207
315,0.043320929755877799
316,0.22424750465778923
317,0.10694264111241963
318,0.15346041061198079
319,-0.076583543205604662
320,-0.022709273681548806
321,0.21762170855102372
322,-0.14004939993068696
323,0.20680514400034736
324,0.18234457293336323
325,-0.15879815091843441
326,-0.035036632493892328
327,-0.03611753093271014
328,-0.20567620888596469
329,0.029798827162049124
330,0.13862859810286882
331,-0.14935889575217973
332,-0.1860262127815682
333,0.18258361860119782
334,0.16345632467718127
335,0.15890530142542397
336,-0.10479897807200909
337,-0.0029313529165228974
338,0.16704117632002402
339,-0.011725105561232477
340,0.23691523852385168
341,0.1870046048119097
342,0.25050521139602483
343,-0.0020582565009083509
344,0.29910987566535507
345,0.3561358569441011
346,0.45142777270922996
347,0.069787923399184271
348,0.22627280493718133
349,0.47261447452738359
350,0.3168286472270585
351,0.43694269657868401
352,0.15321522518331304
353,0.45936171894416744
354,0.17742661051372638
355,0.22045402677003192
356,0.41078181278652304
357,0.18708003665644929
358,0.25137949449605446
359,0.34029029906113406
360,0.37383690189408825
361,0.45577918760711433
362,0.50822539014469492
363,0.22656466011589571
364,0.27977439826971751
365,0.21419635384507277
366,0.24280542063091862
367,0.15273123384410808
368,0.15936327266859773
369,0.35766709179739409
370,0.28310977179929225
371,0.34299621283549753
372,0.074009423765100057
373,0.18997081112657546
374,0.12369275470791721
375,-0.061389775381343659
376,0.20490081916693606
377,0.21171009145350889
378,0.16704236779861087
379,0.24551130625811082
380,-0.072917389014667378
381,-0.069875687547589119
382,0.04969252460297488
383,-0.16453361744780165
384,-0.04955613467840006
385,0.090142679428701272
386,-0.0015045122086352614
387,0.096406115001669485
388,-0.10033653350146984
389,0.14999863011998701
390,0.010084261721503146
391,-0.1419198916972404
392,0.11554838339721035
393,0.24885848710263539
394,-0.035018029023893449
395,0.016292568512401615
396,0.23602573637506741
397,0.14734992330519822
398,0.015779695778805974
399,0.20411828315315944
400,0.24257436984734451
401,0.17215046054474523
402,0.015740943423094095
403,0.17398159439405
404,0.24056937780093998
405,0.14712456774932148
406,0.42900289347755916
407,0.49959610490561324
408,0.46025974698523731
409,0.13878711559802867
410,0.44077096870858912
411,0.40034081984427328
412,0.53316747863199032
413,0.32021305900148289
414,0.35554022014299902
415,0.54921845509072653
416,0.53703105386483407
417,0.49416572444926754
418,0.27517395029192254
419,0.29720630987812785
420,0.10421262855499927
421,0.41339712640728243
422,0.127531669353697
423,0.31904869385547519
424,0.18188210728204546
425,0.36743048772852793
426,0.25855774064935699
427,0.36682393616477327
428,0.091132916770548314
429,0.24768071939244998
430,0.015385166139585682
431,0.048620112125642156
432,0.24908106517564196
433,0.027252177385730922
434,0.0084988530439858156
435,0.11439655446992689
436,-0.11749366281426094
437,0.17549639481133389
438,-0.15545973660844942
439,-0.10788068996052466
440,-0.18518066505672501
441,-0.16574418193782622
442,0.1865852664911701
443,0.034393417044277341
444,0.19757283821839067
445,0.14251637579090584
446,-0.021229336482269767
447,0.14166450632783545
448,-0.14322975842370914
449,0.20515403453101363
450,0.019160898331045076
451,-0.016893890811369522
452,-0.084695171892188725
453,0.24281645192952744
454,0.29149309029921089
455,0.14695531956780075
456,0.056739041063747095
457,0.21670641814634328
458,0.23289254918161637
459,0.090829574547902248
460,0.19077744259200055
461,0.19053347923785544
462,0.078410750931944828
463,0.096276035058897036
464,0.42095624311877455
465,0.19711072771475674
466,0.43205626316729162
467,0.1848887337196306
468,0.37533663487921343
469,0.28511901006714802
470,0.27008591293183459
471,0.56286831611493104
472,0.16462468165112054
473,0.31609449260946432
474,0.28626196120676251
475,0.35243199118472196
476,0.11907657008998179
477,0.4482773454390121
478,0.21652398418696142
479,0.12771351302548817
480,0.43206259320399831
481,0.29630034816231987
482,0.071017249251921627
483,0.44255074435171077
484,0.19931087490922686
485,0.078616343023965515
486,0.36204721466793899
487,0.017688539498774053
488,0.15990394491397375
489,0.23008004947808464
490,0.017682003114581929
491,-0.060887387729957165
492,0.27334451624464839
493,0.11698197582161637
494,-0.15463479892716911
495,-0.080347122253351735
496,0.12672535267777585
497,-0.075496081628414174
498,-0.15803207915461609
499,0.096232136664754137
500,-0.016388104417441957
501,0.10660111863222457
502,0.12002558121932244
503,0.018345762281879729
504,-0.00036805498825442928
505,0.19720665404495286
506,0.26183233294746006
507,-0.066672657964206211
508,0.15596121633131865
509,0.16222550108809167
510,0.21646084659485271
511,0.34300702520977133
512,0.3015385489745423
513,0.053502464955273804
514,0.11044641100511399
515,0.21138194621336784
516,0.050424344652018227
517,0.39619832207343897
518,0.38405559248541299
519,0.2358344946879791
520,0.4541306625153767
521,0.22547327809765583
522,0.50189154780567535
523,1.1811394899763168
524,1.1447089394623637
525,1.1454196580375862
526,1.1923822669362574
527,1.0817123071880279
528,1.1344893114066843
529,1.1747107160343266
530,0.88924410565582213
531,1.2731758169142209
532,1.0987313811823043
533,1.140614949989464
534,0.98268687068391225
535,1.0140635902883639
536,1.0210912346609198
537,1.1704094149173698
538,1.0603043017819906
539,1.1574858414459854
540,1.0669621063284658
541,0.90919949021373314
542,0.90838680632304969
543,1.1056055543483476
544,0.96041644714266117
545,1.0502900775881154
546,0.98052235264647492
547,0.90119645449380559
548,0.90488685770162969
549,0.99100872996193701
550,0.71944845392758494
551,0.70548847446939622
552,0.82780404599166812
553,0.91015688771122349
554,0.63218927963138394
555,0.80326658754519864
556,0.58104242971093012
557,0.67932795456004347
558,0.83787485304403753
559,0.63097410111357666
560,0.94526935566822645
561,0.91249235906068227
562,0.9667024797095054
563,0.79067580083028133
564,0.73803765375898367
565,0.92589136059714272
566,0.62923934599184739
567,0.67664605091904984
568,0.83538487269017403
569,0.81072530413885557
570,0.68769708463447243
571,0.96515754336534776
572,0.7707106762535052
573,1.1275678499311967
574,0.93746955087389816
575,0.8275828798536361
576,0.96176935003756281
577,0.82527179032713815
578,0.87835822848165135
579,1.2764316603013273
580,0.92441720096344504
581,0.9159356237873707
582,1.1173468513268092
583,1.3090297987628901
584,1.0821809037926853
585,1.1511239473879613
586,1.1282144663878886
587,1.147682086346528
588,1.1780952785511725
589,1.0705546308732303
590,1.0339733176601533
591,0.89755288629060681
592,1.1468408242271575
593,1.1962558564237202
594,0.97133952660341483
595,1.0696681342080505
596,0.93511256390223729
597,0.90656988903945235
598,0.89398124202888374
599,0.95217491127080001
600,0.85037532430573359
601,1.0441309427085528
602,1.0868496563056569
603,0.7421432177303221
604,0.80960483805156935
605,0.81912963264776995
606,0.91031192301361274
607,0.69586588548192396
608,0.7988549577837899
609,0.92713493555832238
610,0.59036123533384566
611,0.92455882212039886
612,0.68891325496976707
613,0.83475605849180401
614,0.85936017761533412
615,0.55992985696564679
616,0.67138906597485493
617,0.82971926244677252
618,0.5797181289215243
619,0.91715730506837445
620,0.65229051841489738
621,0.99862689605495769
622,0.61387108896423359
623,0.82465656331075554
624,0.9544466976454028
625,0.73886888867699696
626,0.96694816662669814
627,0.70241685097868178
628,0.87639577199102203
629,1.0244639690868844
630,0.77408385508412669
631,0.92964620328479142
632,0.78568415492292853
633,1.0727645957488254
634,0.83203739582671554
635,0.97275914079709558
636,1.0584532722981512
637,1.1897276853142298
638,1.0514682577499508
639,0.92326593414946811
640,1.2435333579928127
641,1.2424180953781083
642,1.0589294130421409
643,1.1793103760605963
644,1.0853058793100745
645,1.0367456655908787
646,1.1118833550785745
647,1.0937207157702036
648,1.1914631779564493
649,1.001380668549112
650,0.96330164490758108
651,0.84474444134819959
652,1.100283080823274
653,0.92632610407447036
654,1.1467337928061228
655,0.96148047861143504
656,0.83674204315980849
657,1.1064438221631059
658,1.122227388494488
659,0.95892960033615571
660,0.8297035540104144
661,0.66357096655313663
662,0.92941669580594721
663,0.95647682973345682
664,0.63501895902703942
665,0.65646348487933315
666,0.87974549299509108
667,0.60645655840029167
668,0.7479858011218341
669,0.66256388833082591
670,0.6090817311456892
671,0.55162197195882223
672,0.64069070124720628
673,0.98187168994670304
674,0.67790458926142461
675,0.72395635873752162
676,0.93655020134267886
677,0.66173717100447016
678,0.72520589914588252
679,0.88701320223306634
680,0.73988204415553305
681,0.95970326699927522
682,0.78540450811049756
683,1.0986832701906957
684,1.047037185769373
685,0.84880980223724078
686,0.92314456727354099
687,0.93052664083247227
688,0.79937505094598904
689,0.86521338894681532
690,1.1751376311082595
691,1.1394460936777002
692,1.0845922987005459
693,0.89564495829747393
694,1.1902384120739256
695,1.2482840780554625
696,0.93988349308817898
697,0.93297802831968979
698,0.91802243294220642
699,1.195886745648846
700,1.2405216533954835
701,0.89472967386520619
702,0.96502387301893666
703,1.1877826862501319
704,1.2330845415470069
705,0.93196588983457263
706,1.1700232431163922
707,0.98226691998596838
708,0.91046594114857038
709,1.138381366730675
710,1.0842643470699442
711,0.86871186976514836
712,1.1620059347588898
713,0.78291705957829982
714,0.85287497459593276
715,1.0780359370439641
716,0.94008983747968244
717,1.0367667697902834
718,0.75363491301210084
719,0.99821462699443231
720,0.7289085810485163
721,0.88858074244933516
722,0.62540314265217756
723,0.97686859030090034
724,0.59685501359312787
725,0.74545112544848047
726,0.64728187611542298
727,0.76779982722576212
728,0.7346774504813004
729,0.78965942500223818
730,0.55007538686463486
731,0.96999195157226159
732,0.64146497181947681
733,0.93657153303583474
734,0.74853353705679426
735,0.72934545587827826
736,0.78921438249299269
737,0.73346914165442412
738,0.77299690398367737
739,0.98351636613980964
740,0.90427851302621076
741,1.0829448637126982
742,1.087801343473823
743,1.0197368195099674
744,1.0966977723379479
745,0.83681608274343733
746,0.93330749446449945
747,0.90979893891708985
748,1.0198825655111605
749,1.1603082485481404
750,1.2599765955749369
751,1.0117226592919382
752,1.15090615472264
753,0.97858421282675523
754,1.0748682604415949
755,0.98256184611586317
756,1.1505779465441408
757,1.2630335506801451
758,1.0801362073160676
759,1.2594334038388211
760,1.1851504114653806
761,0.96199766853515645
762,1.2572937707109766
763,1.1358762736185231
764,1.1697306569461654
765,1.1695486425799555
766,1.2194364697014231
767,0.80899455385343189
768,1.1536253275429216
