i,j,value_real,value_imag
44,46,-0.20876984881359789,0.022696921076381299
44,87,-0.080524886835924403,-0.039931366083825276
44,210,0.010703236678148889,0.026921049604245878
45,46,-0.97647478184047376,-0.21563163132898447
45,47,-0.20876127260481636,0.022775668166215287
46,47,-0.97631601036408122,-0.21634936539487074
46,48,-0.20875288747351015,0.022852395311476859
47,48,-0.9761609703236287,-0.21704782886919571
47,49,-0.20874469908391929,0.022927071430167152
47,91,0.081933886165376182,0.0653265447886439
48,49,-0.97600976649374593,-0.21772674550643434
48,50,-0.20873671299315577,0.02299966627612025
48,53,-0.044355585188445124,-0.063474126134840533
49,50,-0.97586250150448395,-0.21838584697138913
49,51,-0.20872893464532863,0.023070150450877604
49,107,-0.052886229101197862,0.043720338325648915
50,51,-0.97571927573333095,-0.21902487293096234
50,52,-0.2087213693657646,0.023138495415217772
50,195,-0.074229245651922723,-0.0059278191935542568
50,199,0.062617683574170982,-0.047674290139881489
51,52,-0.97558018719921658,-0.21964357114275307
51,53,-0.20871402235533365,0.023204673500337714
52,53,-0.97544533145865486,-0.22024169754048614
52,54,-0.20870689868488615,0.023268657918682385
52,226,-0.034021217281772431,-0.05404774886484285
52,275,-0.013567736674202996,0.035847474534667065
53,54,-0.97531480150416627,-0.22081901631627812
53,55,-0.20870000328981039,0.023330422774419095
53,123,-0.073077337680306165,-0.055316996918829311
53,155,0.013500867482459336,0.07681905576399177
54,55,-0.97518868766512112,-0.22137529999974886
54,56,-0.2086933409647177,0.023389943073553618
54,248,-0.10737271914403573,0.039198140977561136
54,262,-0.075121022900108955,-0.004226767701047851
55,56,-0.97506707751114097,-0.22191032953398673
55,57,-0.20868691635826297,0.023447194733684909
55,200,0.075307402074343513,-0.0061232716483334559
55,248,-0.08162504661882139,-0.06467984821171216
56,57,-0.97495005575819205,-0.22242389434837778
56,58,-0.20868073396810768,0.023502154593395611
56,291,-0.085715377807479551,0.011849154609018864
56,298,-0.049030812675042772,0.052173072836237053
57,58,-0.97483770417750026,-0.22291579242830811
57,59,-0.2086747981360324,0.023554800421275487
58,59,-0.97473010150741501,-0.22338583038175114
58,60,-0.20866911304320651,0.023605110924575203
58,93,0.046706163901195183,0.047958382060387099
58,226,-0.076151116307492078,-0.059746108482368318
59,60,-0.97462732336834246,-0.22383382350275041
59,61,-0.20866368270562069,0.023653065757487945
60,61,-0.97452944218086768,-0.22425959583181038
60,62,-0.20865851096968974,0.023698645529056473
60,100,0.093694593350031011,-0.058098201785343098
61,62,-0.97443652708717798,-0.22466298021320635
61,63,-0.20865360150803117,0.02374183181070337
62,63,-0.97434864387589737,-0.22504381834922654
62,64,-0.20864895781542628,0.023782607143382376
62,85,-0.010343339768796464,-0.073798455503894231
62,215,-0.010026090365067353,-0.052463582888781848
63,64,-0.97426585491043605,-0.22540196085135797
63,65,-0.2086445832049687,0.023820955044348755
63,106,0.0050259675629051592,0.03687663177707954
63,157,-0.090614750760597593,0.040565963750773211
64,65,-0.97418821906095365,-0.22573726728842836
64,66,-0.20864048080440675,0.023856860013546873
64,110,0.059786265563813432,-0.022153335359362605
65,66,-0.97411579164003181,-0.22604960623171658
65,67,-0.20863665355268404,0.02389030753961318
66,67,-0.97404862434214456,-0.22633885529704276
66,68,-0.20863310419668371,0.023921284105492987
66,121,0.10165564953501245,-0.046180359000761534
66,151,0.05599548614176246,0.060442159378834376
67,68,-0.97398676518701088,-0.2266049011838501
67,69,-0.20862983528818113,0.02394977719366945
68,69,-0.97393025846690751,-0.22684763971128902
68,70,-0.20862684918100857,0.023975775291003421
68,196,-0.043162655467266581,-0.05721271539262783
68,298,-0.0048357017867766416,0.011595990149981986
69,70,-0.97387914469801562,-0.22706697585131472
69,71,-0.2086241480284371,0.02399926789318281
70,71,-0.97383346057586939,-0.22726282375880724
70,72,-0.20862173378077825,0.024020245508780305
71,72,-0.9737932389349665,-0.22743510679872461
71,73,-0.20861960818320988,0.024038699662918314
71,282,0.086031700574050671,0.013445926818116669
71,295,-0.029202162710840807,0.069369480173577844
72,73,-0.97375850871259884,-0.22758375757029664
72,74,-0.20861777277382865,0.024054622900540248
72,156,0.075225076005247346,-0.0034442575578281509
72,196,-0.011884480064560984,-0.029601722553820799
72,250,-0.038000872308690842,-0.013187528292686948
72,257,0.05711060834300731,0.055758139724613916
73,74,-0.97372929491695215,-0.22770871792826752
73,75,-0.20861622888193238,0.0240680087892872
73,149,-0.052346407641377934,0.020893589208143055
73,255,0.068824108310541768,-0.022854370534002404
74,75,-0.97370561859951898,-0.22780993900119473
74,76,-0.20861497762653425,0.024078851921979304
75,76,-0.97368749683186451,-0.22788738120680971
75,77,-0.20861401991511166,0.024087147918701108
75,93,-0.037187345764526189,0.0629087431637598
75,304,-0.045173306053795798,-0.049095763102804044
76,77,-0.97367494268677557,-0.22794101426444599
76,78,-0.20861335644259069,0.024092893428490469
76,138,0.064001421747097623,0.027033412893314013
76,226,-0.041804588575829901,0.049231039764199153
77,78,-0.97366796522382038,-0.22797081720453879
77,79,-0.20861298769056838,0.024096086130630422
78,79,-0.97366656947933927,-0.22797677837519967
78,80,-0.20861291392677353,0.024096724735543792
78,165,0.097539891624373973,-0.023860717006386437
79,80,-0.97367075646087864,-0.22795889544586845
79,81,-0.20861313520476693,0.0240948089852903
80,81,-0.97368052314607756,-0.22791717540804327
80,82,-0.2086136513638813,0.024090339653665954
81,82,-0.97369586248600803,-0.22785163457308982
81,83,-0.2086144620294012,0.024083318545904796
82,83,-0.97371676341296409,-0.22776229856712835
82,84,-0.20861556661298278,0.02407374849798306
82,223,-0.10200841331112905,-0.059929163734620733
83,84,-0.97374321085268845,-0.22764920232299671
83,85,-0.20861696431331223,0.024061633375525845
84,85,-0.97377518574102129,-0.2275123900692872
84,86,-0.20861865411700248,0.024046978072316708
84,232,-0.09503013343487246,0.076485577622065218
85,86,-0.97381266504494624,-0.22735191531645255
85,87,-0.20862063479972701,0.024029788508410477
85,176,-0.026733333135632045,-0.069576668001801234
85,289,-0.10790779741752246,0.019680457081563657
86,87,-0.97385562178800555,-0.22716784083997688
86,88,-0.20862290492758823,0.024010071627849787
86,252,0.034208315476971826,-0.013764302200539438
87,88,-0.97390402508004903,-0.226960238660606
87,89,-0.2086254628587198,0.023987835395986003
87,152,0.025676003704042119,0.052583286466213047
88,89,-0.97395784015127451,-0.22672919002162975
88,90,-0.20862830674511931,0.023963088796405102
88,230,-0.037956587572572684,0.0062956721072844612
89,90,-0.97401702839051429,-0.22647478536320992
89,91,-0.20863143453470964,0.023935841827459486
90,91,-0.97408154738771247,-0.22619712429374461
90,92,-0.2086348439736255,0.023906105498406487
91,92,-0.97415135098053562,-0.22589631555826056
91,93,-0.20863853260872212,0.023873891825154706
92,93,-0.97422638930505234,-0.22557247700382377
92,94,-0.20864249779030253,0.023839213825619248
93,94,-0.97430660885040909,-0.22522573554195771
93,95,-0.20864673667505926,0.023802085514687127
94,95,-0.97439195251742972,-0.22485622710805883
94,96,-0.20865124622922654,0.023762521898794204
94,195,0.090637278799649987,0.03998128140473782
95,96,-0.97448235968105446,-0.22446409661779776
95,97,-0.20865602323193846,0.023720538970115109
96,97,-0.97457776625653347,-0.22404949792049456
96,98,-0.20866106427878814,0.023676153700367759
97,98,-0.97467810476928252,-0.22361259374945652
97,99,-0.2086663657855829,0.023629384034234154
98,99,-0.9747833044283043,-0.22315355566926537
98,100,-0.20867192399229012,0.023580248882399252
98,261,0.10675269353387777,0.016011854320376315
99,100,-0.97489329120307189,-0.22267256402000316
99,101,-0.20867773496716829,0.023528768114209973
99,282,-0.013492714201030667,-0.068250708441484079
100,101,-0.97500798790377108,-0.22216980785840323
100,102,-0.20868379461107694,0.023474962549956239
100,126,0.036012929631768151,0.066549552890272978
101,102,-0.97512731426478605,-0.22164548489591496
101,103,-0.20869009866195984,0.023418853952776351
102,103,-0.97525118703131641,-0.22109980143367006
102,104,-0.20869664269949462,0.02336046502018899
102,257,-0.10470271324230898,0.035936984772900193
103,104,-0.97537952004900341,-0.22053297229433932
103,105,-0.20870342214990276,0.023299819375254299
104,105,-0.97551222435644136,-0.21994522075086803
104,106,-0.20871043229091241,0.023236941557366549
104,153,-0.06799961979876068,0.023508484356945178
105,106,-0.97564920828044699,-0.21933677845208011
105,107,-0.20871766825686763,0.023171857012681197
105,124,-0.069367782926673144,0.049431545398776838
106,107,-0.97579037753395415,-0.21870788534514077
106,108,-0.20872512504397664,0.023104592084179091
107,108,-0.97593563531639771,-0.21805878959486877
107,109,-0.20873279751569127,0.023035174001370843
107,115,0.095526272543339882,-0.0125060825566254
107,217,0.008957030035914193,0.030213730132686592
108,109,-0.97608488241644953,-0.21738974749988993
108,110,-0.20874068040821059,0.022963630869644459
108,282,0.076046686213785089,-0.0023872102056636674
109,110,-0.97623801731696291,-0.21670102340562483
109,111,-0.20874876833610068,0.022889991659259448
109,260,-0.097235215299890279,0.041470552438783774
110,111,-0.97639493630198082,-0.21599288961410482
110,112,-0.20875705579802248,0.022814286193990896
110,150,0.063040227162915394,-0.021198185210017186
111,112,-0.97655553356566005,-0.21526562629061122
111,113,-0.20876553718255988,0.022736545139426897
111,157,-0.0053197348353307417,0.01612692234616088
111,211,-0.032051027263217804,-0.061440883169973551
111,237,-0.027758341914906767,-0.0026219153418057528
112,113,-0.97671970132296171,-0.21451952136713459
112,114,-0.20877420677413985,0.022656799990923137
112,184,0.058434466741475163,0.07735872900890399
113,114,-0.97688732992195415,-0.21375487044265223
113,115,-0.20878305875903602,0.022575083061218408
113,219,-0.036988952065152514,-0.057168620009100987
113,241,-0.0014171776617996901,-0.071093142181505378
114,115,-0.97705830795757442,-0.21297197668022327
114,116,-0.20879208723144782,0.022491427467714955
114,212,-0.0065546814456400454,-0.062471042126412739
114,285,-0.10363103624591773,-0.034892741078627179
115,116,-0.97723252238669112,-0.21217115070090312
115,117,-0.20880128619964614,0.022405867119427936
115,189,0.017683227820226868,-0.049943065167080025
116,117,-0.97740985864431018,-0.21135271047448032
116,118,-0.20881064959217727,0.022318436703608061
117,118,-0.97759020076076575,-0.21051698120704096
117,119,-0.20882017126411634,0.022229171672041994
117,284,-0.031255582703411805,0.032315053171590724
118,119,-0.97777343147973184,-0.20966429522536778
118,120,-0.20882984500336171,0.022138108227034967
119,120,-0.9779594323768962,-0.20879499185818365
119,121,-0.20883966453696137,0.022045283307080419
119,185,-0.10828051048800481,-0.0062436839056480564
119,196,0.06898065018394349,0.029593899859803249
120,121,-0.978148083979133,-0.20790941731425017
120,122,-0.20884962353746267,0.021950734572221447
120,235,-0.073794083550922235,0.022156010090553034
121,122,-0.97833926588401032,-0.20700792455733605
121,123,-0.20885971562927691,0.021854500389109154
121,238,-0.018297591824688181,-0.020041532395474897
122,123,-0.97853285687947145,-0.20609087317807112
122,124,-0.20886993439504964,0.021756619815763063
122,161,0.05304262693361321,0.02433485623779115
123,124,-0.9787287350635252,-0.20515862926270453
123,125,-0.20888027338202794,0.021657132586038918
123,157,0.0123311648139489,0.033993370150449141
123,209,0.026353007405786652,-0.027574457048091347
124,125,-0.97892677796378391,-0.20421156525878875
124,126,-0.20889072610841639,0.021556079093809362
124,154,-0.0062773154609834375,0.034490016348476121
125,126,-0.97912686265668636,-0.20325005983781294
125,127,-0.20890128606971267,0.021453500376863138
126,127,-0.97932886588624479,-0.20227449775481249
126,128,-0.20891194674501432,0.021349438100528622
126,150,0.058628786434597915,-0.073199035392894421
127,128,-0.97953266418215579,-0.20128526970498387
127,129,-0.20892270160328802,0.021243934541027604
128,129,-0.97973813397711584,-0.20028277217733695
128,130,-0.20893354410959339,0.021137032568565441
129,130,-0.97994515172318486,-0.19926740730541989
129,131,-0.20894446773125203,0.021028775630163841
129,294,0.013313363839057429,-0.058335391230591241
130,131,-0.98015359400704216,-0.1982395827151541
130,132,-0.20895546594395484,0.020919207732242658
131,132,-0.98036333766398032,-0.19719971136982031
131,133,-0.20896653223779821,0.02080837342295724
131,152,-0.050160217668147822,0.071347790833819258
132,133,-0.98057425989048863,-0.19614821141223937
132,134,-0.20897766012324204,0.020696317774298083
133,134,-0.98078623835527357,-0.1950855060041943
133,135,-0.20898884313698132,0.020583086363959564
134,135,-0.98099915130857473,-0.19401202316314328
134,136,-0.20900007484772359,0.020468725256984777
134,172,-0.10438972888770101,-0.055765275803259809
135,136,-0.98121287768963006,-0.19292819559627625
135,137,-0.20901134886186526,0.020353280987193603
136,137,-0.9814272972321525,-0.19183446053197045
136,138,-0.20902265882905843,0.020236800538401239
137,138,-0.98164229056768182,-0.19073125954870379
137,139,-0.20903399844766252,0.020119331325434666
138,139,-0.9818577393266783,-0.189619038401487
138,140,-0.20904536147007247,0.020000921174954493
138,152,0.00080158253719625483,-0.043409035320039278
139,140,-0.98207352623723132,-0.18849824684587932
139,141,-0.20905674170791752,0.01988161830608989
140,141,-0.98228953522125606,-0.1873693384596552
140,142,-0.20906813303712427,0.019761471310894455
141,142,-0.98250565148805979,-0.18623277046219108
141,143,-0.20907952940283683,0.019640529134630796
141,209,0.084364113534052557,0.068227297774831761
142,143,-0.98272176162516212,-0.18508900353164684
142,144,-0.20909092482418939,0.019518841055891981
142,238,0.02227608965337767,0.0091402178414653618
143,144,-0.98293775368625624,-0.18393850162001602
143,145,-0.20910231339892429,0.019396456666567984
143,151,-0.04250253944315377,-0.063224634472459407
143,234,0.087264192262853132,-0.054014634042669041
144,145,-0.98315351727620681,-0.18278173176612394
144,146,-0.20911368930785082,0.019273425851665277
145,146,-0.98336894363298233,-0.18161916390665506
145,147,-0.20912504681913943,0.019149798768988143
146,147,-0.98358392570642572,-0.18045127068529196
146,148,-0.20913638029244622,0.019025625828689947
147,148,-0.9837983582337726,-0.17927852726005333
147,149,-0.2091476841828632,0.018900957672703115
148,149,-0.98401213781183205,-0.17810141110891856
148,150,-0.20915895304469012,0.018775845154056392
149,150,-0.98422516296574958,-0.17692040183382976
149,151,-0.20917018153502373,0.01865033931608814
150,151,-0.98443733421427815,-0.17573598096316453
150,152,-0.20918136441716034,0.018524491371564509
151,152,-0.98464855413149033,-0.17454863175277416
151,153,-0.20919249656380928,0.01839835268171143
151,189,0.01893676296071202,-0.043007910811899544
151,231,-0.090049444371944912,0.066307892287333622
151,271,-0.07742404225999773,-0.052953921796687987
152,153,-0.98485872740486768,-0.17335883898568435
152,154,-0.20920357296011302,0.018271974735169335
153,154,-0.98506776088971204,-0.17216708877055797
153,155,-0.20921458870647178,0.018145409126879737
153,194,0.026562925092656883,-0.049586995982546886
153,236,0.08599704837630591,-0.066068494338709538
153,240,0.077985845762578235,0.0088775792711404816
154,155,-0.98527556365982794,-0.17097386833901973
154,156,-0.20922553902117016,0.018018707536912718
154,221,0.0049417489541168369,-0.010776603814572142
154,299,0.098957421314120317,-0.0018962105663452161
155,156,-0.98548204705443376,-0.16977966584194581
155,157,-0.20923641924280359,0.017891921709244519
155,290,-0.0085164095884633639,-0.046160719392161889
156,157,-0.9856871247212623,-0.16858497014482235
156,158,-0.20924722483250244,0.017765103430494446
156,222,-0.061741103301848232,0.078168739028214015
157,158,-0.98589071265581996,-0.16739027062227785
157,159,-0.20925795137595329,0.017638304508630347
158,159,-0.98609272923678026,-0.16619605695189665
158,160,-0.2092685945852148,0.017511576751651933
159,160,-0.98629309525749231,-0.16500281890742113
159,161,-0.20927915030032901,0.017384971946261363
159,288,0.061618564603532142,-0.070790646834262894
160,161,-0.98649173395359335,-0.16381104615145098
160,162,-0.20928961449072606,0.017258541836530299
161,162,-0.98668857102671781,-0.16262122802775067
161,163,-0.20929998325642343,0.017132338102572944
162,163,-0.98688353466430556,-0.16143385335327423
162,164,-0.20931025282901919,0.017006412339234361
163,164,-0.98707655555551566,-0.16024941021001926
163,165,-0.20932041957248013,0.016880816034803528
163,262,0.061404514080553044,-0.055857888117796475
164,165,-0.98726756690325934,-0.159068385736822
164,166,-0.20933047998372542,0.016755600549760434
165,166,-0.9874565044323721,-0.15789126592120531
165,167,-0.20934043069300731,0.016630817095566772
166,167,-0.9876433063939517,-0.15671853539139124
166,168,-0.20935026846409019,0.016506516713509362
166,209,0.044785484034721448,-0.074224343230824566
167,168,-0.9878279135658945,-0.15555067720859209
167,169,-0.20935999019422974,0.016382750253605943
168,169,-0.98801026924966806,-0.15438817265969035
168,170,-0.20936959291395488,0.016259568353582408
168,237,0.09802886586766571,-0.00962289846130579
169,170,-0.98819031926336676,-0.15323150105042133
169,171,-0.20937907378665432,0.016137021417930969
169,248,0.051701789180332372,-0.027598182089202755
169,278,-0.056607119783662868,0.035421403957211287
170,171,-0.98836801193109958,-0.15208113949916929
170,172,-0.2093884301079712,0.016015159597058473
171,172,-0.98854329806876839,-0.15093756273148909
171,173,-0.20939765930500831,0.015894032766534043
172,173,-0.98871613096629829,-0.14980124287546348
172,174,-0.20940675893534783,0.015773690506445275
172,238,-0.063783439851758758,0.039839029686581248
173,174,-0.9888864663663901,-0.14867264925800727
173,175,-0.20941572668588884,0.015654182080872145
174,175,-0.98905426243986672,-0.14755224820222618
174,176,-0.2094245603715072,0.015535556417487596
175,176,-0.98921947975769542,-0.14644050282594082
175,177,-0.20943325793354114,0.015417862087293928
175,229,-0.10209996706066499,0.053074276813520907
176,177,-0.98938208125976979,-0.14533787284148059
176,178,-0.20944181743810836,0.015301147284503772
177,178,-0.98954203222053994,-0.14424481435685652
177,179,-0.20945023707425803,0.015185459806574691
178,179,-0.98969930021158892,-0.14316177967841551
178,180,-0.20945851515196401,0.015070847034406002
179,180,-0.98985385506125267,-0.14208921711508118
179,181,-0.20946665009996368,0.014957355912706617
180,181,-0.99000566881138818,-0.14102757078428282
180,182,-0.20947464046344871,0.014845032930542448
181,182,-0.99015471567140068,-0.13997728041967286
181,183,-0.20948248490161267,0.014733924102071912
182,183,-0.9903009719696394,-0.13893878118073227
182,184,-0.20949018218506218,0.014624074947477887
182,268,0.048659635931546028,-0.022110742339773053
183,184,-0.99044441610228318,-0.13791250346436079
183,185,-0.2094977311930975,0.014515530474104478
184,185,-0.99058502847983276,-0.136898872718547
184,186,-0.20950513091086889,0.014408335157806674
184,232,-0.086249937663669007,-0.055916210081080706
185,186,-0.99072279147133746,-0.13589830925821297
185,187,-0.20951238042641535,0.0143025329245211
186,187,-0.99085768934648211,-0.13491122808332323
186,188,-0.20951947892759262,0.014198167132065695
186,193,-0.029650031176263345,-0.010028308797205787
187,188,-0.99098970821566634,-0.13393803869934953
187,189,-0.2095264256988971,0.014095280552176207
187,244,-0.08277645617653244,-0.028549006547486239
187,269,-0.0095458321687414971,0.053761669431121747
188,189,-0.99111883596820982,-0.1329791449401776
188,190,-0.20953322011819278,0.013993915352787191
188,243,-0.08690321121748,0.022274469019489235
189,190,-0.99124506220881947,-0.13203494479354141
189,191,-0.20953986165334859,0.01389411308056508
190,191,-0.99136837819245904,-0.13110583022906921
190,192,-0.20954634985879309,0.013795914643700806
190,273,0.0039417747119541158,0.069060156283992757
191,192,-0.99148877675776059,-0.13019218702902091
191,193,-0.2095526843719942,0.013699360294969204
192,193,-0.9916062522591228,-0.12929439462179684
192,194,-0.20955886490987122,0.013604489615062462
192,303,0.082489505268882504,0.0061769310756110002
193,194,-0.99172080049763911,-0.12841282591829356
193,195,-0.20956489126514713,0.013511341496204532
194,195,-0.99183241865100313,-0.12754784715118175
194,196,-0.20957076330264823,0.013419954126053511
195,196,-0.99194110520253875,-0.12669981771717739
195,197,-0.20957648095555947,0.013330364971898588
196,197,-0.9920468598695017,-0.1258690900223767
196,198,-0.20958204422164251,0.013242610765158301
197,198,-0.99214968353080402,-0.12505600933072125
197,199,-0.20958745315942515,0.013156727486186355
197,219,0.082135482951471842,-0.074262554810409345
198,199,-0.9922495781543077,-0.12426091361565932
198,200,-0.20959270788436912,0.013072750349391456
199,200,-0.99234654672384004,-0.12348413341506537
199,201,-0.20959780856502452,0.012990713788677215
200,201,-0.99244059316607669,-0.12272599168947829
200,202,-0.20960275541917855,0.012910651443208025
201,202,-0.99253172227744457,-0.12198680368371689
201,203,-0.20960754871000628,0.012832596143506883
202,203,-0.99261993965118966,-0.12126687679192785
202,204,-0.20961218874223114,0.012756579897890662
203,204,-0.9927052516047592,-0.12056651042612018
203,205,-0.20961667585830315,0.012682633879248418
203,241,0.051452678284120354,0.065526689523843218
204,205,-0.99278766510764305,-0.11988599588823723
204,206,-0.20962101043460202,0.01261078841216802
205,206,-0.9928671877098193,-0.11922561624581576
205,207,-0.20962519287767276,0.012541072960416318
206,207,-0.99294382747094689,-0.11858564621127832
206,208,-0.20962922362050188,0.012473516114777788
207,208,-0.99301759289044633,-0.11796635202490452
207,209,-0.20963310311884031,0.012408145581256583
208,209,-0.99308849283860701,-0.11736799134152341
208,210,-0.20963683184758178,0.0123449881696466
208,245,-0.047261012111684056,-0.010732702225100324
209,210,-0.99315653648885738,-0.11679081312096787
209,211,-0.20964041029720223,0.012284069782474134
209,292,0.07012502831512217,-0.037488566485735925
210,211,-0.99322173325133234,-0.11623505752232918
210,212,-0.20964383897026853,0.012225415404317404
211,212,-0.99328409270786788,-0.11570095580204909
211,213,-0.20964711837802227,0.012169049091507239
211,244,0.017782684756506753,0.041698376442012589
212,213,-0.99334362454855085,-0.11518873021588334
212,214,-0.20965024903704632,0.012114993962212807
213,214,-0.99340033850994869,-0.11469859392477003
213,215,-0.20965323146601955,0.012063272186916395
214,215,-0.99345424431513885,-0.11423075090463326
214,216,-0.20965606618256677,0.012013904979280798
215,216,-0.99350535161565612,-0.11378539586015189
215,217,-0.20965875370020975,0.011966912587412937
