index,value
213,-0.06230033029438084
214,-0.32815895001412365
215,0.026272980826691855
216,-0.14937857355677794
217,0.15189285364740077
218,0.19860935402603355
219,0.050930059751867734
220,-0.30993163688774583
221,-0.3311073165219236
222,0.038955405363303802
223,-0.14542133027172296
224,0.12891067584494212
225,-0.13383497623943177
226,-0.31269666829012066
227,-0.045200509046815524
228,-0.35023365081620284
229,-0.38632568623420072
230,0.034044077065373907
231,-0.15953838077782886
232,0.1331684960879406
233,-0.27719750786953257
234,-0.38330024049695632
235,0.036793472149851375
236,-0.16717434237684706
237,-0.17837779077228882
238,0.11440725810829896
239,-0.044470026243036614
240,0.026878770789075163
241,0.030649445079412668
242,-0.38217744281856036
243,-0.011375059530214976
244,-0.16260921718725216
245,0.046829944328637935
246,0.22335861511173569
247,-0.36117601100085528
248,-0.10702825805442537
249,0.1347576826406072
250,-0.25228695367358833
251,0.0363749129476236
252,0.25703040904272756
253,0.028132742568396124
254,-0.23310635527959453
255,0.2331898809359956
256,0.039101934736754024
257,0.13332390975820316
258,-0.05270772442102159
259,0.072381079042070001
260,-0.24728537163755851
261,0.12052215722818602
262,-0.24780801761451818
263,-0.36270713365119367
264,0.29839863933911381
265,0.058186616193690838
266,-0.14051468633786784
267,-0.015851398993983357
268,0.26301826142530527
269,0.27758803970651957
270,-0.079548105181324047
271,0.17110225958057307
272,0.27279399866513687
273,-0.0063450878599929095
274,-0.079524307399874539
275,-0.28203198098149629
276,-0.1467898225778653
277,-0.25710903678534003
278,-0.010880343502701811
279,-0.28133483660666603
280,0.0700790063637039
281,0.32299503745802893
282,0.39750832896497068
283,0.3025168386990742
284,0.092786791635338706
285,-0.25546118100718263
286,0.29844192279050824
287,-0.014713367564455015
288,0.21575719864764303
289,0.20151776640626801
290,-0.12708232885041956
291,0.054276443378762848
292,-0.19995780408835062
293,-0.039526121730848685
294,0.2229393752270816
295,0.12267385925605676
296,-0.10617513969744116
297,0.16916593813749925
298,-0.11328989901073933
299,0.13969767534832503
300,-0.13425214061333002
301,0.093184570309408549
302,0.49925714825125611
303,0.24491309838772582
304,-0.13690696384502649
305,0.40583578538621756
306,-0.13944631914388356
307,0.5267127402713454
308,-0.042224009314509342
309,-0.050611236184554681
310,0.12526271772295353
