case_id,target,size,control,n_realizations,n_ratios,mean_r,se_r
case_verdant,0.16,28,2.8500000000000001,28,754,0.51888040315674522,0.011831580394124902
case_verdant,0.16,28,3.2999999999999998,23,743,0.44747201428917782,0.0096590938942076616
case_verdant,0.16,28,3.75,25,915,0.42310253125954644,0.0089658697078089863
case_verdant,0.16,28,4.2000000000000002,27,1026,0.38155238090192567,0.0080605487912939356
case_verdant,0.16,28,4.6500000000000004,29,1102,0.38012708694375158,0.009224022690447942
case_verdant,0.48999999999999999,6,1.05,28,709,0.52831024981658736,0.010080441155268455
case_verdant,0.48999999999999999,6,1.5,23,605,0.50623194456435816,0.012874339367741763
case_verdant,0.48999999999999999,6,1.95,25,681,0.51089019064657559,0.010498494941039261
case_verdant,0.48999999999999999,6,2.3999999999999999,27,773,0.48792487517461475,0.012998741580557893
case_verdant,0.48999999999999999,6,2.8500000000000001,29,887,0.48264841451977264,0.0088306102709672218
case_verdant,0.48999999999999999,6,3.2999999999999998,24,779,0.47093615055808608,0.012668896402736652
case_verdant,0.48999999999999999,6,3.75,26,882,0.4262475884245871,0.010608993046621192
case_verdant,0.48999999999999999,6,4.2000000000000002,28,985,0.42091353738142878,0.0072886250284068818
case_verdant,0.48999999999999999,6,4.6500000000000004,23,832,0.42492604283834295,0.009224495805082944
case_verdant,0.48999999999999999,10,1.05,24,581,0.50933778800466234,0.013848520569801034
case_verdant,0.48999999999999999,10,1.5,26,651,0.51454626340828102,0.011130235426038158
case_verdant,0.48999999999999999,10,1.95,28,725,0.52676943287756639,0.0098802554953519757
case_verdant,0.48999999999999999,10,2.3999999999999999,23,632,0.48445759776091935,0.014089772548939321
case_verdant,0.48999999999999999,10,2.8500000000000001,25,761,0.47762448858364054,0.010444835334370812
case_verdant,0.48999999999999999,10,3.2999999999999998,27,896,0.44771519198320142,0.010184766745623543
case_verdant,0.48999999999999999,10,3.75,29,1016,0.4347276694908459,0.0094042147316445134
case_verdant,0.48999999999999999,10,4.2000000000000002,24,880,0.40827400547402681,0.0098589793732424599
case_verdant,0.48999999999999999,10,4.6500000000000004,26,964,0.408162979629276,0.011362239129155911
case_verdant,0.48999999999999999,18,1.05,27,648,0.53180107927892228,0.011586401727762773
case_verdant,0.48999999999999999,18,1.5,29,696,0.53121901014257777,0.011346112722971402
case_verdant,0.48999999999999999,18,1.95,24,591,0.5089408402418959,0.013431518731191241
case_verdant,0.48999999999999999,18,2.3999999999999999,26,678,0.5259121366938958,0.011969580722341262
case_verdant,0.48999999999999999,18,2.8500000000000001,28,824,0.48643198079275596,0.0099935331660263409
case_verdant,0.48999999999999999,18,3.2999999999999998,23,781,0.42627367754226259,0.010241023961856633
case_verdant,0.48999999999999999,18,3.75,25,924,0.40875217204827835,0.0097300684158097978
case_verdant,0.48999999999999999,18,4.2000000000000002,27,1026,0.38503364417708308,0.0094680486642220729
case_verdant,0.48999999999999999,18,4.6500000000000004,29,1102,0.38487101464506185,0.011885346443801049
case_verdant,0.48999999999999999,28,1.05,23,552,0.52718038572047921,0.010374589036397612
case_verdant,0.48999999999999999,28,1.5,25,600,0.5400889835094379,0.010181115467025381
case_verdant,0.48999999999999999,28,1.95,27,648,0.54283077411797465,0.0073052815176003595
case_verdant,0.48999999999999999,28,2.3999999999999999,29,725,0.51478560978346266,0.010099763001453871
case_verdant,0.48999999999999999,28,2.8500000000000001,24,706,0.48763976060079556,0.014219257688046379
case_verdant,0.48999999999999999,28,3.2999999999999998,26,930,0.42277542895692466,0.012814593821799959
case_verdant,0.48999999999999999,28,3.75,28,1063,0.39092321623179949,0.009218534588529852
case_verdant,0.48999999999999999,28,4.2000000000000002,23,874,0.3797296771110954,0.011064751416808988
case_verdant,0.48999999999999999,28,4.6500000000000004,25,950,0.40299261354762628,0.007587980486500283
case_verdant,0.80000000000000004,6,1.05,24,622,0.51718917431831657,0.013094142677832443
case_verdant,0.80000000000000004,6,1.5,26,699,0.48813100757744593,0.009951262343915971
case_verdant,0.80000000000000004,6,1.95,28,798,0.49577332037966776,0.0094975959442864868
case_verdant,0.80000000000000004,6,2.3999999999999999,23,692,0.48160563301822451,0.012005236563961619
case_verdant,0.80000000000000004,6,2.8500000000000001,25,806,0.46007293613530192,0.0085172870487482295
case_verdant,0.80000000000000004,6,3.2999999999999998,27,919,0.44175657062765916,0.011376897618235468
case_verdant,0.80000000000000004,6,3.75,29,1028,0.43087210532357939,0.010238514058088668
case_verdant,0.80000000000000004,6,4.2000000000000002,24,875,0.39853147404993899,0.011452145162038229
case_verdant,0.80000000000000004,6,4.6500000000000004,26,963,0.39498619277159303,0.0086720432440011049
case_verdant,0.80000000000000004,10,1.05,27,667,0.53150629848167996,0.009809187230762571
case_verdant,0.80000000000000004,10,1.5,29,732,0.51157182156565306,0.013389303435886124
case_verdant,0.80000000000000004,10,1.95,24,649,0.51265207064495566,0.010784730201682306
case_verdant,0.80000000000000004,10,2.3999999999999999,26,774,0.48307293495680143,0.0090707534949350625
case_verdant,0.80000000000000004,10,2.8500000000000001,28,918,0.48611244011036575,0.010833788320155663
case_verdant,0.80000000000000004,10,3.2999999999999998,23,814,0.44146972196037759,0.012341194633072351
case_verdant,0.80000000000000004,10,3.75,25,923,0.41026683248780726,0.010193031018687898
case_verdant,0.80000000000000004,10,4.2000000000000002,27,1018,0.39641353579125266,0.0095918884224051992
case_verdant,0.80000000000000004,10,4.6500000000000004,29,1102,0.37012611058080125,0.0090423681023588474
case_verdant,0.80000000000000004,18,1.05,23,552,0.54659607659251352,0.012263242163536622
case_verdant,0.80000000000000004,18,1.5,25,600,0.53477490022239893,0.013986763142524733
case_verdant,0.80000000000000004,18,1.95,27,686,0.50089743883312066,0.013531947146541176
case_verdant,0.80000000000000004,18,2.3999999999999999,29,843,0.48901774800138981,0.010560964250359569
case_verdant,0.80000000000000004,18,2.8500000000000001,24,826,0.42029903768017823,0.010138789944529528
case_verdant,0.80000000000000004,18,3.2999999999999998,26,962,0.40756535502927121,0.011991430963752077
case_verdant,0.80000000000000004,18,3.75,28,1064,0.37758518895795773,0.011739943194601048
case_verdant,0.80000000000000004,18,4.2000000000000002,23,874,0.38090844617677783,0.012448861388867761
case_verdant,0.80000000000000004,18,4.6500000000000004,25,950,0.39151424828279263,0.0090859518308984526
case_verdant,0.80000000000000004,28,1.05,26,624,0.52331895965481423,0.0156466946576902
case_verdant,0.80000000000000004,28,1.5,28,672,0.52432169183377231,0.0090374701643806676
case_verdant,0.80000000000000004,28,1.95,23,561,0.51393749137360634,0.012033002152534342
case_verdant,0.80000000000000004,28,2.3999999999999999,25,707,0.49417821650914867,0.01259193797508305
case_verdant,0.80000000000000004,28,2.8500000000000001,27,971,0.40509748256778966,0.010880778611415606
case_verdant,0.80000000000000004,28,3.2999999999999998,29,1102,0.38365387856590588,0.0098459614538531776
case_verdant,0.80000000000000004,28,3.75,24,912,0.38997361894334553,0.012503350033348931
case_verdant,0.80000000000000004,28,4.2000000000000002,26,988,0.37657451594483332,0.008968061724676582
case_verdant,0.80000000000000004,28,4.6500000000000004,28,1064,0.38088686508830361,0.010975745011090391
