probe_id,index,value_real,value_imag
0,122,-1,0
0,123,1,0
0,124,1,0
0,125,-1,0
0,126,-1,0
0,127,1,0
0,128,-1,0
0,129,-1,0
0,130,1,0
0,131,-1,0
0,132,-1,0
0,133,-1,0
0,134,-1,0
0,135,-1,0
0,136,1,0
0,137,1,0
0,138,-1,0
0,139,1,0
0,140,-1,0
0,141,1,0
0,142,1,0
0,143,-1,0
0,144,1,0
0,145,-1,0
0,146,1,0
0,147,1,0
0,148,-1,0
0,149,1,0
0,150,1,0
0,151,1,0
0,152,1,0
0,153,-1,0
0,154,-1,0
0,155,-1,0
0,156,1,0
0,157,-1,0
0,158,-1,0
0,159,1,0
0,160,-1,0
0,161,-1,0
0,162,1,0
0,163,1,0
0,164,1,0
0,165,-1,0
0,166,-1,0
0,167,1,0
0,168,-1,0
0,169,-1,0
0,170,-1,0
0,171,-1,0
0,172,-1,0
0,173,1,0
0,174,1,0
0,175,-1,0
0,176,-1,0
0,177,1,0
0,178,-1,0
0,179,-1,0
0,180,-1,0
0,181,-1,0
0,182,1,0
0,183,1,0
0,184,1,0
0,185,1,0
0,186,1,0
0,187,-1,0
0,188,1,0
0,189,1,0
0,190,1,0
0,191,-1,0
0,192,-1,0
0,193,1,0
0,194,1,0
0,195,1,0
0,196,1,0
0,197,1,0
0,198,1,0
0,199,1,0
0,200,-1,0
0,201,-1,0
0,202,1,0
0,203,-1,0
0,204,-1,0
0,205,-1,0
0,206,-1,0
0,207,-1,0
0,208,1,0
0,209,-1,0
0,210,1,0
0,211,1,0
0,212,-1,0
0,213,1,0
0,214,1,0
0,215,-1,0
0,216,-1,0
0,217,1,0
0,218,-1,0
0,219,-1,0
0,220,1,0
0,221,-1,0
0,222,1,0
0,223,-1,0
0,224,1,0
0,225,-1,0
0,226,1,0
0,227,1,0
0,228,-1,0
0,229,-1,0
0,230,1,0
0,231,1,0
0,232,1,0
0,233,1,0
0,234,1,0
0,235,1,0
0,236,1,0
0,237,-1,0
0,238,1,0
0,239,-1,0
0,240,1,0
0,241,1,0
0,242,-1,0
0,243,-1,0
0,244,1,0
0,245,1,0
0,246,1,0
0,247,1,0
0,248,-1,0
0,249,-1,0
0,250,-1,0
0,251,-1,0
0,252,-1,0
0,253,-1,0
0,254,1,0
0,255,-1,0
0,256,-1,0
0,257,-1,0
0,258,-1,0
0,259,1,0
0,260,-1,0
0,261,1,0
0,262,-1,0
0,263,-1,0
0,264,1,0
0,265,-1,0
0,266,-1,0
0,267,-1,0
0,268,1,0
0,269,1,0
0,270,1,0
0,271,1,0
0,272,1,0
0,273,-1,0
0,274,1,0
0,275,-1,0
0,276,-1,0
0,277,-1,0
0,278,1,0
0,279,1,0
0,280,-1,0
0,281,-1,0
0,282,-1,0
0,283,-1,0
0,284,1,0
0,285,-1,0
0,286,-1,0
0,287,1,0
0,288,-1,0
0,289,1,0
0,290,-1,0
0,291,-1,0
0,292,-1,0
0,293,1,0
0,294,1,0
0,295,1,0
0,296,1,0
0,297,-1,0
0,298,1,0
0,299,-1,0
0,300,1,0
0,301,-1,0
0,302,1,0
0,303,1,0
0,304,-1,0
0,305,1,0
0,306,-1,0
0,307,-1,0
0,308,-1,0
0,309,1,0
0,310,1,0
0,311,1,0
0,312,1,0
0,313,-1,0
0,314,1,0
0,315,-1,0
0,316,-1,0
0,317,-1,0
0,318,-1,0
0,319,1,0
0,320,-1,0
0,321,1,0
0,322,1,0
0,323,1,0
0,324,-1,0
0,325,1,0
0,326,-1,0
0,327,-1,0
0,328,1,0
0,329,-1,0
0,330,-1,0
0,331,-1,0
0,332,-1,0
0,333,1,0
0,334,1,0
0,335,-1,0
0,336,-1,0
0,337,-1,0
0,338,-1,0
0,339,-1,0
0,340,1,0
0,341,1,0
0,342,-1,0
0,343,-1,0
0,344,1,0
0,345,-1,0
0,346,1,0
0,347,-1,0
0,348,-1,0
0,349,-1,0
0,350,1,0
0,351,-1,0
0,352,-1,0
0,353,1,0
0,354,-1,0
0,355,1,0
0,356,-1,0
0,357,-1,0
0,358,-1,0
0,359,1,0
0,360,1,0
0,361,1,0
0,362,-1,0
0,363,1,0
0,364,1,0
0,365,-1,0
0,366,-1,0
0,367,-1,0
0,368,-1,0
0,369,-1,0
0,370,-1,0
0,371,1,0
0,372,1,0
0,373,-1,0
0,374,-1,0
0,375,-1,0
0,376,-1,0
0,377,1,0
0,378,-1,0
0,379,1,0
0,380,-1,0
0,381,-1,0
0,382,1,0
0,383,1,0
0,384,1,0
0,385,1,0
0,386,1,0
0,387,1,0
0,388,1,0
0,389,1,0
0,390,1,0
0,391,1,0
0,392,-1,0
0,393,-1,0
0,394,-1,0
0,395,1,0
0,396,1,0
0,397,1,0
0,398,-1,0
0,399,-1,0
0,400,1,0
0,401,-1,0
0,402,-1,0
0,403,-1,0
0,404,-1,0
0,405,-1,0
0,406,-1,0
0,407,1,0
0,408,1,0
0,409,-1,0
0,410,1,0
0,411,1,0
0,412,1,0
0,413,1,0
0,414,1,0
0,415,1,0
0,416,1,0
0,417,1,0
0,418,-1,0
0,419,1,0
0,420,1,0
0,421,1,0
0,422,1,0
0,423,-1,0
0,424,1,0
0,425,-1,0
0,426,-1,0
0,427,-1,0
0,428,-1,0
0,429,1,0
0,430,-1,0
0,431,1,0
0,432,1,0
0,433,1,0
0,434,-1,0
0,435,1,0
0,436,-1,0
0,437,1,0
0,438,1,0
0,439,1,0
0,440,-1,0
0,441,1,0
0,442,1,0
0,443,1,0
0,444,-1,0
0,445,1,0
0,446,-1,0
0,447,1,0
0,448,-1,0
0,449,-1,0
0,450,-1,0
0,451,1,0
0,452,1,0
0,453,1,0
0,454,1,0
0,455,1,0
0,456,1,0
0,457,-1,0
0,458,-1,0
0,459,1,0
0,460,-1,0
0,461,1,0
0,462,1,0
0,463,1,0
0,464,-1,0
0,465,1,0
0,466,-1,0
0,467,1,0
0,468,-1,0
0,469,1,0
0,470,1,0
0,471,-1,0
0,472,1,0
0,473,-1,0
0,474,1,0
0,475,1,0
0,476,-1,0
0,477,-1,0
0,478,-1,0
0,479,1,0
0,480,-1,0
0,481,-1,0
0,482,-1,0
0,483,1,0
0,484,1,0
0,485,1,0
0,486,1,0
0,487,-1,0
0,488,-1,0
0,489,-1,0
0,490,1,0
0,491,-1,0
0,492,-1,0
0,493,1,0
0,494,-1,0
0,495,1,0
0,496,1,0
0,497,1,0
0,498,-1,0
0,499,-1,0
0,500,1,0
0,501,1,0
0,502,-1,0
0,503,1,0
0,504,-1,0
0,505,-1,0
0,506,-1,0
0,507,1,0
0,508,1,0
0,509,1,0
0,510,1,0
0,511,1,0
0,512,-1,0
0,513,1,0
0,514,-1,0
0,515,-1,0
0,516,1,0
0,517,-1,0
0,518,1,0
0,519,1,0
0,520,-1,0
0,521,-1,0
0,522,-1,0
0,523,-1,0
0,524,-1,0
0,525,1,0
0,526,-1,0
0,527,1,0
0,528,-1,0
1,0,-1,0
1,1,1,0
1,2,-1,0
1,3,-1,0
1,4,-1,0
1,5,-1,0
1,6,1,0
1,7,1,0
1,8,1,0
1,9,1,0
1,10,1,0
1,11,1,0
1,12,-1,0
1,13,-1,0
1,14,1,0
1,15,1,0
1,16,-1,0
1,17,1,0
1,18,1,0
1,19,1,0
1,20,-1,0
1,21,1,0
1,22,1,0
1,23,1,0
1,24,1,0
1,25,-1,0
1,26,1,0
1,27,1,0
1,28,-1,0
1,29,-1,0
1,30,-1,0
1,31,-1,0
1,32,-1,0
1,33,-1,0
1,34,-1,0
1,35,-1,0
1,36,1,0
1,37,-1,0
1,38,-1,0
1,39,-1,0
1,40,1,0
1,41,-1,0
1,42,1,0
1,43,1,0
1,44,-1,0
1,45,1,0
1,46,1,0
1,47,1,0
1,48,1,0
1,49,-1,0
1,50,1,0
1,51,1,0
1,52,-1,0
1,53,-1,0
1,54,1,0
1,55,1,0
1,56,-1,0
1,57,1,0
1,58,-1,0
1,59,-1,0
1,60,-1,0
1,61,1,0
1,62,1,0
1,63,1,0
1,64,-1,0
1,65,-1,0
1,66,-1,0
1,67,-1,0
1,68,-1,0
1,69,1,0
1,70,1,0
1,71,-1,0
1,72,1,0
1,73,1,0
1,74,1,0
1,75,-1,0
1,76,-1,0
1,77,-1,0
1,78,1,0
1,79,-1,0
1,80,1,0
1,81,-1,0
1,82,1,0
1,83,-1,0
1,84,-1,0
1,85,-1,0
1,86,-1,0
1,87,-1,0
1,88,-1,0
1,89,1,0
1,90,-1,0
1,91,1,0
1,92,1,0
1,93,-1,0
1,94,-1,0
1,95,-1,0
1,96,1,0
1,97,1,0
1,98,-1,0
1,99,1,0
1,100,-1,0
1,101,-1,0
1,102,1,0
1,103,-1,0
1,104,1,0
1,105,-1,0
1,106,-1,0
1,107,1,0
1,108,-1,0
1,109,-1,0
1,110,1,0
1,111,-1,0
1,112,1,0
1,113,1,0
1,114,-1,0
1,115,-1,0
1,116,-1,0
1,117,1,0
1,118,1,0
1,119,-1,0
1,120,-1,0
1,121,-1,0
1,122,1,0
1,123,-1,0
1,124,1,0
1,125,1,0
1,126,-1,0
1,127,-1,0
1,128,1,0
1,129,1,0
1,130,-1,0
1,131,-1,0
1,132,-1,0
1,133,1,0
1,134,1,0
1,135,1,0
1,136,1,0
1,137,-1,0
1,138,1,0
1,139,-1,0
1,140,-1,0
1,141,-1,0
1,142,-1,0
1,143,1,0
1,144,-1,0
1,145,-1,0
1,146,-1,0
1,147,-1,0
1,148,-1,0
1,149,-1,0
1,150,-1,0
1,151,1,0
1,152,1,0
1,153,1,0
1,154,1,0
1,155,1,0
1,156,1,0
1,157,1,0
1,158,1,0
1,159,1,0
1,160,1,0
1,161,1,0
1,162,1,0
1,163,1,0
1,164,-1,0
1,165,-1,0
1,166,1,0
1,167,1,0
1,168,-1,0
1,169,-1,0
1,170,-1,0
1,171,-1,0
1,172,1,0
1,173,-1,0
1,174,-1,0
1,175,-1,0
1,176,-1,0
1,177,-1,0
1,178,-1,0
1,179,1,0
1,180,-1,0
1,181,1,0
1,182,-1,0
1,183,1,0
1,184,-1,0
1,185,-1,0
1,186,1,0
1,187,-1,0
1,188,1,0
1,189,1,0
1,190,-1,0
1,191,-1,0
1,192,-1,0
1,193,-1,0
1,194,-1,0
1,195,1,0
1,196,-1,0
1,197,1,0
1,198,-1,0
1,199,-1,0
1,200,-1,0
1,201,-1,0
1,202,1,0
1,203,1,0
1,204,1,0
1,205,-1,0
1,206,1,0
1,207,-1,0
1,208,1,0
1,209,-1,0
1,210,1,0
1,211,-1,0
1,212,-1,0
1,213,-1,0
1,214,-1,0
1,215,-1,0
1,216,-1,0
1,217,1,0
1,218,1,0
1,219,-1,0
1,220,-1,0
1,221,1,0
1,222,1,0
1,223,-1,0
1,224,1,0
1,225,-1,0
1,226,-1,0
1,227,-1,0
1,228,-1,0
1,229,-1,0
1,230,-1,0
1,231,-1,0
1,232,1,0
1,233,1,0
1,234,-1,0
1,235,1,0
1,236,1,0
1,237,-1,0
1,238,1,0
1,239,-1,0
1,240,-1,0
1,241,1,0
1,242,1,0
1,243,-1,0
1,244,1,0
1,245,-1,0
1,246,1,0
1,247,1,0
1,248,-1,0
1,249,-1,0
1,250,-1,0
1,251,-1,0
1,252,-1,0
1,253,-1,0
1,254,-1,0
1,255,-1,0
1,256,-1,0
1,257,1,0
1,258,-1,0
1,259,1,0
1,260,-1,0
1,261,-1,0
1,262,-1,0
1,263,-1,0
1,264,-1,0
1,265,1,0
1,266,-1,0
1,267,-1,0
1,268,1,0
1,269,-1,0
1,270,1,0
1,271,1,0
1,272,-1,0
1,273,-1,0
1,274,1,0
1,275,1,0
1,276,-1,0
1,277,1,0
1,278,1,0
1,279,-1,0
1,280,-1,0
1,281,-1,0
1,282,1,0
1,283,-1,0
1,284,-1,0
1,285,1,0
1,286,1,0
1,287,1,0
1,288,-1,0
1,289,1,0
1,290,-1,0
1,291,-1,0
1,292,-1,0
1,293,-1,0
1,294,-1,0
1,295,1,0
1,296,-1,0
1,297,-1,0
1,298,1,0
1,299,-1,0
1,300,1,0
1,301,-1,0
1,302,-1,0
1,303,-1,0
1,304,1,0
1,305,1,0
1,306,1,0
1,307,1,0
1,308,1,0
1,309,1,0
1,310,1,0
1,311,-1,0
1,312,1,0
1,313,1,0
1,314,-1,0
1,315,-1,0
1,316,-1,0
1,317,1,0
1,318,-1,0
1,319,-1,0
1,320,1,0
1,321,1,0
1,322,1,0
1,323,-1,0
1,324,-1,0
1,325,-1,0
1,326,-1,0
1,327,1,0
1,328,1,0
1,329,1,0
1,330,-1,0
1,331,1,0
1,332,-1,0
1,333,1,0
1,334,1,0
1,335,-1,0
1,336,-1,0
1,337,1,0
1,338,-1,0
1,339,-1,0
1,340,1,0
1,341,1,0
1,342,-1,0
1,343,-1,0
1,344,-1,0
1,345,1,0
1,346,-1,0
1,347,1,0
1,348,-1,0
1,349,1,0
1,350,1,0
1,351,1,0
1,352,-1,0
1,353,1,0
1,354,-1,0
1,355,1,0
1,356,-1,0
1,357,1,0
1,358,1,0
1,359,1,0
1,360,-1,0
1,361,1,0
1,362,-1,0
1,363,1,0
1,364,1,0
1,365,-1,0
1,366,1,0
1,367,1,0
1,368,1,0
1,369,1,0
1,370,1,0
1,371,-1,0
1,372,1,0
1,373,1,0
1,374,1,0
1,375,1,0
1,376,1,0
1,377,1,0
1,378,-1,0
1,379,1,0
1,380,1,0
1,381,1,0
1,382,-1,0
1,383,-1,0
1,384,1,0
1,385,1,0
1,386,-1,0
1,387,-1,0
1,388,1,0
1,389,1,0
1,390,-1,0
1,391,-1,0
1,392,1,0
1,393,-1,0
1,394,-1,0
1,395,-1,0
1,396,1,0
1,397,1,0
1,398,1,0
1,399,1,0
1,400,1,0
1,401,1,0
1,402,-1,0
1,403,1,0
1,404,1,0
1,405,-1,0
1,406,1,0
1,407,1,0
1,408,1,0
1,409,-1,0
1,410,1,0
1,411,1,0
1,412,1,0
1,413,1,0
1,414,1,0
1,415,-1,0
1,416,-1,0
1,417,-1,0
1,418,1,0
1,419,-1,0
1,420,-1,0
1,421,-1,0
1,422,1,0
1,423,-1,0
1,424,1,0
1,425,-1,0
1,426,1,0
1,427,-1,0
1,428,1,0
1,429,-1,0
1,430,1,0
1,431,-1,0
1,432,1,0
1,433,-1,0
1,434,-1,0
1,435,1,0
1,436,1,0
1,437,-1,0
1,438,1,0
1,439,1,0
1,440,-1,0
1,441,1,0
1,442,-1,0
1,443,1,0
1,444,1,0
1,445,1,0
1,446,-1,0
1,447,-1,0
1,448,1,0
1,449,-1,0
1,450,1,0
1,451,1,0
1,452,1,0
1,453,1,0
1,454,1,0
1,455,1,0
1,456,-1,0
1,457,1,0
1,458,1,0
1,459,1,0
1,460,1,0
1,461,1,0
1,462,-1,0
1,463,1,0
1,464,1,0
1,465,1,0
1,466,1,0
1,467,-1,0
1,468,1,0
1,469,1,0
1,470,-1,0
1,471,1,0
1,472,1,0
1,473,1,0
1,474,1,0
1,475,-1,0
1,476,-1,0
1,477,1,0
1,478,-1,0
1,479,1,0
1,480,-1,0
1,481,1,0
1,482,1,0
1,483,-1,0
1,484,-1,0
1,485,1,0
1,486,1,0
1,487,-1,0
1,488,1,0
1,489,-1,0
1,490,-1,0
1,491,1,0
1,492,1,0
1,493,-1,0
1,494,-1,0
1,495,1,0
1,496,1,0
1,497,1,0
1,498,-1,0
1,499,-1,0
1,500,-1,0
1,501,1,0
1,502,1,0
1,503,1,0
1,504,-1,0
1,505,-1,0
1,506,-1,0
1,507,-1,0
1,508,1,0
1,509,-1,0
1,510,1,0
1,511,1,0
1,512,1,0
1,513,1,0
1,514,-1,0
1,515,1,0
1,516,-1,0
1,517,1,0
1,518,1,0
1,519,-1,0
1,520,-1,0
1,521,1,0
1,522,1,0
1,523,1,0
1,524,1,0
1,525,-1,0
1,526,-1,0
1,527,1,0
1,528,-1,0
2,0,1,0
2,1,0,1
2,2,1,0
2,3,0,-1
2,4,0,-1
2,5,0,-1
2,6,0,-1
2,7,0,1
2,8,1,0
2,9,-1,0
2,10,-1,0
2,11,0,-1
2,12,0,1
2,13,0,1
2,14,1,0
2,15,1,0
2,16,-1,0
2,17,0,-1
2,18,1,0
2,19,0,1
2,20,0,-1
2,21,-1,0
2,22,0,-1
2,23,-1,0
2,24,0,1
2,25,0,-1
2,26,0,-1
2,27,1,0
2,28,0,1
2,29,0,1
2,30,1,0
2,31,0,-1
2,32,0,-1
2,33,0,-1
2,34,1,0
2,35,1,0
2,36,0,-1
2,37,0,1
2,38,1,0
2,39,0,-1
2,40,0,1
2,41,-1,0
2,42,-1,0
2,43,0,1
2,44,1,0
2,45,0,1
2,46,1,0
2,47,1,0
2,48,1,0
2,49,-1,0
2,50,0,-1
2,51,0,-1
2,52,-1,0
2,53,0,-1
2,54,0,1
2,55,0,-1
2,56,0,1
2,57,-1,0
2,58,1,0
2,59,0,-1
2,60,0,-1
2,61,-1,0
2,62,0,-1
2,63,0,-1
2,64,1,0
2,65,0,1
2,66,0,1
2,67,0,-1
2,68,0,1
2,69,0,-1
2,70,0,-1
2,71,1,0
2,72,-1,0
2,73,-1,0
2,74,0,-1
2,75,1,0
2,76,1,0
2,77,-1,0
2,78,0,-1
2,79,0,-1
2,80,0,1
2,81,0,1
2,82,0,-1
2,83,0,-1
2,84,0,-1
2,85,0,-1
2,86,-1,0
2,87,0,-1
2,88,0,-1
2,89,0,1
2,90,0,-1
2,91,0,-1
2,92,-1,0
2,93,1,0
2,94,0,-1
2,95,0,1
2,96,0,-1
2,97,1,0
2,98,0,1
2,99,-1,0
2,100,0,1
2,101,0,1
2,102,-1,0
2,103,-1,0
2,104,0,1
2,105,0,-1
2,106,-1,0
2,107,1,0
2,108,0,-1
2,109,-1,0
2,110,0,-1
2,111,0,-1
2,112,-1,0
2,113,1,0
2,114,0,-1
2,115,1,0
2,116,0,1
2,117,0,-1
2,118,0,1
2,119,0,-1
2,120,-1,0
2,121,1,0
2,122,-1,0
2,123,0,1
2,124,0,1
2,125,-1,0
2,126,1,0
2,127,0,-1
2,128,-1,0
2,129,1,0
2,130,1,0
2,131,0,-1
2,132,0,-1
2,133,1,0
2,134,-1,0
2,135,0,-1
2,136,0,-1
2,137,1,0
2,138,0,-1
2,139,0,1
2,140,0,1
2,141,1,0
2,142,-1,0
2,143,-1,0
2,144,0,-1
2,145,-1,0
2,146,0,-1
2,147,0,1
2,148,0,1
2,149,-1,0
2,150,1,0
2,151,0,1
2,152,1,0
2,153,-1,0
2,154,-1,0
2,155,0,-1
2,156,1,0
2,157,0,-1
2,158,1,0
2,159,0,-1
2,160,0,-1
2,161,0,1
2,162,0,-1
2,163,0,-1
2,164,1,0
2,165,-1,0
2,166,0,-1
2,167,1,0
2,168,0,-1
2,169,-1,0
2,170,0,1
2,171,0,1
2,172,-1,0
2,173,1,0
2,174,0,1
2,175,0,1
2,176,0,1
2,177,-1,0
2,178,-1,0
2,179,0,-1
2,180,0,-1
2,181,1,0
2,182,0,-1
2,183,0,-1
2,184,0,1
2,185,0,1
2,186,0,1
2,187,1,0
2,188,-1,0
2,189,0,-1
2,190,0,-1
2,191,0,-1
2,192,1,0
2,193,0,1
2,194,0,-1
2,195,0,1
2,196,-1,0
2,197,1,0
2,198,0,1
2,199,0,-1
2,200,-1,0
2,201,0,1
2,202,1,0
2,203,0,1
2,204,0,-1
2,205,0,1
2,206,1,0
2,207,1,0
2,208,0,1
2,209,0,1
2,210,0,-1
2,211,0,-1
2,212,-1,0
2,213,0,-1
2,214,-1,0
2,215,1,0
2,216,1,0
2,217,0,1
2,218,0,-1
2,219,1,0
2,220,0,-1
2,221,0,1
2,222,-1,0
2,223,1,0
2,224,1,0
2,225,-1,0
2,226,-1,0
2,227,0,1
2,228,-1,0
2,229,0,-1
2,230,0,1
2,231,-1,0
2,232,-1,0
2,233,0,-1
2,234,0,1
2,235,0,-1
2,236,0,1
2,237,0,1
2,238,-1,0
2,239,-1,0
2,240,0,1
2,241,-1,0
2,242,0,1
2,243,-1,0
2,244,-1,0
2,245,0,-1
2,246,1,0
2,247,0,1
2,248,1,0
2,249,0,-1
2,250,1,0
2,251,-1,0
2,252,0,1
2,253,0,1
2,254,1,0
2,255,1,0
2,256,1,0
2,257,-1,0
2,258,-1,0
2,259,0,-1
2,260,-1,0
2,261,1,0
2,262,0,-1
2,263,0,1
2,264,1,0
2,265,0,-1
2,266,0,1
2,267,-1,0
2,268,-1,0
2,269,0,-1
2,270,0,-1
2,271,1,0
2,272,0,-1
2,273,-1,0
2,274,1,0
2,275,-1,0
2,276,0,-1
2,277,1,0
2,278,0,1
2,279,-1,0
2,280,0,1
2,281,-1,0
2,282,0,-1
2,283,1,0
2,284,1,0
2,285,0,1
2,286,0,1
2,287,1,0
2,288,1,0
2,289,0,-1
2,290,0,-1
2,291,1,0
2,292,0,-1
2,293,0,-1
2,294,-1,0
2,295,1,0
2,296,-1,0
2,297,1,0
2,298,0,1
2,299,1,0
2,300,0,-1
2,301,-1,0
2,302,0,1
2,303,0,1
2,304,1,0
2,305,1,0
2,306,-1,0
2,307,0,-1
2,308,-1,0
2,309,0,1
2,310,0,-1
2,311,-1,0
2,312,0,1
2,313,0,-1
2,314,-1,0
2,315,0,-1
2,316,0,-1
2,317,0,1
2,318,0,-1
2,319,0,1
2,320,-1,0
2,321,1,0
2,322,1,0
2,323,0,1
2,324,0,-1
2,325,0,1
2,326,-1,0
2,327,1,0
2,328,0,1
2,329,0,1
2,330,-1,0
2,331,0,1
2,332,1,0
2,333,0,-1
2,334,0,1
2,335,1,0
2,336,-1,0
2,337,-1,0
2,338,0,-1
2,339,1,0
2,340,1,0
2,341,-1,0
2,342,0,1
2,343,1,0
2,344,0,-1
2,345,-1,0
2,346,0,1
2,347,0,-1
2,348,-1,0
2,349,0,1
2,350,0,1
2,351,1,0
2,352,0,-1
2,353,1,0
2,354,1,0
2,355,0,-1
2,356,0,-1
2,357,0,-1
2,358,0,-1
2,359,1,0
2,360,-1,0
2,361,0,1
2,362,0,-1
2,363,0,-1
2,364,0,-1
2,365,1,0
2,366,-1,0
2,367,0,1
2,368,0,-1
2,369,0,-1
2,370,1,0
2,371,0,-1
2,372,1,0
2,373,1,0
2,374,1,0
2,375,1,0
2,376,-1,0
2,377,-1,0
2,378,-1,0
2,379,1,0
2,380,-1,0
2,381,0,1
2,382,0,-1
2,383,-1,0
2,384,1,0
2,385,0,-1
2,386,0,1
2,387,0,-1
2,388,-1,0
2,389,1,0
2,390,0,-1
2,391,0,1
2,392,-1,0
2,393,1,0
2,394,0,1
2,395,1,0
2,396,-1,0
2,397,0,1
2,398,0,1
2,399,0,-1
2,400,-1,0
2,401,0,1
2,402,-1,0
2,403,1,0
2,404,0,1
2,405,-1,0
2,406,0,1
2,407,-1,0
2,408,-1,0
2,409,-1,0
2,410,1,0
2,411,1,0
2,412,-1,0
2,413,0,1
2,414,-1,0
2,415,-1,0
2,416,0,1
2,417,0,-1
2,418,0,-1
2,419,1,0
2,420,0,-1
2,421,0,1
2,422,1,0
2,423,-1,0
2,424,1,0
2,425,-1,0
2,426,-1,0
2,427,-1,0
2,428,0,1
2,429,0,1
2,430,-1,0
2,431,-1,0
2,432,-1,0
2,433,0,-1
2,434,0,1
2,435,-1,0
2,436,0,-1
2,437,0,1
2,438,1,0
2,439,1,0
2,440,-1,0
2,441,1,0
2,442,0,1
2,443,-1,0
2,444,-1,0
2,445,1,0
2,446,1,0
2,447,-1,0
2,448,0,-1
2,449,0,-1
2,450,1,0
2,451,0,-1
2,452,1,0
2,453,0,-1
2,454,1,0
2,455,0,-1
2,456,1,0
2,457,1,0
2,458,0,1
2,459,1,0
2,460,-1,0
2,461,0,-1
2,462,-1,0
2,463,1,0
2,464,1,0
2,465,0,-1
2,466,0,-1
2,467,0,-1
2,468,1,0
2,469,0,1
2,470,0,-1
2,471,1,0
2,472,0,1
2,473,-1,0
2,474,-1,0
2,475,1,0
2,476,0,1
2,477,-1,0
2,478,0,-1
2,479,1,0
2,480,0,-1
2,481,0,-1
2,482,1,0
2,483,-1,0
2,484,0,-1
2,485,1,0
2,486,0,-1
2,487,0,-1
2,488,0,1
2,489,-1,0
2,490,1,0
2,491,0,1
2,492,0,-1
2,493,-1,0
2,494,0,1
2,495,0,1
2,496,-1,0
2,497,-1,0
2,498,1,0
2,499,0,1
2,500,-1,0
2,501,-1,0
2,502,-1,0
2,503,0,-1
2,504,0,1
2,505,0,-1
2,506,1,0
2,507,1,0
2,508,0,-1
2,509,-1,0
2,510,1,0
2,511,-1,0
2,512,0,1
2,513,1,0
2,514,1,0
2,515,0,1
2,516,0,1
2,517,0,1
2,518,-1,0
2,519,0,1
2,520,0,-1
2,521,-1,0
2,522,1,0
2,523,0,-1
2,524,1,0
2,525,0,1
2,526,1,0
2,527,1,0
2,528,-1,0
3,0,1,0
3,1,0,-1
3,2,0,1
3,3,0,-1
3,4,-1,0
3,5,1,0
3,6,-1,0
3,7,0,-1
3,8,0,-1
3,9,0,1
3,10,-1,0
3,11,1,0
3,12,0,-1
3,13,0,1
3,14,1,0
3,15,1,0
3,16,-1,0
3,17,1,0
3,18,0,1
3,19,0,1
3,20,0,-1
3,21,1,0
3,22,-1,0
3,23,0,1
3,24,1,0
3,25,0,1
3,26,-1,0
3,27,0,1
3,28,-1,0
3,29,-1,0
3,30,0,-1
3,31,-1,0
3,32,0,-1
3,33,0,1
3,34,-1,0
3,35,-1,0
3,36,0,1
3,37,-1,0
3,38,0,1
3,39,1,0
3,40,0,-1
3,41,0,-1
3,42,-1,0
3,43,1,0
3,44,1,0
3,45,0,-1
3,46,-1,0
3,47,1,0
3,48,1,0
3,49,0,-1
3,50,0,1
3,51,0,1
3,52,0,1
3,53,0,-1
3,54,1,0
