i,j,value_real,value_imag
103,104,-0.81659026501414078,-0.14859454594343405
103,126,-1.0700000000000001,0
103,127,0,0.16
104,105,-0.81659026501414078,-0.14859454594343405
104,127,-1.0700000000000001,0
105,106,-0.81659026501414078,-0.14859454594343405
105,128,-1.0700000000000001,0
106,107,-0.81659026501414078,-0.14859454594343405
106,129,-1.0700000000000001,0
106,130,0,-0.16
107,108,-0.81659026501414078,-0.14859454594343405
107,130,-1.0700000000000001,0
108,109,-0.81659026501414078,-0.14859454594343405
108,131,-1.0700000000000001,0
109,110,-0.81659026501414078,-0.14859454594343405
109,132,-1.0700000000000001,0
109,133,0,0.16
110,111,-0.81659026501414078,-0.14859454594343405
110,133,-1.0700000000000001,0
111,112,-0.81659026501414078,-0.14859454594343405
111,134,-1.0700000000000001,0
112,113,-0.81659026501414078,-0.14859454594343405
112,135,-1.0700000000000001,0
112,136,0,-0.16
113,114,-0.81659026501414078,-0.14859454594343405
113,136,-1.0700000000000001,0
114,137,-1.0700000000000001,0
115,116,-0.8090791088672229,-0.18517828056934868
115,138,-1.0700000000000001,0
116,117,-0.8090791088672229,-0.18517828056934868
116,139,-1.0700000000000001,0
116,140,0,0.16
117,118,-0.8090791088672229,-0.18517828056934868
117,140,-1.0700000000000001,0
118,119,-0.8090791088672229,-0.18517828056934868
118,141,-1.0700000000000001,0
119,120,-0.8090791088672229,-0.18517828056934868
119,142,-1.0700000000000001,0
119,143,0,-0.16
120,121,-0.8090791088672229,-0.18517828056934868
120,143,-1.0700000000000001,0
121,122,-0.8090791088672229,-0.18517828056934868
121,144,-1.0700000000000001,0
122,123,-0.8090791088672229,-0.18517828056934868
122,145,-1.0700000000000001,0
122,146,0,0.16
123,124,-0.8090791088672229,-0.18517828056934868
123,146,-1.0700000000000001,0
124,125,-0.8090791088672229,-0.18517828056934868
124,147,-1.0700000000000001,0
125,126,-0.8090791088672229,-0.18517828056934868
125,148,-1.0700000000000001,0
125,149,0,-0.16
126,127,-0.8090791088672229,-0.18517828056934868
126,149,-1.0700000000000001,0
127,128,-0.8090791088672229,-0.18517828056934868
127,150,-1.0700000000000001,0
128,129,-0.8090791088672229,-0.18517828056934868
128,151,-1.0700000000000001,0
128,152,0,0.16
129,130,-0.8090791088672229,-0.18517828056934868
129,152,-1.0700000000000001,0
130,131,-0.8090791088672229,-0.18517828056934868
130,153,-1.0700000000000001,0
131,132,-0.8090791088672229,-0.18517828056934868
131,154,-1.0700000000000001,0
131,155,0,-0.16
132,133,-0.8090791088672229,-0.18517828056934868
132,155,-1.0700000000000001,0
133,134,-0.8090791088672229,-0.18517828056934868
133,156,-1.0700000000000001,0
134,135,-0.8090791088672229,-0.18517828056934868
134,157,-1.0700000000000001,0
134,158,0,0.16
135,136,-0.8090791088672229,-0.18517828056934868
135,158,-1.0700000000000001,0
136,137,-0.8090791088672229,-0.18517828056934868
136,159,-1.0700000000000001,0
137,160,-1.0700000000000001,0
138,139,-0.79992984398368905,-0.22138709245172983
138,161,-1.0700000000000001,0
138,162,0,-0.16
139,140,-0.79992984398368905,-0.22138709245172983
139,162,-1.0700000000000001,0
140,141,-0.79992984398368905,-0.22138709245172983
140,163,-1.0700000000000001,0
141,142,-0.79992984398368905,-0.22138709245172983
141,164,-1.0700000000000001,0
141,165,0,0.16
142,143,-0.79992984398368905,-0.22138709245172983
142,165,-1.0700000000000001,0
143,144,-0.79992984398368905,-0.22138709245172983
143,166,-1.0700000000000001,0
144,145,-0.79992984398368905,-0.22138709245172983
144,167,-1.0700000000000001,0
144,168,0,-0.16
145,146,-0.79992984398368905,-0.22138709245172983
145,168,-1.0700000000000001,0
146,147,-0.79992984398368905,-0.22138709245172983
146,169,-1.0700000000000001,0
147,148,-0.79992984398368905,-0.22138709245172983
147,170,-1.0700000000000001,0
147,171,0,0.16
148,149,-0.79992984398368905,-0.22138709245172983
148,171,-1.0700000000000001,0
149,150,-0.79992984398368905,-0.22138709245172983
149,172,-1.0700000000000001,0
150,151,-0.79992984398368905,-0.22138709245172983
150,173,-1.0700000000000001,0
150,174,0,-0.16
151,152,-0.79992984398368905,-0.22138709245172983
151,174,-1.0700000000000001,0
152,153,-0.79992984398368905,-0.22138709245172983
152,175,-1.0700000000000001,0
153,154,-0.79992984398368905,-0.22138709245172983
153,176,-1.0700000000000001,0
153,177,0,0.16
154,155,-0.79992984398368905,-0.22138709245172983
154,177,-1.0700000000000001,0
155,156,-0.79992984398368905,-0.22138709245172983
155,178,-1.0700000000000001,0
156,157,-0.79992984398368905,-0.22138709245172983
156,179,-1.0700000000000001,0
156,180,0,-0.16
157,158,-0.79992984398368905,-0.22138709245172983
157,180,-1.0700000000000001,0
158,159,-0.79992984398368905,-0.22138709245172983
158,181,-1.0700000000000001,0
159,160,-0.79992984398368905,-0.22138709245172983
159,182,-1.0700000000000001,0
159,183,0,0.16
160,183,-1.0700000000000001,0
161,162,-0.78916099449866417,-0.25714767111891035
161,184,-1.0700000000000001,0
162,163,-0.78916099449866417,-0.25714767111891035
162,185,-1.0700000000000001,0
163,164,-0.78916099449866417,-0.25714767111891035
163,186,-1.0700000000000001,0
163,187,0,-0.16
164,165,-0.78916099449866417,-0.25714767111891035
164,187,-1.0700000000000001,0
165,166,-0.78916099449866417,-0.25714767111891035
165,188,-1.0700000000000001,0
166,167,-0.78916099449866417,-0.25714767111891035
166,189,-1.0700000000000001,0
166,190,0,0.16
167,168,-0.78916099449866417,-0.25714767111891035
167,190,-1.0700000000000001,0
168,169,-0.78916099449866417,-0.25714767111891035
168,191,-1.0700000000000001,0
169,170,-0.78916099449866417,-0.25714767111891035
169,192,-1.0700000000000001,0
169,193,0,-0.16
170,171,-0.78916099449866417,-0.25714767111891035
170,193,-1.0700000000000001,0
171,172,-0.78916099449866417,-0.25714767111891035
171,194,-1.0700000000000001,0
172,173,-0.78916099449866417,-0.25714767111891035
172,195,-1.0700000000000001,0
172,196,0,0.16
173,174,-0.78916099449866417,-0.25714767111891035
173,196,-1.0700000000000001,0
174,175,-0.78916099449866417,-0.25714767111891035
174,197,-1.0700000000000001,0
175,176,-0.78916099449866417,-0.25714767111891035
175,198,-1.0700000000000001,0
175,199,0,-0.16
176,177,-0.78916099449866417,-0.25714767111891035
176,199,-1.0700000000000001,0
177,178,-0.78916099449866417,-0.25714767111891035
177,200,-1.0700000000000001,0
178,179,-0.78916099449866417,-0.25714767111891035
178,201,-1.0700000000000001,0
178,202,0,0.16
179,180,-0.78916099449866417,-0.25714767111891035
179,202,-1.0700000000000001,0
180,181,-0.78916099449866417,-0.25714767111891035
180,203,-1.0700000000000001,0
181,182,-0.78916099449866417,-0.25714767111891035
181,204,-1.0700000000000001,0
181,205,0,-0.16
182,183,-0.78916099449866417,-0.25714767111891035
182,205,-1.0700000000000001,0
183,206,-1.0700000000000001,0
184,185,-0.77679436365268584,-0.29238761361832466
184,207,-1.0700000000000001,0
185,186,-0.77679436365268584,-0.29238761361832466
185,208,-1.0700000000000001,0
185,209,0,0.16
186,187,-0.77679436365268584,-0.29238761361832466
186,209,-1.0700000000000001,0
187,188,-0.77679436365268584,-0.29238761361832466
187,210,-1.0700000000000001,0
188,189,-0.77679436365268584,-0.29238761361832466
188,211,-1.0700000000000001,0
188,212,0,-0.16
189,190,-0.77679436365268584,-0.29238761361832466
189,212,-1.0700000000000001,0
190,191,-0.77679436365268584,-0.29238761361832466
190,213,-1.0700000000000001,0
191,192,-0.77679436365268584,-0.29238761361832466
191,214,-1.0700000000000001,0
191,215,0,0.16
192,193,-0.77679436365268584,-0.29238761361832466
192,215,-1.0700000000000001,0
193,194,-0.77679436365268584,-0.29238761361832466
193,216,-1.0700000000000001,0
194,195,-0.77679436365268584,-0.29238761361832466
194,217,-1.0700000000000001,0
194,218,0,-0.16
195,196,-0.77679436365268584,-0.29238761361832466
195,218,-1.0700000000000001,0
196,197,-0.77679436365268584,-0.29238761361832466
196,219,-1.0700000000000001,0
197,198,-0.77679436365268584,-0.29238761361832466
197,220,-1.0700000000000001,0
197,221,0,0.16
198,199,-0.77679436365268584,-0.29238761361832466
198,221,-1.0700000000000001,0
199,200,-0.77679436365268584,-0.29238761361832466
199,222,-1.0700000000000001,0
200,201,-0.77679436365268584,-0.29238761361832466
200,223,-1.0700000000000001,0
200,224,0,-0.16
201,202,-0.77679436365268584,-0.29238761361832466
201,224,-1.0700000000000001,0
202,203,-0.77679436365268584,-0.29238761361832466
202,225,-1.0700000000000001,0
203,204,-0.77679436365268584,-0.29238761361832466
203,226,-1.0700000000000001,0
203,227,0,0.16
204,205,-0.77679436365268584,-0.29238761361832466
204,227,-1.0700000000000001,0
205,206,-0.77679436365268584,-0.29238761361832466
205,228,-1.0700000000000001,0
206,229,-1.0700000000000001,0
207,208,-0.76285498964759291,-0.32703557110774772
207,230,-1.0700000000000001,0
207,231,0,-0.16
208,209,-0.76285498964759291,-0.32703557110774772
208,231,-1.0700000000000001,0
209,210,-0.76285498964759291,-0.32703557110774772
209,232,-1.0700000000000001,0
210,211,-0.76285498964759291,-0.32703557110774772
210,233,-1.0700000000000001,0
210,234,0,0.16
211,212,-0.76285498964759291,-0.32703557110774772
211,234,-1.0700000000000001,0
212,213,-0.76285498964759291,-0.32703557110774772
212,235,-1.0700000000000001,0
213,214,-0.76285498964759291,-0.32703557110774772
213,236,-1.0700000000000001,0
213,237,0,-0.16
214,215,-0.76285498964759291,-0.32703557110774772
214,237,-1.0700000000000001,0
215,216,-0.76285498964759291,-0.32703557110774772
215,238,-1.0700000000000001,0
216,217,-0.76285498964759291,-0.32703557110774772
216,239,-1.0700000000000001,0
216,240,0,0.16
217,218,-0.76285498964759291,-0.32703557110774772
217,240,-1.0700000000000001,0
218,219,-0.76285498964759291,-0.32703557110774772
218,241,-1.0700000000000001,0
219,220,-0.76285498964759291,-0.32703557110774772
219,242,-1.0700000000000001,0
219,243,0,-0.16
220,221,-0.76285498964759291,-0.32703557110774772
220,243,-1.0700000000000001,0
221,222,-0.76285498964759291,-0.32703557110774772
221,244,-1.0700000000000001,0
222,223,-0.76285498964759291,-0.32703557110774772
222,245,-1.0700000000000001,0
222,246,0,0.16
223,224,-0.76285498964759291,-0.32703557110774772
223,246,-1.0700000000000001,0
224,225,-0.76285498964759291,-0.32703557110774772
224,247,-1.0700000000000001,0
225,226,-0.76285498964759291,-0.32703557110774772
225,248,-1.0700000000000001,0
225,249,0,-0.16
226,227,-0.76285498964759291,-0.32703557110774772
226,249,-1.0700000000000001,0
227,228,-0.76285498964759291,-0.32703557110774772
227,250,-1.0700000000000001,0
228,229,-0.76285498964759291,-0.32703557110774772
228,251,-1.0700000000000001,0
228,252,0,0.16
229,252,-1.0700000000000001,0
230,231,-0.74737109495272191,-0.36102139331232103
230,253,-1.0700000000000001,0
231,232,-0.74737109495272191,-0.36102139331232103
231,254,-1.0700000000000001,0
232,233,-0.74737109495272191,-0.36102139331232103
232,255,-1.0700000000000001,0
232,256,0,-0.16
233,234,-0.74737109495272191,-0.36102139331232103
233,256,-1.0700000000000001,0
234,235,-0.74737109495272191,-0.36102139331232103
234,257,-1.0700000000000001,0
235,236,-0.74737109495272191,-0.36102139331232103
235,258,-1.0700000000000001,0
235,259,0,0.16
236,237,-0.74737109495272191,-0.36102139331232103
236,259,-1.0700000000000001,0
237,238,-0.74737109495272191,-0.36102139331232103
237,260,-1.0700000000000001,0
238,239,-0.74737109495272191,-0.36102139331232103
238,261,-1.0700000000000001,0
238,262,0,-0.16
239,240,-0.74737109495272191,-0.36102139331232103
239,262,-1.0700000000000001,0
240,241,-0.74737109495272191,-0.36102139331232103
240,263,-1.0700000000000001,0
241,242,-0.74737109495272191,-0.36102139331232103
241,264,-1.0700000000000001,0
241,265,0,0.16
242,243,-0.74737109495272191,-0.36102139331232103
242,265,-1.0700000000000001,0
243,244,-0.74737109495272191,-0.36102139331232103
243,266,-1.0700000000000001,0
244,245,-0.74737109495272191,-0.36102139331232103
244,267,-1.0700000000000001,0
244,268,0,-0.16
245,246,-0.74737109495272191,-0.36102139331232103
245,268,-1.0700000000000001,0
246,247,-0.74737109495272191,-0.36102139331232103
246,269,-1.0700000000000001,0
247,248,-0.74737109495272191,-0.36102139331232103
247,270,-1.0700000000000001,0
247,271,0,0.16
248,249,-0.74737109495272191,-0.36102139331232103
248,271,-1.0700000000000001,0
249,250,-0.74737109495272191,-0.36102139331232103
249,272,-1.0700000000000001,0
250,251,-0.74737109495272191,-0.36102139331232103
250,273,-1.0700000000000001,0
250,274,0,-0.16
251,252,-0.74737109495272191,-0.36102139331232103
251,274,-1.0700000000000001,0
252,275,-1.0700000000000001,0
253,254,-0.73037402916404948,-0.39427627055488917
253,276,-1.0700000000000001,0
254,255,-0.73037402916404948,-0.39427627055488917
254,277,-1.0700000000000001,0
254,278,0,0.16
255,256,-0.73037402916404948,-0.39427627055488917
255,278,-1.0700000000000001,0
256,257,-0.73037402916404948,-0.39427627055488917
256,279,-1.0700000000000001,0
257,258,-0.73037402916404948,-0.39427627055488917
257,280,-1.0700000000000001,0
257,281,0,-0.16
258,259,-0.73037402916404948,-0.39427627055488917
258,281,-1.0700000000000001,0
259,260,-0.73037402916404948,-0.39427627055488917
259,282,-1.0700000000000001,0
260,261,-0.73037402916404948,-0.39427627055488917
260,283,-1.0700000000000001,0
260,284,0,0.16
261,262,-0.73037402916404948,-0.39427627055488917
261,284,-1.0700000000000001,0
262,263,-0.73037402916404948,-0.39427627055488917
262,285,-1.0700000000000001,0
263,264,-0.73037402916404948,-0.39427627055488917
263,286,-1.0700000000000001,0
263,287,0,-0.16
264,265,-0.73037402916404948,-0.39427627055488917
264,287,-1.0700000000000001,0
265,266,-0.73037402916404948,-0.39427627055488917
265,288,-1.0700000000000001,0
266,267,-0.73037402916404948,-0.39427627055488917
266,289,-1.0700000000000001,0
266,290,0,0.16
267,268,-0.73037402916404948,-0.39427627055488917
267,290,-1.0700000000000001,0
268,269,-0.73037402916404948,-0.39427627055488917
268,291,-1.0700000000000001,0
269,270,-0.73037402916404948,-0.39427627055488917
269,292,-1.0700000000000001,0
269,293,0,-0.16
270,271,-0.73037402916404948,-0.39427627055488917
270,293,-1.0700000000000001,0
271,272,-0.73037402916404948,-0.39427627055488917
271,294,-1.0700000000000001,0
272,273,-0.73037402916404948,-0.39427627055488917
272,295,-1.0700000000000001,0
272,296,0,0.16
273,274,-0.73037402916404948,-0.39427627055488917
273,296,-1.0700000000000001,0
274,275,-0.73037402916404948,-0.39427627055488917
274,297,-1.0700000000000001,0
275,298,-1.0700000000000001,0
276,277,-0.71189820553197403,-0.42673287307208385
276,299,-1.0700000000000001,0
276,300,0,-0.16
277,278,-0.71189820553197403,-0.42673287307208385
277,300,-1.0700000000000001,0
278,279,-0.71189820553197403,-0.42673287307208385
278,301,-1.0700000000000001,0
279,280,-0.71189820553197403,-0.42673287307208385
279,302,-1.0700000000000001,0
279,303,0,0.16
280,281,-0.71189820553197403,-0.42673287307208385
280,303,-1.0700000000000001,0
281,282,-0.71189820553197403,-0.42673287307208385
281,304,-1.0700000000000001,0
282,283,-0.71189820553197403,-0.42673287307208385
282,305,-1.0700000000000001,0
282,306,0,-0.16
283,284,-0.71189820553197403,-0.42673287307208385
283,306,-1.0700000000000001,0
284,285,-0.71189820553197403,-0.42673287307208385
284,307,-1.0700000000000001,0
285,286,-0.71189820553197403,-0.42673287307208385
285,308,-1.0700000000000001,0
285,309,0,0.16
286,287,-0.71189820553197403,-0.42673287307208385
286,309,-1.0700000000000001,0
287,288,-0.71189820553197403,-0.42673287307208385
287,310,-1.0700000000000001,0
288,289,-0.71189820553197403,-0.42673287307208385
288,311,-1.0700000000000001,0
288,312,0,-0.16
289,290,-0.71189820553197403,-0.42673287307208385
289,312,-1.0700000000000001,0
290,291,-0.71189820553197403,-0.42673287307208385
290,313,-1.0700000000000001,0
291,292,-0.71189820553197403,-0.42673287307208385
291,314,-1.0700000000000001,0
291,315,0,0.16
292,293,-0.71189820553197403,-0.42673287307208385
292,315,-1.0700000000000001,0
293,294,-0.71189820553197403,-0.42673287307208385
293,316,-1.0700000000000001,0
294,295,-0.71189820553197403,-0.42673287307208385
294,317,-1.0700000000000001,0
294,318,0,-0.16
295,296,-0.71189820553197403,-0.42673287307208385
295,318,-1.0700000000000001,0
296,297,-0.71189820553197403,-0.42673287307208385
296,319,-1.0700000000000001,0
297,298,-0.71189820553197403,-0.42673287307208385
297,320,-1.0700000000000001,0
297,321,0,0.16
298,321,-1.0700000000000001,0
299,300,-0.69198103128624122,-0.4583254873340889
299,322,-1.0700000000000001,0
300,301,-0.69198103128624122,-0.4583254873340889
300,323,-1.0700000000000001,0
301,302,-0.69198103128624122,-0.4583254873340889
301,324,-1.0700000000000001,0
301,325,0,-0.16
302,303,-0.69198103128624122,-0.4583254873340889
302,325,-1.0700000000000001,0
303,304,-0.69198103128624122,-0.4583254873340889
303,326,-1.0700000000000001,0
304,305,-0.69198103128624122,-0.4583254873340889
304,327,-1.0700000000000001,0
304,328,0,0.16
305,306,-0.69198103128624122,-0.4583254873340889
305,328,-1.0700000000000001,0
306,307,-0.69198103128624122,-0.4583254873340889
306,329,-1.0700000000000001,0
307,308,-0.69198103128624122,-0.4583254873340889
307,330,-1.0700000000000001,0
307,331,0,-0.16
308,309,-0.69198103128624122,-0.4583254873340889
308,331,-1.0700000000000001,0
309,310,-0.69198103128624122,-0.4583254873340889
309,332,-1.0700000000000001,0
310,311,-0.69198103128624122,-0.4583254873340889
310,333,-1.0700000000000001,0
310,334,0,0.16
311,312,-0.69198103128624122,-0.4583254873340889
311,334,-1.0700000000000001,0
312,313,-0.69198103128624122,-0.4583254873340889
312,335,-1.0700000000000001,0
313,314,-0.69198103128624122,-0.4583254873340889
313,336,-1.0700000000000001,0
313,337,0,-0.16
314,315,-0.69198103128624122,-0.4583254873340889
314,337,-1.0700000000000001,0
315,316,-0.69198103128624122,-0.4583254873340889
315,338,-1.0700000000000001,0
316,317,-0.69198103128624122,-0.4583254873340889
316,339,-1.0700000000000001,0
316,340,0,0.16
317,318,-0.69198103128624122,-0.4583254873340889
317,340,-1.0700000000000001,0
318,319,-0.69198103128624122,-0.4583254873340889
318,341,-1.0700000000000001,0
319,320,-0.69198103128624122,-0.4583254873340889
319,342,-1.0700000000000001,0
319,343,0,-0.16
320,321,-0.69198103128624122,-0.4583254873340889
320,343,-1.0700000000000001,0
321,344,-1.0700000000000001,0
322,323,-0.67066283189908604,-0.48899014909208366
322,345,-1.0700000000000001,0
323,324,-0.67066283189908604,-0.48899014909208366
323,346,-1.0700000000000001,0
323,347,0,0.16
324,325,-0.67066283189908604,-0.48899014909208366
324,347,-1.0700000000000001,0
325,326,-0.67066283189908604,-0.48899014909208366
325,348,-1.0700000000000001,0
326,327,-0.67066283189908604,-0.48899014909208366
326,349,-1.0700000000000001,0
326,350,0,-0.16
327,328,-0.67066283189908604,-0.48899014909208366
327,350,-1.0700000000000001,0
328,329,-0.67066283189908604,-0.48899014909208366
328,351,-1.0700000000000001,0
329,330,-0.67066283189908604,-0.48899014909208366
329,352,-1.0700000000000001,0
329,353,0,0.16
330,331,-0.67066283189908604,-0.48899014909208366
330,353,-1.0700000000000001,0
331,332,-0.67066283189908604,-0.48899014909208366
331,354,-1.0700000000000001,0
332,333,-0.67066283189908604,-0.48899014909208366
332,355,-1.0700000000000001,0
332,356,0,-0.16
333,334,-0.67066283189908604,-0.48899014909208366
333,356,-1.0700000000000001,0
