index,value
385,0.90426999471557667
386,0.77901041418629591
387,0.84881401702032999
388,0.95196041563807743
389,0.56020295413040178
390,0.95088179943517681
391,-0.041405740169325245
392,-0.36265558087817684
393,-0.44941009808920829
394,-0.15124912901801829
395,-0.47694427600527134
396,-0.41057529173075907
397,-0.39379601290974453
398,-0.25610831099187914
399,-0.4565132925158582
400,-0.20921068662808073
401,-0.27047264601357579
402,0.76143629602171914
403,0.83049249064432207
404,0.75068734812095084
405,0.95705027190598291
406,0.87151691951609411
407,0.54016103587306441
408,0.92124389417886943
409,1.0020243229836845
410,0.6127094952751051
411,0.59753207178971524
412,1.0011451002304139
413,0.82283307666650196
414,-0.17331401467768676
415,-0.19658898415280646
416,-0.32876028193438683
417,-0.32434097672425966
418,-0.48898280370652814
419,-0.43997210641292467
420,-0.20660930128189303
421,-0.095150849264230286
422,-0.13033532423792871
423,-0.38303757285424722
424,-0.42001575476868913
425,0.76061041302307253
426,0.7081677063645454
427,0.86600012772702684
428,0.66583278418194214
429,0.79266571187241219
430,0.92633176469923362
431,0.89579076991156081
432,0.79598973016208263
433,0.63971885337121381
434,0.83818818905985304
435,0.87715311963286668
436,0.84155410582867241
437,-0.44843741848748409
438,-0.11732319007819014
439,-0.23635586376388917
440,-0.17137306077724357
441,-0.27819456617819655
442,-0.10083768451256375
443,-0.10341812371085829
444,-0.49513288332138949
445,-0.23274235469607735
446,-0.26305827294578343
447,-0.192911695733129
448,0.86209789345001242
449,0.63011802516076498
450,0.84779648817783837
451,0.62221679761465498
452,0.78446435192065933
453,0.65655106308263567
454,0.4792812662974032
455,0.96233948584283935
456,0.80593486173707762
457,0.91203107417738782
458,0.75259558709370644
459,0.77793713605854231
460,-0.30205344785952498
461,-0.14087347537700251
462,-0.16220134617150644
463,-0.62017342833077982
464,-0.43704562231383731
465,-0.60013125293667713
466,-0.15571313073576787
467,-0.33640382760160692
468,-0.1348314682580995
469,-0.33708321404405334
470,-0.24453392960675879
471,0.95803511711218003
472,0.93681986340673984
473,0.70493656170289487
474,0.62520217804962153
475,0.75747325876423433
476,0.49556282899656751
477,0.74769553382164688
478,0.73922756839909587
479,0.49976827839777693
480,0.52199019317745587
481,0.63964689074555325
482,0.64322639454787778
483,-0.30013491845423712
484,-0.29183341178766076
485,-0.5225859721069207
486,-0.27776840544840492
487,-0.42411480287476161
488,-0.56405494485573748
489,-0.56705378210836077
490,-0.33438634642130055
491,-0.22150864909866907
492,-0.39621963509254327
493,-0.5933122156481212
494,0.74702149066355217
495,0.80461856647128571
496,0.37521460336628509
497,0.82773443240561284
498,0.74330354728090331
499,0.84287064738263817
500,0.44234957614895365
501,0.81270187454467513
502,0.5164912711228079
503,0.50233498466933535
504,0.56456858732396542
505,0.59242201147054985
506,-0.75293247054865398
507,-0.32649890248184177
508,-0.66561305213717281
509,-0.4581738072467782
510,-0.64429855502302635
511,-0.65228394529144862
512,-0.37728335642024075
513,-0.31474683589236491
514,-0.68041935760479522
515,-0.66958914354388865
516,-0.31625266574518596
517,0.70670942116116198
518,0.57905661342358594
519,0.73310694997893899
520,0.65737953819484207
521,0.39842673401730028
522,0.4206534237789481
523,0.80767000388227073
524,0.54452990466570728
525,0.60840633794025445
526,0.60725510545126204
527,0.66763752514028907
528,0.67550292115632415
