length,sequence_id,target_mask,observed_mask,count
0,s009,78,78,1925
0,s009,78,79,22
0,s009,78,76,49
0,s009,78,77,1
0,s009,78,74,19
0,s009,78,75,1
0,s009,78,70,50
0,s009,78,68,4
0,s009,78,66,1
0,s009,78,94,43
0,s009,78,86,2
0,s009,78,87,1
0,s009,78,110,28
0,s009,78,106,2
0,s009,78,102,1
0,s009,78,126,1
0,s009,78,14,55
0,s009,78,15,1
0,s009,78,12,3
0,s009,78,10,4
0,s009,78,6,1
0,s009,78,30,1
0,s010,110,110,1981
0,s010,110,111,33
0,s010,110,108,55
0,s010,110,109,2
0,s010,110,106,34
0,s010,110,107,1
0,s010,110,104,2
0,s010,110,102,54
0,s010,110,100,2
0,s010,110,126,49
0,s010,110,124,2
0,s010,110,122,1
0,s010,110,118,1
0,s010,110,78,25
0,s010,110,79,1
0,s010,110,74,2
0,s010,110,46,60
0,s010,110,44,2
0,s010,110,42,1
0,s010,110,14,3
0,s011,120,120,2004
0,s011,120,121,30
0,s011,120,122,63
0,s011,120,124,40
0,s011,120,125,1
0,s011,120,126,1
0,s011,120,112,51
0,s011,120,114,2
0,s011,120,116,1
0,s011,120,104,39
0,s011,120,88,30
0,s011,120,92,2
0,s011,120,72,1
0,s011,120,56,62
0,s011,120,58,1
0,s011,120,60,3
0,s011,120,48,3
0,s011,120,40,4
0,s011,120,32,1
0,s012,111,111,2041
0,s012,111,110,33
0,s012,111,109,60
0,s012,111,108,1
0,s012,111,107,30
0,s012,111,106,1
0,s012,111,105,1
0,s012,111,103,55
0,s012,111,102,1
0,s012,111,127,41
0,s012,111,126,2
0,s012,111,115,1
0,s012,111,79,26
0,s012,111,78,2
0,s012,111,77,1
0,s012,111,75,1
0,s012,111,71,1
0,s012,111,47,57
0,s012,111,45,2
0,s012,111,43,1
0,s012,111,63,2
0,s012,111,15,1
0,s012,111,31,1
0,s013,124,124,2088
0,s013,124,125,30
0,s013,124,126,52
0,s013,124,127,2
0,s013,124,120,35
0,s013,124,121,1
0,s013,124,122,1
0,s013,124,116,36
0,s013,124,117,1
0,s013,124,112,1
0,s013,124,108,42
0,s013,124,109,1
0,s013,124,110,2
0,s013,124,100,2
0,s013,124,92,21
0,s013,124,94,2
0,s013,124,88,1
0,s013,124,84,1
0,s013,124,60,77
0,s013,124,61,1
0,s013,124,62,3
0,s013,124,56,1
0,s013,124,44,1
0,s013,124,28,2
0,s014,77,77,2008
0,s014,77,76,38
0,s014,77,79,62
0,s014,77,73,35
0,s014,77,72,2
0,s014,77,75,1
0,s014,77,69,56
0,s014,77,68,1
0,s014,77,71,1
0,s014,77,93,42
0,s014,77,92,1
0,s014,77,95,2
0,s014,77,109,39
0,s014,77,111,2
0,s014,77,125,1
0,s014,77,13,53
0,s014,77,5,2
0,s014,77,29,1
0,s015,47,47,1872
0,s015,47,46,40
0,s015,47,45,47
0,s015,47,44,1
0,s015,47,43,22
0,s015,47,41,1
0,s015,47,39,48
0,s015,47,38,1
0,s015,47,37,1
0,s015,47,35,1
0,s015,47,63,35
0,s015,47,62,1
0,s015,47,61,2
0,s015,47,55,1
0,s015,47,15,23
0,s015,47,13,1
0,s015,47,11,1
0,s015,47,7,1
0,s015,47,31,3
0,s015,47,111,57
0,s015,47,109,1
0,s015,47,103,2
0,s016,73,73,1979
0,s016,73,72,32
0,s016,73,75,65
0,s016,73,77,40
0,s016,73,79,3
0,s016,73,65,62
0,s016,73,67,1
0,s016,73,69,1
0,s016,73,89,45
0,s016,73,88,1
0,s016,73,91,1
0,s016,73,93,1
0,s016,73,95,1
0,s016,73,81,1
0,s016,73,105,29
0,s016,73,104,1
0,s016,73,107,1
0,s016,73,97,3
0,s016,73,9,66
0,s016,73,8,1
0,s016,73,11,1
0,s016,73,13,1
0,s016,73,1,2
0,s016,73,25,3
0,s016,73,41,2
0,s017,76,76,1967
0,s017,76,77,31
0,s017,76,78,61
0,s017,76,79,1
0,s017,76,72,40
0,s017,76,74,1
0,s017,76,68,41
0,s017,76,70,1
0,s017,76,92,40
0,s017,76,94,1
0,s017,76,84,2
0,s017,76,108,25
0,s017,76,104,1
0,s017,76,116,1
0,s017,76,12,67
0,s017,76,14,2
0,s017,76,8,2
0,s017,76,4,2
0,s017,76,5,1
0,s017,76,44,1
0,s018,5,5,1962
0,s018,5,4,37
0,s018,5,7,60
0,s018,5,1,30
0,s018,5,0,1
0,s018,5,3,1
0,s018,5,13,40
0,s018,5,15,1
0,s018,5,9,1
0,s018,5,21,42
0,s018,5,29,2
0,s018,5,37,28
0,s018,5,39,1
0,s018,5,33,3
0,s018,5,53,1
0,s018,5,69,47
0,s018,5,65,1
0,s018,5,67,2
0,s018,5,77,2
0,s018,5,85,2
0,s018,5,101,1
0,s019,109,109,1936
0,s019,109,108,21
0,s019,109,111,57
0,s019,109,110,1
0,s019,109,105,35
0,s019,109,101,47
0,s019,109,103,3
0,s019,109,125,49
0,s019,109,127,1
0,s019,109,121,1
0,s019,109,117,3
0,s019,109,77,35
0,s019,109,76,1
0,s019,109,69,1
0,s019,109,45,47
0,s019,109,44,3
0,s019,109,47,3
0,s019,109,41,2
0,s019,109,37,1
0,s019,109,61,2
0,s019,109,57,1
0,s020,60,60,2021
0,s020,60,61,48
0,s020,60,62,66
0,s020,60,63,1
0,s020,60,56,41
0,s020,60,52,45
0,s020,60,53,3
0,s020,60,54,1
0,s020,60,44,37
0,s020,60,45,1
0,s020,60,46,1
0,s020,60,36,3
0,s020,60,28,30
0,s020,60,124,63
0,s020,60,126,2
0,s020,60,120,1
0,s020,60,116,1
0,s020,60,108,1
0,s020,60,92,1
0,s021,123,123,2055
0,s021,123,122,31
0,s021,123,121,58
0,s021,123,127,29
0,s021,123,115,42
0,s021,123,113,1
0,s021,123,107,42
0,s021,123,106,2
0,s021,123,105,1
0,s021,123,111,1
0,s021,123,91,37
0,s021,123,90,1
0,s021,123,95,2
0,s021,123,83,1
0,s021,123,75,1
0,s021,123,59,68
0,s021,123,57,5
0,s021,123,63,2
0,s021,123,51,5
0,s021,123,27,2
0,s022,108,108,1963
0,s022,108,109,40
0,s022,108,110,51
0,s022,108,111,2
0,s022,108,104,40
0,s022,108,105,1
0,s022,108,106,2
0,s022,108,100,51
0,s022,108,102,1
0,s022,108,96,3
0,s022,108,124,38
0,s022,108,125,1
0,s022,108,120,1
0,s022,108,116,1
0,s022,108,76,36
0,s022,108,72,1
0,s022,108,92,2
0,s022,108,44,70
0,s022,108,45,2
0,s022,108,40,1
0,s022,108,36,3
0,s022,108,60,6
0,s022,108,12,1
0,s023,81,81,2051
0,s023,81,80,43
0,s023,81,83,61
0,s023,81,85,33
0,s023,81,87,1
0,s023,81,89,47
0,s023,81,91,1
0,s023,81,93,1
0,s023,81,65,49
0,s023,81,67,2
0,s023,81,113,24
0,s023,81,115,1
0,s023,81,117,1
0,s023,81,97,1
0,s023,81,17,61
0,s023,81,16,1
0,s023,81,19,2
0,s023,81,25,2
0,s024,118,118,1916
0,s024,118,119,27
0,s024,118,116,54
0,s024,118,114,26
0,s024,118,115,3
0,s024,118,112,1
0,s024,118,126,58
0,s024,118,127,1
0,s024,118,124,2
0,s024,118,122,1
0,s024,118,102,39
0,s024,118,98,1
0,s024,118,86,38
0,s024,118,54,56
0,s024,118,52,1
0,s024,118,50,3
0,s024,118,62,2
0,s024,118,63,1
0,s025,27,27,1906
0,s025,27,26,33
0,s025,27,25,58
0,s025,27,24,4
0,s025,27,31,28
0,s025,27,29,1
0,s025,27,19,42
0,s025,27,18,1
0,s025,27,17,2
0,s025,27,23,1
0,s025,27,11,42
0,s025,27,10,3
0,s025,27,9,2
0,s025,27,59,22
0,s025,27,51,2
0,s025,27,43,1
0,s025,27,91,60
0,s025,27,90,1
0,s025,27,89,3
0,s025,27,95,2
0,s025,27,83,3
0,s025,27,75,1
0,s025,27,123,1
0,s026,94,94,1980
0,s026,94,95,32
0,s026,94,92,58
0,s026,94,90,32
0,s026,94,86,53
0,s026,94,84,2
0,s026,94,78,48
0,s026,94,76,1
0,s026,94,70,1
0,s026,94,126,40
0,s026,94,110,2
0,s026,94,30,55
0,s026,94,31,1
0,s026,94,28,1
0,s026,94,26,1
0,s026,94,22,4
0,s026,94,14,1
0,s027,35,35,2110
0,s027,35,34,33
0,s027,35,33,53
0,s027,35,39,34
0,s027,35,37,1
0,s027,35,43,52
0,s027,35,42,2
0,s027,35,41,1
0,s027,35,47,1
0,s027,35,51,44
0,s027,35,49,1
0,s027,35,59,2
0,s027,35,3,17
0,s027,35,19,2
0,s027,35,99,77
0,s027,35,97,3
0,s027,35,103,1
0,s027,35,107,1
0,s027,35,105,1
0,s027,35,115,2
0,s027,35,67,2
0,s027,35,66,1
0,s028,15,15,1906
0,s028,15,14,41
0,s028,15,13,52
0,s028,15,12,3
0,s028,15,11,36
0,s028,15,10,1
0,s028,15,7,59
0,s028,15,6,3
0,s028,15,5,1
0,s028,15,3,1
0,s028,15,31,38
0,s028,15,30,2
0,s028,15,29,1
0,s028,15,27,2
0,s028,15,23,1
0,s028,15,47,33
0,s028,15,45,1
0,s028,15,39,3
0,s028,15,79,59
0,s028,15,78,1
0,s028,15,77,2
0,s028,15,75,1
0,s028,15,67,1
0,s028,15,95,2
0,s028,15,87,1
0,s029,71,71,1973
0,s029,71,70,33
0,s029,71,69,62
0,s029,71,67,39
0,s029,71,79,49
0,s029,71,77,1
0,s029,71,75,1
0,s029,71,87,46
0,s029,71,86,1
0,s029,71,85,2
0,s029,71,83,1
0,s029,71,95,2
0,s029,71,103,33
0,s029,71,102,2
0,s029,71,101,1
0,s029,71,119,1
0,s029,71,7,65
0,s029,71,5,3
0,s029,71,15,2
0,s029,71,23,1
0,s029,71,39,1
0,s030,17,17,2014
0,s030,17,16,40
0,s030,17,19,58
0,s030,17,18,1
0,s030,17,21,35
0,s030,17,25,55
0,s030,17,24,3
0,s030,17,27,2
0,s030,17,29,1
0,s030,17,1,39
0,s030,17,3,2
0,s030,17,5,1
0,s030,17,9,1
0,s030,17,49,36
0,s030,17,53,1
0,s030,17,33,1
0,s030,17,81,70
0,s030,17,80,3
0,s030,17,83,1
0,s030,17,85,1
0,s030,17,65,1
0,s030,17,117,1
0,s031,32,32,2015
0,s031,32,33,46
0,s031,32,34,54
0,s031,32,35,1
0,s031,32,36,25
0,s031,32,40,50
0,s031,32,41,1
0,s031,32,42,3
0,s031,32,48,38
0,s031,32,49,1
0,s031,32,50,1
0,s031,32,56,1
0,s031,32,0,41
0,s031,32,2,1
0,s031,32,4,1
0,s031,32,8,1
0,s031,32,96,50
0,s031,32,97,1
0,s031,32,98,1
0,s031,32,100,3
0,s031,32,112,1
0,s032,42,42,2122
0,s032,42,43,28
0,s032,42,40,73
0,s032,42,41,2
0,s032,42,46,32
0,s032,42,47,1
0,s032,42,44,2
0,s032,42,34,39
0,s032,42,32,1
0,s032,42,38,1
0,s032,42,58,40
0,s032,42,56,1
0,s032,42,50,1
0,s032,42,10,26
0,s032,42,2,1
0,s032,42,106,55
0,s032,42,107,1
0,s032,42,104,3
0,s032,42,110,3
0,s032,42,98,3
0,s032,42,122,2
0,s032,42,74,1
0,s033,98,98,1996
0,s033,98,99,30
0,s033,98,96,65
0,s033,98,97,2
0,s033,98,102,28
0,s033,98,106,54
0,s033,98,107,1
0,s033,98,104,1
0,s033,98,110,2
0,s033,98,114,48
0,s033,98,115,1
0,s033,98,112,1
0,s033,98,122,2
0,s033,98,66,26
0,s033,98,70,1
0,s033,98,82,1
0,s033,98,34,57
0,s033,98,32,2
0,s033,98,38,1
0,s033,98,42,2
0,s033,98,40,1
0,s033,98,50,1
0,s033,98,54,1
0,s034,2,2,1997
0,s034,2,3,32
0,s034,2,0,55
0,s034,2,1,2
0,s034,2,6,33
0,s034,2,7,1
0,s034,2,4,1
0,s034,2,10,41
0,s034,2,8,1
0,s034,2,18,39
0,s034,2,19,1
0,s034,2,16,1
0,s034,2,34,32
0,s034,2,35,1
0,s034,2,38,1
0,s034,2,58,1
0,s034,2,66,57
0,s034,2,67,1
0,s034,2,74,1
0,s034,2,82,5
0,s035,91,91,2096
0,s035,91,90,36
0,s035,91,89,61
0,s035,91,95,36
0,s035,91,94,1
0,s035,91,83,53
0,s035,91,82,2
0,s035,91,81,1
0,s035,91,75,44
0,s035,91,73,1
0,s035,91,79,2
0,s035,91,123,30
0,s035,91,121,1
0,s035,91,127,1
0,s035,91,115,1
0,s035,91,27,67
0,s035,91,26,2
0,s035,91,25,2
0,s035,91,31,1
0,s035,91,19,2
0,s035,91,11,2
0,s035,91,59,1
0,s036,23,23,1920
0,s036,23,22,22
0,s036,23,21,66
0,s036,23,19,21
0,s036,23,18,1
0,s036,23,17,2
0,s036,23,31,51
0,s036,23,29,1
0,s036,23,27,2
0,s036,23,7,46
0,s036,23,6,1
0,s036,23,3,1
0,s036,23,55,32
0,s036,23,54,1
0,s036,23,53,2
0,s036,23,51,2
0,s036,23,87,63
0,s036,23,85,2
0,s036,23,95,1
0,s036,23,71,1
0,s036,23,119,2
0,s037,109,109,1924
0,s037,109,108,30
0,s037,109,111,48
0,s037,109,105,38
0,s037,109,104,1
0,s037,109,107,1
0,s037,109,101,46
0,s037,109,100,1
0,s037,109,103,1
0,s037,109,102,1
0,s037,109,125,44
0,s037,109,121,3
0,s037,109,77,28
0,s037,109,79,1
0,s037,109,73,3
0,s037,109,69,2
0,s037,109,93,1
0,s037,109,45,70
0,s037,109,47,2
0,s037,109,41,2
0,s037,109,37,3
0,s037,109,36,1
0,s037,109,39,1
0,s037,109,61,2
0,s038,12,12,2053
0,s038,12,13,45
0,s038,12,14,59
0,s038,12,15,1
0,s038,12,8,33
0,s038,12,9,1
0,s038,12,4,39
0,s038,12,6,1
0,s038,12,0,2
0,s038,12,28,43
0,s038,12,44,28
0,s038,12,36,2
0,s038,12,76,53
0,s038,12,77,1
0,s038,12,72,1
0,s039,98,98,1872
0,s039,98,99,26
0,s039,98,96,54
0,s039,98,102,39
0,s039,98,106,39
0,s039,98,107,4
0,s039,98,104,1
0,s039,98,110,2
0,s039,98,114,49
0,s039,98,115,1
0,s039,98,112,1
0,s039,98,122,3
0,s039,98,66,24
0,s039,98,74,1
0,s039,98,82,1
0,s039,98,34,48
0,s039,98,35,2
0,s039,98,38,1
0,s039,98,42,2
0,s039,98,50,3
0,s039,98,2,1
0,s039,98,0,1
1,s000,102,102,1444
1,s000,102,103,72
1,s000,102,100,82
1,s000,102,101,5
1,s000,102,98,85
1,s000,102,99,6
1,s000,102,96,8
1,s000,102,110,112
1,s000,102,111,2
1,s000,102,108,9
1,s000,102,106,11
1,s000,102,107,1
1,s000,102,118,90
1,s000,102,119,6
1,s000,102,116,4
1,s000,102,117,1
1,s000,102,114,6
1,s000,102,115,2
1,s000,102,126,5
1,s000,102,127,1
1,s000,102,122,1
1,s000,102,70,71
1,s000,102,71,4
1,s000,102,68,9
1,s000,102,69,1
1,s000,102,66,5
1,s000,102,64,1
1,s000,102,78,8
1,s000,102,76,2
1,s000,102,74,1
1,s000,102,86,8
1,s000,102,87,1
1,s000,102,85,1
1,s000,102,38,120
1,s000,102,39,15
1,s000,102,36,6
1,s000,102,37,1
1,s000,102,34,4
1,s000,102,32,2
1,s000,102,46,8
1,s000,102,47,3
1,s000,102,54,8
1,s000,102,55,7
1,s000,102,50,1
1,s000,102,6,8
1,s000,102,4,3
1,s000,102,14,1
1,s001,64,64,1510
1,s001,64,65,92
1,s001,64,66,85
1,s001,64,67,6
1,s001,64,68,93
1,s001,64,69,5
1,s001,64,70,8
1,s001,64,71,1
1,s001,64,72,99
1,s001,64,73,7
1,s001,64,74,7
1,s001,64,76,5
1,s001,64,77,1
1,s001,64,80,80
1,s001,64,81,7
1,s001,64,82,6
1,s001,64,84,5
1,s001,64,88,11
1,s001,64,89,1
1,s001,64,96,80
1,s001,64,97,6
1,s001,64,98,13
1,s001,64,99,1
1,s001,64,100,6
1,s001,64,101,1
1,s001,64,104,4
1,s001,64,110,1
1,s001,64,112,7
1,s001,64,0,131
1,s001,64,1,28
1,s001,64,2,8
1,s001,64,3,2
1,s001,64,4,5
1,s001,64,5,4
1,s001,64,6,1
1,s001,64,8,11
1,s001,64,9,1
1,s001,64,10,1
1,s001,64,12,1
1,s001,64,16,12
1,s001,64,17,4
1,s001,64,20,1
1,s001,64,24,3
1,s001,64,32,5
1,s001,64,34,4
1,s001,64,35,1
1,s001,64,40,1
1,s001,64,42,1
1,s001,64,45,1
1,s001,64,48,1
1,s002,78,78,1349
1,s002,78,79,69
1,s002,78,76,82
1,s002,78,77,10
1,s002,78,74,84
1,s002,78,75,9
1,s002,78,72,7
1,s002,78,73,1
1,s002,78,70,106
1,s002,78,71,8
1,s002,78,68,7
1,s002,78,69,1
1,s002,78,66,11
1,s002,78,94,66
1,s002,78,95,9
1,s002,78,92,2
1,s002,78,90,4
1,s002,78,88,1
1,s002,78,86,4
1,s002,78,84,1
1,s002,78,82,1
1,s002,78,110,81
1,s002,78,111,7
1,s002,78,108,14
1,s002,78,109,1
1,s002,78,106,3
1,s002,78,104,1
1,s002,78,102,13
1,s002,78,126,5
1,s002,78,127,2
1,s002,78,125,1
1,s002,78,14,127
1,s002,78,15,20
1,s002,78,12,14
1,s002,78,13,2
1,s002,78,10,12
1,s002,78,11,1
1,s002,78,8,1
1,s002,78,6,8
1,s002,78,7,1
1,s002,78,4,1
1,s002,78,2,2
1,s002,78,30,6
1,s002,78,31,2
1,s002,78,28,1
1,s002,78,26,1
1,s002,78,46,3
1,s002,78,47,2
1,s002,78,44,1
1,s002,78,42,1
1,s002,78,62,2
1,s003,115,115,1463
1,s003,115,114,78
1,s003,115,113,95
1,s003,115,112,11
1,s003,115,119,95
1,s003,115,118,7
1,s003,115,117,4
1,s003,115,123,100
1,s003,115,122,6
1,s003,115,121,4
1,s003,115,120,1
1,s003,115,127,6
1,s003,115,99,89
1,s003,115,98,16
1,s003,115,97,2
1,s003,115,103,7
1,s003,115,107,5
1,s003,115,105,1
1,s003,115,83,107
1,s003,115,82,9
1,s003,115,81,11
1,s003,115,87,7
1,s003,115,85,1
1,s003,115,91,11
1,s003,115,67,8
1,s003,115,65,1
1,s003,115,75,1
1,s003,115,51,150
1,s003,115,50,20
1,s003,115,49,6
1,s003,115,48,1
1,s003,115,55,7
1,s003,115,59,12
1,s003,115,58,2
1,s003,115,57,1
1,s003,115,63,1
1,s003,115,35,7
1,s003,115,43,2
1,s003,115,19,7
1,s003,115,18,2
1,s003,115,17,2
1,s003,115,23,1
1,s003,115,1,1
1,s004,33,33,1618
1,s004,33,32,83
1,s004,33,35,88
1,s004,33,34,7
1,s004,33,37,84
1,s004,33,36,7
1,s004,33,39,8
1,s004,33,41,106
1,s004,33,40,6
1,s004,33,43,6
1,s004,33,45,5
1,s004,33,47,1
1,s004,33,49,70
1,s004,33,48,7
1,s004,33,51,6
1,s004,33,53,5
1,s004,33,57,5
1,s004,33,56,4
1,s004,33,1,77
1,s004,33,0,6
1,s004,33,3,10
1,s004,33,5,8
1,s004,33,7,1
1,s004,33,9,4
1,s004,33,10,1
1,s004,33,15,1
1,s004,33,17,9
1,s004,33,19,1
1,s004,33,21,1
1,s004,33,97,147
1,s004,33,96,16
1,s004,33,99,6
1,s004,33,98,2
1,s004,33,101,5
1,s004,33,100,1
1,s004,33,105,14
1,s004,33,104,2
1,s004,33,109,2
1,s004,33,113,2
1,s004,33,112,4
1,s004,33,65,4
1,s004,33,64,2
1,s004,33,67,3
1,s004,33,69,1
1,s004,33,73,1
1,s005,98,98,1489
1,s005,98,99,103
1,s005,98,96,73
1,s005,98,97,5
1,s005,98,102,101
1,s005,98,103,5
1,s005,98,100,6
1,s005,98,106,132
1,s005,98,107,9
1,s005,98,104,2
1,s005,98,110,10
1,s005,98,111,1
1,s005,98,108,2
1,s005,98,114,101
1,s005,98,115,6
1,s005,98,112,8
1,s005,98,118,4
1,s005,98,119,2
1,s005,98,116,1
1,s005,98,122,10
1,s005,98,123,1
1,s005,98,126,1
1,s005,98,66,85
1,s005,98,67,7
1,s005,98,64,12
1,s005,98,65,1
1,s005,98,70,5
1,s005,98,68,1
1,s005,98,74,4
1,s005,98,72,1
1,s005,98,78,1
1,s005,98,82,4
1,s005,98,80,1
1,s005,98,34,131
1,s005,98,35,27
1,s005,98,32,9
1,s005,98,33,1
1,s005,98,38,7
1,s005,98,39,2
1,s005,98,36,1
1,s005,98,42,10
1,s005,98,50,7
1,s005,98,51,3
1,s005,98,48,1
1,s005,98,59,1
1,s005,98,2,8
1,s005,98,3,4
1,s005,98,0,3
1,s005,98,1,1
1,s005,98,6,1
1,s005,98,4,1
1,s005,98,10,1
1,s005,98,17,1
1,s006,38,38,1498
1,s006,38,39,95
1,s006,38,36,103
1,s006,38,37,3
1,s006,38,34,96
1,s006,38,35,8
1,s006,38,32,2
1,s006,38,46,98
1,s006,38,47,7
1,s006,38,44,5
1,s006,38,42,10
1,s006,38,43,1
1,s006,38,54,76
1,s006,38,55,9
1,s006,38,52,5
1,s006,38,50,6
1,s006,38,51,1
1,s006,38,62,7
1,s006,38,60,1
1,s006,38,58,1
1,s006,38,59,1
1,s006,38,6,81
1,s006,38,7,2
1,s006,38,4,18
1,s006,38,5,2
1,s006,38,2,3
1,s006,38,3,2
1,s006,38,0,1
1,s006,38,14,4
1,s006,38,12,1
1,s006,38,22,6
1,s006,38,23,1
1,s006,38,20,2
1,s006,38,18,1
1,s006,38,102,125
1,s006,38,103,23
1,s006,38,100,4
1,s006,38,101,3
1,s006,38,98,12
1,s006,38,99,1
1,s006,38,110,9
1,s006,38,111,1
1,s006,38,106,2
1,s006,38,118,9
1,s006,38,119,1
1,s006,38,116,1
1,s006,38,126,3
1,s006,38,127,1
1,s006,38,70,9
1,s006,38,71,2
1,s006,38,68,2
1,s006,38,66,3
1,s006,38,78,1
1,s006,38,86,1
1,s007,110,110,1501
1,s007,110,111,89
1,s007,110,108,111
1,s007,110,109,8
1,s007,110,106,96
1,s007,110,107,5
1,s007,110,104,5
1,s007,110,105,2
1,s007,110,102,112
1,s007,110,103,5
1,s007,110,100,9
1,s007,110,98,1
1,s007,110,99,1
1,s007,110,126,82
1,s007,110,127,3
1,s007,110,124,2
1,s007,110,125,1
1,s007,110,122,3
1,s007,110,118,9
1,s007,110,119,1
1,s007,110,78,83
1,s007,110,79,3
1,s007,110,76,15
1,s007,110,74,4
1,s007,110,72,2
1,s007,110,70,9
1,s007,110,71,1
1,s007,110,68,1
1,s007,110,94,4
1,s007,110,95,2
1,s007,110,92,1
1,s007,110,90,1
1,s007,110,46,145
1,s007,110,47,28
1,s007,110,44,6
1,s007,110,45,3
1,s007,110,42,5
1,s007,110,43,1
1,s007,110,38,10
1,s007,110,39,2
1,s007,110,62,8
1,s007,110,63,4
1,s007,110,14,14
1,s007,110,15,4
1,s007,110,12,1
1,s007,110,10,1
1,s007,110,30,1
1,s008,74,74,1482
1,s008,74,75,91
1,s008,74,72,103
1,s008,74,73,10
1,s008,74,78,90
1,s008,74,79,5
1,s008,74,76,12
1,s008,74,66,117
1,s008,74,67,5
1,s008,74,64,7
1,s008,74,65,1
1,s008,74,70,8
1,s008,74,68,1
1,s008,74,90,79
1,s008,74,91,10
1,s008,74,88,5
1,s008,74,89,1
1,s008,74,94,6
1,s008,74,93,1
1,s008,74,82,7
1,s008,74,80,1
1,s008,74,106,86
1,s008,74,107,6
1,s008,74,104,12
1,s008,74,110,8
1,s008,74,108,1
