length,sequence_id,target_mask,observed_mask,count
0,s012,53,49,37
0,s012,53,48,1
0,s012,53,51,1
0,s012,53,61,11
0,s012,53,57,1
0,s012,53,59,1
0,s012,53,37,57
0,s012,53,36,3
0,s012,53,39,1
0,s012,53,33,1
0,s012,53,21,49
0,s012,53,17,1
0,s012,53,29,1
0,s012,53,5,2
0,s013,42,42,2141
0,s013,42,43,74
0,s013,42,40,36
0,s013,42,46,50
0,s013,42,47,1
0,s013,42,44,1
0,s013,42,34,18
0,s013,42,35,1
0,s013,42,33,1
0,s013,42,58,40
0,s013,42,62,1
0,s013,42,10,33
0,s013,42,11,3
0,s013,42,2,1
0,s013,42,26,1
0,s014,32,32,2282
0,s014,32,33,73
0,s014,32,34,34
0,s014,32,35,2
0,s014,32,36,51
0,s014,32,37,1
0,s014,32,40,17
0,s014,32,48,57
0,s014,32,49,3
0,s014,32,52,2
0,s014,32,0,53
0,s014,32,4,2
0,s014,32,8,3
0,s014,32,9,1
0,s014,32,12,1
0,s014,32,16,1
0,s015,62,62,2190
0,s015,62,63,68
0,s015,62,60,32
0,s015,62,58,47
0,s015,62,59,1
0,s015,62,56,1
0,s015,62,54,29
0,s015,62,55,1
0,s015,62,52,2
0,s015,62,46,46
0,s015,62,44,1
0,s015,62,38,1
0,s015,62,30,37
0,s015,62,31,3
0,s015,62,26,2
0,s016,18,18,2230
0,s016,18,19,83
0,s016,18,16,27
0,s016,18,22,50
0,s016,18,23,5
0,s016,18,20,2
0,s016,18,26,28
0,s016,18,27,1
0,s016,18,24,1
0,s016,18,2,52
0,s016,18,3,2
0,s016,18,6,3
0,s016,18,50,42
0,s016,18,51,1
0,s016,18,54,3
0,s017,21,21,2137
0,s017,21,20,52
0,s017,21,23,18
0,s017,21,22,1
0,s017,21,17,36
0,s017,21,16,1
0,s017,21,29,20
0,s017,21,28,1
0,s017,21,31,1
0,s017,21,5,41
0,s017,21,7,1
0,s017,21,1,1
0,s017,21,13,2
0,s017,21,53,46
0,s017,21,52,1
0,s017,21,49,2
0,s017,21,61,2
0,s018,6,6,2196
0,s018,6,7,70
0,s018,6,4,25
0,s018,6,5,1
0,s018,6,2,44
0,s018,6,3,3
0,s018,6,14,18
0,s018,6,15,1
0,s018,6,12,1
0,s018,6,22,43
0,s018,6,20,1
0,s018,6,18,2
0,s018,6,30,1
0,s018,6,38,39
0,s018,6,39,4
0,s018,6,54,1
0,s019,59,59,2083
0,s019,59,58,77
0,s019,59,57,16
0,s019,59,56,1
0,s019,59,63,53
0,s019,59,62,2
0,s019,59,61,3
0,s019,59,51,16
0,s019,59,50,1
0,s019,59,49,1
0,s019,59,55,1
0,s019,59,43,41
0,s019,59,42,3
0,s019,59,41,1
0,s019,59,47,4
0,s019,59,27,46
0,s019,59,26,2
0,s019,59,24,1
0,s019,59,31,2
0,s019,59,19,1
0,s019,59,11,1
0,s020,42,42,2148
0,s020,42,43,80
0,s020,42,40,34
0,s020,42,41,1
0,s020,42,46,58
0,s020,42,47,2
0,s020,42,44,1
0,s020,42,34,29
0,s020,42,32,1
0,s020,42,58,48
0,s020,42,56,1
0,s020,42,62,2
0,s020,42,10,56
0,s020,42,11,3
0,s020,42,8,1
0,s020,42,26,1
0,s021,52,52,2242
0,s021,52,53,55
0,s021,52,54,23
0,s021,52,48,53
0,s021,52,49,2
0,s021,52,50,1
0,s021,52,60,24
0,s021,52,61,3
0,s021,52,36,44
0,s021,52,37,1
0,s021,52,32,2
0,s021,52,20,48
0,s021,52,21,1
0,s021,52,4,1
0,s022,12,12,2060
0,s022,12,13,72
0,s022,12,14,30
0,s022,12,8,55
0,s022,12,9,2
0,s022,12,10,2
0,s022,12,4,24
0,s022,12,5,1
0,s022,12,6,2
0,s022,12,28,48
0,s022,12,29,1
0,s022,12,24,2
0,s022,12,44,51
0,s023,52,52,2090
0,s023,52,53,78
0,s023,52,54,23
0,s023,52,48,54
0,s023,52,49,2
0,s023,52,50,1
0,s023,52,60,21
0,s023,52,61,1
0,s023,52,56,1
0,s023,52,36,38
0,s023,52,37,1
0,s023,52,38,2
0,s023,52,32,1
0,s023,52,20,44
0,s023,52,21,2
0,s023,52,16,1
0,s023,52,29,1
0,s023,52,4,1
0,s024,63,63,2260
0,s024,63,62,79
0,s024,63,61,25
0,s024,63,59,54
0,s024,63,58,3
0,s024,63,57,1
0,s024,63,55,27
0,s024,63,53,1
0,s024,63,47,50
0,s024,63,46,1
0,s024,63,45,1
0,s024,63,43,1
0,s024,63,31,49
0,s024,63,30,1
0,s024,63,27,1
0,s025,53,53,2217
0,s025,53,52,61
0,s025,53,55,23
0,s025,53,54,1
0,s025,53,49,48
0,s025,53,48,1
0,s025,53,51,1
0,s025,53,61,31
0,s025,53,57,1
0,s025,53,37,47
0,s025,53,36,2
0,s025,53,33,1
0,s025,53,45,1
0,s025,53,21,65
0,s025,53,17,1
0,s025,53,29,1
0,s026,23,23,2110
0,s026,23,22,78
0,s026,23,21,28
0,s026,23,19,62
0,s026,23,18,1
0,s026,23,17,1
0,s026,23,31,21
0,s026,23,30,2
0,s026,23,27,1
0,s026,23,7,30
0,s026,23,6,1
0,s026,23,5,2
0,s026,23,3,1
0,s026,23,55,41
0,s026,23,54,1
0,s026,23,51,2
0,s026,23,39,3
0,s027,61,61,2194
0,s027,61,60,72
0,s027,61,63,24
0,s027,61,62,1
0,s027,61,57,41
0,s027,61,56,1
0,s027,61,59,1
0,s027,61,53,26
0,s027,61,49,1
0,s027,61,45,35
0,s027,61,47,1
0,s027,61,29,55
0,s027,61,28,1
0,s027,61,31,1
0,s027,61,25,1
0,s027,61,13,3
0,s028,43,43,2347
0,s028,43,42,78
0,s028,43,41,20
0,s028,43,47,49
0,s028,43,45,1
0,s028,43,35,23
0,s028,43,34,1
0,s028,43,59,38
0,s028,43,58,4
0,s028,43,63,1
0,s028,43,11,48
0,s028,43,10,2
0,s028,43,9,1
0,s028,43,3,2
0,s028,43,2,1
0,s029,37,37,2294
0,s029,37,36,77
0,s029,37,39,22
0,s029,37,33,66
0,s029,37,32,2
0,s029,37,45,20
0,s029,37,53,51
0,s029,37,52,3
0,s029,37,61,1
0,s029,37,5,39
0,s029,37,4,2
0,s029,37,1,3
0,s030,41,41,2145
0,s030,41,40,81
0,s030,41,43,25
0,s030,41,45,49
0,s030,41,44,1
0,s030,41,47,1
0,s030,41,33,24
0,s030,41,57,49
0,s030,41,56,1
0,s030,41,61,2
0,s030,41,49,1
0,s030,41,9,46
0,s030,41,8,1
0,s030,41,11,2
0,s030,41,13,1
0,s030,41,25,2
0,s030,41,29,1
0,s031,16,16,2190
0,s031,16,17,70
0,s031,16,18,32
0,s031,16,19,2
0,s031,16,20,52
0,s031,16,21,2
0,s031,16,24,21
0,s031,16,25,1
0,s031,16,0,50
0,s031,16,1,1
0,s031,16,2,2
0,s031,16,4,1
0,s031,16,8,1
0,s031,16,48,37
0,s031,16,49,2
0,s031,16,50,1
0,s031,16,52,1
0,s031,16,56,1
0,s032,37,37,2153
0,s032,37,36,87
0,s032,37,39,22
0,s032,37,38,1
0,s032,37,33,54
0,s032,37,32,2
0,s032,37,45,24
0,s032,37,44,1
0,s032,37,47,1
0,s032,37,41,1
0,s032,37,53,41
0,s032,37,55,1
0,s032,37,49,2
0,s032,37,61,1
0,s032,37,5,44
0,s032,37,4,1
0,s032,37,21,1
0,s033,40,40,2168
0,s033,40,41,68
0,s033,40,42,36
0,s033,40,44,46
0,s033,40,45,1
0,s033,40,32,28
0,s033,40,36,2
0,s033,40,56,45
0,s033,40,57,1
0,s033,40,8,30
0,s033,40,9,2
0,s033,40,10,1
0,s033,40,12,2
0,s033,40,0,1
0,s033,40,24,1
0,s034,57,57,2217
0,s034,57,56,78
0,s034,57,59,39
0,s034,57,58,1
0,s034,57,61,51
0,s034,57,60,4
0,s034,57,63,1
0,s034,57,49,21
0,s034,57,41,44
0,s034,57,40,1
0,s034,57,45,2
0,s034,57,33,1
0,s034,57,25,50
0,s034,57,27,1
0,s034,57,29,1
0,s034,57,9,2
0,s035,0,0,2150
0,s035,0,1,76
0,s035,0,2,24
0,s035,0,3,2
0,s035,0,4,48
0,s035,0,6,1
0,s035,0,8,20
0,s035,0,9,1
0,s035,0,12,1
0,s035,0,16,39
0,s035,0,17,5
0,s035,0,32,51
0,s035,0,36,1
0,s035,0,40,1
0,s035,0,48,3
0,s036,25,25,2112
0,s036,25,24,68
0,s036,25,27,23
0,s036,25,26,1
0,s036,25,29,49
0,s036,25,28,2
0,s036,25,31,1
0,s036,25,17,23
0,s036,25,21,1
0,s036,25,9,36
0,s036,25,8,1
0,s036,25,13,1
0,s036,25,57,55
0,s036,25,56,2
0,s037,10,10,2137
0,s037,10,11,70
0,s037,10,8,30
0,s037,10,9,1
0,s037,10,14,60
0,s037,10,15,2
0,s037,10,2,30
0,s037,10,3,1
0,s037,10,26,47
0,s037,10,27,1
0,s037,10,30,2
0,s037,10,18,1
0,s037,10,42,47
0,s037,10,43,1
0,s037,10,40,1
0,s037,10,46,2
0,s037,10,58,2
1,s000,63,63,1608
1,s000,63,62,118
1,s000,63,61,58
1,s000,63,60,6
1,s000,63,59,106
1,s000,63,58,9
1,s000,63,57,7
1,s000,63,56,3
1,s000,63,55,82
1,s000,63,54,10
1,s000,63,53,3
1,s000,63,52,1
1,s000,63,51,8
1,s000,63,49,1
1,s000,63,47,112
1,s000,63,46,7
1,s000,63,45,12
1,s000,63,44,2
1,s000,63,43,7
1,s000,63,42,1
1,s000,63,39,7
1,s000,63,37,2
1,s000,63,36,1
1,s000,63,35,1
1,s000,63,31,122
1,s000,63,30,28
1,s000,63,29,8
1,s000,63,28,1
1,s000,63,27,4
1,s000,63,26,3
1,s000,63,25,1
1,s000,63,23,10
1,s000,63,22,3
1,s000,63,19,1
1,s000,63,15,13
1,s000,63,14,1
1,s000,63,11,1
1,s001,38,38,1793
1,s001,38,39,146
1,s001,38,36,95
1,s001,38,37,5
1,s001,38,34,140
1,s001,38,35,9
1,s001,38,32,6
1,s001,38,46,79
1,s001,38,47,12
1,s001,38,44,2
1,s001,38,42,8
1,s001,38,54,124
1,s001,38,55,6
1,s001,38,52,7
1,s001,38,53,1
1,s001,38,50,6
1,s001,38,51,1
1,s001,38,48,1
1,s001,38,49,1
1,s001,38,62,6
1,s001,38,63,1
1,s001,38,6,128
1,s001,38,7,20
1,s001,38,4,6
1,s001,38,5,1
1,s001,38,2,7
1,s001,38,3,1
1,s001,38,14,8
1,s001,38,15,3
1,s001,38,10,1
1,s001,38,22,13
1,s001,38,23,2
1,s001,38,20,2
1,s001,38,18,3
1,s001,38,29,1
1,s002,14,14,1579
1,s002,14,15,130
1,s002,14,12,100
1,s002,14,13,4
1,s002,14,10,118
1,s002,14,11,9
1,s002,14,8,9
1,s002,14,9,1
1,s002,14,6,80
1,s002,14,7,14
1,s002,14,4,3
1,s002,14,5,1
1,s002,14,2,8
1,s002,14,30,126
1,s002,14,31,12
1,s002,14,28,16
1,s002,14,29,2
1,s002,14,26,7
1,s002,14,27,3
1,s002,14,24,2
1,s002,14,25,1
1,s002,14,22,4
1,s002,14,20,1
1,s002,14,46,125
1,s002,14,47,23
1,s002,14,44,6
1,s002,14,45,1
1,s002,14,42,10
1,s002,14,43,1
1,s002,14,38,5
1,s002,14,39,2
1,s002,14,62,10
1,s002,14,60,1
1,s002,14,61,1
1,s002,14,58,2
1,s002,14,54,1
1,s002,14,52,1
1,s003,32,32,1694
1,s003,32,33,120
1,s003,32,34,81
1,s003,32,35,7
1,s003,32,36,132
1,s003,32,37,15
1,s003,32,38,5
1,s003,32,39,1
1,s003,32,40,92
1,s003,32,41,14
1,s003,32,42,8
1,s003,32,44,7
1,s003,32,45,1
1,s003,32,48,107
1,s003,32,49,7
1,s003,32,50,12
1,s003,32,51,1
1,s003,32,52,12
1,s003,32,54,1
1,s003,32,56,7
1,s003,32,60,1
1,s003,32,62,1
1,s003,32,0,133
1,s003,32,1,13
1,s003,32,2,8
1,s003,32,4,8
1,s003,32,5,1
1,s003,32,8,9
1,s003,32,9,2
1,s003,32,13,1
1,s003,32,16,8
1,s003,32,17,1
1,s003,32,18,3
1,s003,32,19,1
1,s003,32,20,1
1,s003,32,21,1
1,s004,20,20,1785
1,s004,20,21,137
1,s004,20,22,88
1,s004,20,23,6
1,s004,20,16,134
1,s004,20,17,11
1,s004,20,18,13
1,s004,20,19,1
1,s004,20,28,94
1,s004,20,29,11
1,s004,20,30,8
1,s004,20,31,4
1,s004,20,24,3
1,s004,20,26,1
1,s004,20,4,119
1,s004,20,5,10
1,s004,20,6,16
1,s004,20,7,2
1,s004,20,0,5
1,s004,20,2,1
1,s004,20,12,2
1,s004,20,8,1
1,s004,20,52,132
1,s004,20,53,13
1,s004,20,54,2
1,s004,20,55,1
1,s004,20,48,8
1,s004,20,49,1
1,s004,20,50,2
1,s004,20,60,5
1,s004,20,61,6
1,s004,20,36,10
1,s004,20,38,5
1,s004,20,33,1
1,s004,20,45,1
1,s005,49,49,1656
1,s005,49,48,116
1,s005,49,51,89
1,s005,49,50,6
1,s005,49,53,106
1,s005,49,52,8
1,s005,49,55,6
1,s005,49,54,2
1,s005,49,57,70
1,s005,49,56,11
1,s005,49,59,1
1,s005,49,61,7
1,s005,49,33,144
1,s005,49,32,7
1,s005,49,35,12
1,s005,49,34,2
1,s005,49,37,7
1,s005,49,39,2
1,s005,49,41,5
1,s005,49,40,2
1,s005,49,43,2
1,s005,49,42,1
1,s005,49,17,125
1,s005,49,16,23
1,s005,49,19,7
1,s005,49,21,9
1,s005,49,23,1
1,s005,49,22,1
1,s005,49,25,8
1,s005,49,24,4
1,s005,49,27,1
1,s005,49,29,2
1,s005,49,1,15
1,s005,49,0,2
1,s005,49,3,2
1,s005,49,5,1
1,s005,49,4,1
1,s005,49,13,1
1,s006,49,49,1643
1,s006,49,48,94
1,s006,49,51,82
1,s006,49,50,4
1,s006,49,53,114
1,s006,49,52,9
1,s006,49,55,5
1,s006,49,57,86
1,s006,49,56,8
1,s006,49,59,5
1,s006,49,58,1
1,s006,49,61,4
1,s006,49,33,113
1,s006,49,32,10
1,s006,49,35,17
1,s006,49,34,1
1,s006,49,37,11
1,s006,49,36,1
1,s006,49,39,1
1,s006,49,38,1
1,s006,49,41,9
1,s006,49,43,1
1,s006,49,42,1
1,s006,49,45,1
1,s006,49,17,112
1,s006,49,16,18
1,s006,49,19,3
1,s006,49,21,12
1,s006,49,20,1
1,s006,49,25,2
1,s006,49,24,1
1,s006,49,1,7
1,s006,49,0,2
1,s006,49,5,1
1,s007,6,6,1687
1,s007,6,7,121
1,s007,6,4,82
1,s007,6,5,4
1,s007,6,2,125
1,s007,6,3,10
1,s007,6,0,5
1,s007,6,1,1
1,s007,6,14,72
1,s007,6,15,15
1,s007,6,12,3
1,s007,6,13,1
1,s007,6,10,1
1,s007,6,8,2
1,s007,6,22,106
1,s007,6,23,5
1,s007,6,20,16
1,s007,6,21,1
1,s007,6,18,12
1,s007,6,16,1
1,s007,6,30,7
1,s007,6,31,1
1,s007,6,28,1
1,s007,6,26,1
1,s007,6,38,107
1,s007,6,39,19
1,s007,6,36,7
1,s007,6,37,2
1,s007,6,34,6
1,s007,6,35,1
1,s007,6,32,1
1,s007,6,46,9
1,s007,6,47,1
1,s007,6,42,1
1,s007,6,54,7
1,s007,6,55,2
1,s007,6,52,1
1,s007,6,50,3
1,s007,6,51,1
1,s008,36,36,1665
1,s008,36,37,119
1,s008,36,38,84
1,s008,36,39,12
1,s008,36,32,115
1,s008,36,33,8
1,s008,36,34,11
1,s008,36,35,2
1,s008,36,44,85
1,s008,36,45,5
1,s008,36,46,4
1,s008,36,47,1
1,s008,36,40,5
1,s008,36,41,1
1,s008,36,52,129
1,s008,36,53,7
1,s008,36,54,13
1,s008,36,55,3
1,s008,36,48,8
1,s008,36,60,6
1,s008,36,4,107
1,s008,36,5,16
1,s008,36,6,3
1,s008,36,7,1
1,s008,36,0,11
1,s008,36,1,1
1,s008,36,12,6
1,s008,36,13,2
1,s008,36,15,1
1,s008,36,20,14
1,s008,36,22,1
1,s009,40,40,1804
1,s009,40,41,116
1,s009,40,42,90
1,s009,40,43,8
1,s009,40,44,141
1,s009,40,45,5
1,s009,40,46,11
1,s009,40,32,92
1,s009,40,33,11
1,s009,40,34,4
1,s009,40,35,1
1,s009,40,36,4
1,s009,40,56,114
1,s009,40,57,10
1,s009,40,58,14
1,s009,40,59,1
1,s009,40,60,5
1,s009,40,62,3
1,s009,40,48,4
1,s009,40,50,2
1,s009,40,8,115
1,s009,40,9,20
1,s009,40,10,4
1,s009,40,11,2
1,s009,40,12,10
1,s009,40,13,2
1,s009,40,14,1
1,s009,40,0,5
1,s009,40,1,2
1,s009,40,4,1
1,s009,40,24,9
1,s009,40,25,2
1,s009,40,26,1
1,s009,40,28,4
1,s009,40,29,1
1,s009,40,18,1
1,s010,50,50,1782
1,s010,50,51,126
1,s010,50,48,73
1,s010,50,49,3
1,s010,50,54,138
1,s010,50,55,4
1,s010,50,52,10
1,s010,50,53,2
1,s010,50,58,85
1,s010,50,59,13
1,s010,50,56,5
1,s010,50,57,2
1,s010,50,62,4
1,s010,50,60,1
1,s010,50,34,129
1,s010,50,35,11
1,s010,50,32,17
1,s010,50,38,6
1,s010,50,39,2
1,s010,50,36,3
1,s010,50,42,8
1,s010,50,40,2
1,s010,50,18,126
1,s010,50,19,23
1,s010,50,16,4
1,s010,50,17,3
1,s010,50,22,11
1,s010,50,23,2
1,s010,50,26,6
1,s010,50,27,2
1,s010,50,30,1
1,s010,50,2,14
1,s010,50,3,1
1,s010,50,6,1
1,s010,50,10,3
1,s011,6,6,1692
1,s011,6,7,115
1,s011,6,4,81
1,s011,6,5,3
1,s011,6,2,128
1,s011,6,3,9
1,s011,6,0,9
1,s011,6,14,96
1,s011,6,15,15
1,s011,6,12,4
1,s011,6,13,1
1,s011,6,10,7
1,s011,6,11,2
1,s011,6,8,1
1,s011,6,22,132
1,s011,6,23,11
1,s011,6,20,22
1,s011,6,21,4
1,s011,6,18,4
1,s011,6,19,1
1,s011,6,17,1
1,s011,6,30,7
1,s011,6,38,112
1,s011,6,39,22
1,s011,6,36,8
1,s011,6,34,9
1,s011,6,35,1
1,s011,6,32,1
1,s011,6,46,4
1,s011,6,47,2
1,s011,6,44,1
1,s011,6,42,1
1,s011,6,54,15
1,s011,6,55,2
1,s011,6,52,2
1,s011,6,50,1
1,s012,55,55,1814
1,s012,55,54,111
1,s012,55,53,72
1,s012,55,52,10
1,s012,55,51,129
1,s012,55,50,13
1,s012,55,49,5
1,s012,55,48,1
1,s012,55,63,86
1,s012,55,62,10
1,s012,55,61,3
1,s012,55,59,7
1,s012,55,57,1
1,s012,55,39,126
1,s012,55,38,11
1,s012,55,37,17
1,s012,55,35,10
1,s012,55,33,2
1,s012,55,47,3
1,s012,55,46,1
1,s012,55,45,2
1,s012,55,44,1
1,s012,55,23,126
1,s012,55,22,21
1,s012,55,21,3
1,s012,55,20,1
1,s012,55,19,12
1,s012,55,18,2
1,s012,55,31,3
1,s012,55,30,1
1,s012,55,7,9
1,s012,55,6,1
1,s012,55,5,2
1,s012,55,4,1
1,s012,55,3,2
1,s012,55,15,1
1,s013,4,4,1752
1,s013,4,5,119
1,s013,4,6,70
1,s013,4,7,5
1,s013,4,0,125
1,s013,4,1,10
1,s013,4,2,2
1,s013,4,3,1
1,s013,4,12,84
1,s013,4,13,12
1,s013,4,14,6
1,s013,4,8,8
1,s013,4,9,2
1,s013,4,10,1
1,s013,4,20,133
1,s013,4,21,8
1,s013,4,22,15
1,s013,4,16,7
1,s013,4,17,3
1,s013,4,18,1
1,s013,4,28,9
1,s013,4,29,2
1,s013,4,36,154
1,s013,4,37,24
1,s013,4,38,7
1,s013,4,39,1
1,s013,4,32,14
1,s013,4,33,1
1,s013,4,44,11
1,s013,4,45,3
1,s013,4,46,2
1,s013,4,40,1
1,s013,4,52,11
1,s013,4,53,2
1,s013,4,54,1
1,s013,4,48,1
1,s013,4,60,1
1,s013,4,61,1
1,s013,4,56,1
1,s014,39,39,1732
1,s014,39,38,128
1,s014,39,37,81
1,s014,39,36,9
1,s014,39,35,133
1,s014,39,34,1
1,s014,39,33,7
1,s014,39,32,1
1,s014,39,47,100
1,s014,39,46,10
1,s014,39,45,2
1,s014,39,43,8
1,s014,39,42,1
1,s014,39,55,127
1,s014,39,54,10
1,s014,39,53,12
1,s014,39,52,3
1,s014,39,51,14
1,s014,39,49,3
1,s014,39,63,5
1,s014,39,61,1
1,s014,39,7,127
1,s014,39,6,20
1,s014,39,5,5
1,s014,39,4,2
1,s014,39,3,12
1,s014,39,1,1
1,s014,39,15,7
1,s014,39,14,2
1,s014,39,13,2
1,s014,39,23,15
1,s014,39,22,2
1,s014,39,21,1
1,s014,39,30,1
1,s015,6,6,1741
1,s015,6,7,125
1,s015,6,4,85
1,s015,6,5,5
1,s015,6,2,141
1,s015,6,3,15
1,s015,6,0,11
1,s015,6,1,2
1,s015,6,14,81
1,s015,6,15,5
1,s015,6,12,5
1,s015,6,13,1
1,s015,6,10,5
1,s015,6,11,2
1,s015,6,22,146
1,s015,6,23,11
1,s015,6,20,14
1,s015,6,21,2
1,s015,6,18,11
1,s015,6,30,6
1,s015,6,31,1
1,s015,6,38,105
1,s015,6,39,15
1,s015,6,36,6
1,s015,6,37,1
1,s015,6,34,7
1,s015,6,35,2
1,s015,6,32,2
1,s015,6,46,11
1,s015,6,47,2
1,s015,6,44,1
1,s015,6,42,1
1,s015,6,54,13
1,s015,6,55,2
1,s015,6,52,1
1,s015,6,50,2
1,s016,62,62,1757
1,s016,62,63,119
1,s016,62,60,90
1,s016,62,61,4
1,s016,62,58,125
1,s016,62,59,11
1,s016,62,56,4
1,s016,62,54,103
1,s016,62,55,7
1,s016,62,52,4
1,s016,62,53,1
1,s016,62,50,9
1,s016,62,48,2
1,s016,62,46,128
1,s016,62,47,9
1,s016,62,44,11
1,s016,62,45,2
1,s016,62,42,12
1,s016,62,40,1
1,s016,62,38,4
1,s016,62,39,1
1,s016,62,36,3
1,s016,62,30,134
1,s016,62,31,24
1,s016,62,28,7
1,s016,62,29,4
1,s016,62,26,7
1,s016,62,27,3
1,s016,62,24,1
1,s016,62,22,3
1,s016,62,23,5
1,s016,62,14,7
1,s016,62,15,1
1,s016,62,12,1
1,s017,52,52,1744
1,s017,52,53,110
1,s017,52,54,92
1,s017,52,55,11
1,s017,52,48,113
1,s017,52,49,12
1,s017,52,50,8
1,s017,52,51,1
1,s017,52,60,84
1,s017,52,61,7
1,s017,52,62,2
1,s017,52,56,2
1,s017,52,57,1
1,s017,52,58,1
1,s017,52,36,122
1,s017,52,37,7
1,s017,52,38,20
1,s017,52,39,4
1,s017,52,32,7
1,s017,52,33,1
1,s017,52,34,1
1,s017,52,44,9
1,s017,52,46,1
1,s017,52,40,1
1,s017,52,43,1
1,s017,52,20,125
1,s017,52,21,17
1,s017,52,22,6
1,s017,52,23,2
1,s017,52,16,11
1,s017,52,18,1
1,s017,52,19,2
1,s017,52,28,5
1,s017,52,29,4
1,s017,52,30,1
1,s017,52,4,7
1,s017,52,5,2
1,s017,52,6,2
1,s017,52,2,1
1,s018,23,23,1781
1,s018,23,22,133
1,s018,23,21,72
1,s018,23,20,10
1,s018,23,19,131
1,s018,23,18,5
1,s018,23,17,6
1,s018,23,31,80
1,s018,23,30,14
1,s018,23,29,3
1,s018,23,27,6
1,s018,23,7,119
1,s018,23,6,10
1,s018,23,5,9
1,s018,23,4,2
1,s018,23,3,6
1,s018,23,2,2
1,s018,23,1,1
1,s018,23,15,5
1,s018,23,13,2
