length,sequence_id,target_mask,observed_mask,count
1,s003,94,92,90
1,s003,94,93,8
1,s003,94,90,114
1,s003,94,91,6
1,s003,94,88,4
1,s003,94,89,1
1,s003,94,86,123
1,s003,94,87,7
1,s003,94,84,6
1,s003,94,82,3
1,s003,94,78,84
1,s003,94,79,8
1,s003,94,76,2
1,s003,94,77,2
1,s003,94,74,6
1,s003,94,75,2
1,s003,94,70,3
1,s003,94,66,1
1,s003,94,126,128
1,s003,94,127,6
1,s003,94,124,16
1,s003,94,125,1
1,s003,94,122,9
1,s003,94,118,16
1,s003,94,119,1
1,s003,94,110,7
1,s003,94,111,1
1,s003,94,106,2
1,s003,94,30,113
1,s003,94,31,18
1,s003,94,28,2
1,s003,94,29,3
1,s003,94,26,11
1,s003,94,27,3
1,s003,94,24,1
1,s003,94,22,12
1,s003,94,23,4
1,s003,94,18,3
1,s003,94,14,9
1,s003,94,10,1
1,s003,94,6,1
1,s003,94,62,10
1,s003,94,60,1
1,s003,94,54,1
1,s003,94,46,2
1,s003,94,45,1
1,s004,74,74,1670
1,s004,74,75,118
1,s004,74,72,91
1,s004,74,73,6
1,s004,74,78,81
1,s004,74,79,10
1,s004,74,76,5
1,s004,74,66,123
1,s004,74,67,7
1,s004,74,64,4
1,s004,74,70,8
1,s004,74,71,1
1,s004,74,68,1
1,s004,74,90,94
1,s004,74,91,6
1,s004,74,88,4
1,s004,74,89,1
1,s004,74,94,4
1,s004,74,93,1
1,s004,74,82,4
1,s004,74,106,124
1,s004,74,107,16
1,s004,74,104,8
1,s004,74,105,2
1,s004,74,110,8
1,s004,74,98,7
1,s004,74,96,1
1,s004,74,122,7
1,s004,74,126,1
1,s004,74,10,130
1,s004,74,11,27
1,s004,74,8,4
1,s004,74,9,1
1,s004,74,14,18
1,s004,74,15,2
1,s004,74,2,7
1,s004,74,3,2
1,s004,74,0,1
1,s004,74,6,3
1,s004,74,26,7
1,s004,74,27,2
1,s004,74,30,3
1,s004,74,31,1
1,s004,74,42,9
1,s004,74,43,1
1,s004,74,47,1
1,s004,74,32,1
1,s004,74,58,1
1,s005,113,113,1721
1,s005,113,112,125
1,s005,113,115,69
1,s005,113,114,4
1,s005,113,117,92
1,s005,113,116,2
1,s005,113,119,2
1,s005,113,121,119
1,s005,113,120,6
1,s005,113,123,6
1,s005,113,122,1
1,s005,113,125,5
1,s005,113,126,1
1,s005,113,97,96
1,s005,113,96,5
1,s005,113,99,6
1,s005,113,101,7
1,s005,113,103,1
1,s005,113,105,10
1,s005,113,81,123
1,s005,113,80,7
1,s005,113,83,14
1,s005,113,85,8
1,s005,113,84,1
1,s005,113,87,1
1,s005,113,86,1
1,s005,113,89,9
1,s005,113,91,1
1,s005,113,65,6
1,s005,113,64,1
1,s005,113,67,1
1,s005,113,69,1
1,s005,113,71,1
1,s005,113,73,1
1,s005,113,49,112
1,s005,113,48,29
1,s005,113,51,7
1,s005,113,50,2
1,s005,113,53,9
1,s005,113,52,2
1,s005,113,57,6
1,s005,113,56,2
1,s005,113,61,2
1,s005,113,33,1
1,s005,113,35,1
1,s005,113,34,1
1,s005,113,17,12
1,s005,113,16,1
1,s005,113,1,3
1,s006,111,111,1725
1,s006,111,110,114
1,s006,111,109,84
1,s006,111,108,5
1,s006,111,107,95
1,s006,111,106,13
1,s006,111,105,4
1,s006,111,103,102
1,s006,111,102,7
1,s006,111,101,8
1,s006,111,99,6
1,s006,111,127,73
1,s006,111,126,9
1,s006,111,125,1
1,s006,111,124,1
1,s006,111,122,1
1,s006,111,119,4
1,s006,111,118,1
1,s006,111,117,1
1,s006,111,79,140
1,s006,111,78,7
1,s006,111,77,10
1,s006,111,75,9
1,s006,111,71,10
1,s006,111,69,1
1,s006,111,65,1
1,s006,111,95,6
1,s006,111,93,1
1,s006,111,87,2
1,s006,111,86,1
1,s006,111,47,141
1,s006,111,46,27
1,s006,111,45,7
1,s006,111,44,4
1,s006,111,43,9
1,s006,111,42,5
1,s006,111,41,2
1,s006,111,40,1
1,s006,111,39,8
1,s006,111,37,1
1,s006,111,34,1
1,s006,111,63,10
1,s006,111,62,1
1,s006,111,61,1
1,s006,111,15,8
1,s006,111,14,2
1,s006,111,13,1
1,s006,111,12,1
1,s006,111,11,2
1,s006,111,10,1
1,s007,40,40,1677
1,s007,40,41,103
1,s007,40,42,94
1,s007,40,43,13
1,s007,40,44,88
1,s007,40,45,10
1,s007,40,46,7
1,s007,40,32,115
1,s007,40,33,7
1,s007,40,34,8
1,s007,40,36,6
1,s007,40,37,1
1,s007,40,38,2
1,s007,40,56,72
1,s007,40,57,7
1,s007,40,58,2
1,s007,40,61,1
1,s007,40,62,1
1,s007,40,48,6
1,s007,40,49,2
1,s007,40,52,1
1,s007,40,8,114
1,s007,40,9,11
1,s007,40,10,12
1,s007,40,12,5
1,s007,40,14,1
1,s007,40,0,11
1,s007,40,1,1
1,s007,40,2,2
1,s007,40,24,8
1,s007,40,26,1
1,s007,40,28,1
1,s007,40,16,3
1,s007,40,104,121
1,s007,40,105,20
1,s007,40,106,3
1,s007,40,107,2
1,s007,40,108,8
1,s007,40,110,2
1,s007,40,96,6
1,s007,40,97,1
1,s007,40,98,1
1,s007,40,99,1
1,s007,40,100,1
1,s007,40,101,1
1,s007,40,120,7
1,s007,40,122,1
1,s007,40,124,2
1,s007,40,72,11
1,s007,40,74,1
1,s007,40,90,1
1,s007,40,92,1
1,s008,82,82,1668
1,s008,82,83,122
1,s008,82,80,87
1,s008,82,81,4
1,s008,82,86,98
1,s008,82,87,6
1,s008,82,84,6
1,s008,82,90,122
1,s008,82,91,7
1,s008,82,88,3
1,s008,82,94,3
1,s008,82,95,1
1,s008,82,92,2
1,s008,82,66,99
1,s008,82,67,6
1,s008,82,64,1
1,s008,82,65,1
1,s008,82,70,3
1,s008,82,74,3
1,s008,82,114,115
1,s008,82,115,10
1,s008,82,112,10
1,s008,82,118,5
1,s008,82,122,11
1,s008,82,123,3
1,s008,82,98,8
1,s008,82,96,1
1,s008,82,97,1
1,s008,82,18,122
1,s008,82,19,22
1,s008,82,16,11
1,s008,82,17,1
1,s008,82,22,11
1,s008,82,23,3
1,s008,82,20,1
1,s008,82,26,7
1,s008,82,27,1
1,s008,82,30,1
1,s008,82,2,10
1,s008,82,0,1
1,s008,82,6,2
1,s008,82,50,10
1,s008,82,48,1
1,s008,82,54,1
1,s008,82,58,1
1,s008,82,59,2
1,s009,115,115,1760
1,s009,115,114,104
1,s009,115,113,86
1,s009,115,112,6
1,s009,115,119,100
1,s009,115,118,4
1,s009,115,117,7
1,s009,115,123,135
1,s009,115,122,8
1,s009,115,121,10
1,s009,115,120,1
1,s009,115,127,8
1,s009,115,125,1
1,s009,115,99,101
1,s009,115,98,6
1,s009,115,97,3
1,s009,115,103,1
1,s009,115,107,6
1,s009,115,83,135
1,s009,115,82,11
1,s009,115,81,13
1,s009,115,80,2
1,s009,115,87,4
1,s009,115,86,1
1,s009,115,85,3
1,s009,115,84,1
1,s009,115,91,11
1,s009,115,94,1
1,s009,115,67,5
1,s009,115,65,2
1,s009,115,51,126
1,s009,115,50,24
1,s009,115,49,6
1,s009,115,48,1
1,s009,115,55,18
1,s009,115,54,2
1,s009,115,53,1
1,s009,115,52,1
1,s009,115,59,7
1,s009,115,58,1
1,s009,115,63,2
1,s009,115,35,8
1,s009,115,34,1
1,s009,115,32,1
1,s009,115,43,2
1,s009,115,19,2
1,s009,115,18,3
1,s009,115,17,1
1,s009,115,23,1
1,s009,115,22,1
1,s009,115,20,1
1,s009,115,27,1
1,s009,115,26,1
1,s010,93,93,1643
1,s010,93,92,139
1,s010,93,95,92
1,s010,93,94,3
1,s010,93,89,92
1,s010,93,88,10
1,s010,93,91,6
1,s010,93,90,1
1,s010,93,85,108
1,s010,93,84,14
1,s010,93,87,4
1,s010,93,86,1
1,s010,93,81,6
1,s010,93,77,104
1,s010,93,76,8
1,s010,93,79,5
1,s010,93,78,1
1,s010,93,73,4
1,s010,93,69,5
1,s010,93,125,140
1,s010,93,124,12
1,s010,93,127,20
1,s010,93,126,1
1,s010,93,121,4
1,s010,93,120,1
1,s010,93,123,1
1,s010,93,122,1
1,s010,93,117,10
1,s010,93,116,1
1,s010,93,119,1
1,s010,93,112,1
1,s010,93,109,2
1,s010,93,105,1
1,s010,93,101,2
1,s010,93,29,124
1,s010,93,28,22
1,s010,93,31,7
1,s010,93,30,2
1,s010,93,25,13
1,s010,93,21,14
1,s010,93,20,1
1,s010,93,23,1
1,s010,93,16,1
1,s010,93,13,5
1,s010,93,12,1
1,s010,93,9,1
1,s010,93,5,1
1,s010,93,61,13
1,s010,93,60,1
1,s010,93,45,1
1,s010,93,41,1
1,s011,59,59,1770
1,s011,59,58,128
1,s011,59,57,117
1,s011,59,56,11
1,s011,59,63,102
1,s011,59,62,9
1,s011,59,61,4
1,s011,59,51,123
1,s011,59,50,12
1,s011,59,49,7
1,s011,59,48,3
1,s011,59,55,9
1,s011,59,53,1
1,s011,59,43,99
1,s011,59,42,3
1,s011,59,41,4
1,s011,59,40,1
1,s011,59,47,4
1,s011,59,35,2
1,s011,59,27,140
1,s011,59,26,7
1,s011,59,25,12
1,s011,59,31,8
1,s011,59,30,1
1,s011,59,19,9
1,s011,59,18,2
1,s011,59,17,1
1,s011,59,11,10
1,s011,59,15,1
1,s011,59,123,110
1,s011,59,122,22
1,s011,59,121,8
1,s011,59,120,1
1,s011,59,127,10
1,s011,59,126,3
1,s011,59,125,1
1,s011,59,115,12
1,s011,59,114,1
1,s011,59,107,7
1,s011,59,106,1
1,s011,59,105,2
1,s011,59,111,1
1,s011,59,91,8
1,s011,59,90,1
1,s011,59,95,1
1,s011,59,94,1
1,s011,59,83,1
1,s011,59,75,1
1,s012,43,43,1761
1,s012,43,42,120
1,s012,43,41,85
1,s012,43,40,5
1,s012,43,47,100
1,s012,43,46,7
1,s012,43,45,5
1,s012,43,44,1
1,s012,43,35,133
1,s012,43,34,5
1,s012,43,33,3
1,s012,43,32,1
1,s012,43,39,6
1,s012,43,38,1
1,s012,43,59,98
1,s012,43,58,10
1,s012,43,57,5
1,s012,43,63,7
1,s012,43,62,2
1,s012,43,51,13
1,s012,43,55,1
1,s012,43,11,139
1,s012,43,10,5
1,s012,43,9,15
1,s012,43,8,1
1,s012,43,15,7
1,s012,43,14,1
1,s012,43,13,1
1,s012,43,3,17
1,s012,43,2,2
1,s012,43,1,3
1,s012,43,27,5
1,s012,43,26,2
1,s012,43,25,1
1,s012,43,31,2
1,s012,43,21,1
1,s012,43,107,150
1,s012,43,106,27
1,s012,43,105,6
1,s012,43,111,17
1,s012,43,110,3
1,s012,43,99,8
1,s012,43,98,1
1,s012,43,103,1
1,s012,43,123,5
1,s012,43,122,2
1,s012,43,75,12
1,s012,43,74,4
1,s012,43,73,1
1,s012,43,72,1
1,s012,43,91,1
1,s013,101,101,1762
1,s013,101,100,130
1,s013,101,103,83
1,s013,101,102,5
1,s013,101,97,112
1,s013,101,96,5
1,s013,101,99,12
1,s013,101,98,1
1,s013,101,109,111
1,s013,101,108,12
1,s013,101,111,7
1,s013,101,105,6
1,s013,101,107,1
1,s013,101,117,109
1,s013,101,116,9
1,s013,101,119,3
1,s013,101,113,3
1,s013,101,115,2
1,s013,101,125,8
1,s013,101,124,1
1,s013,101,69,156
1,s013,101,68,16
1,s013,101,71,14
1,s013,101,65,9
1,s013,101,67,1
1,s013,101,77,11
1,s013,101,76,1
1,s013,101,79,1
1,s013,101,72,1
1,s013,101,74,1
1,s013,101,85,7
1,s013,101,84,1
1,s013,101,86,2
1,s013,101,81,1
1,s013,101,93,1
1,s013,101,37,145
1,s013,101,36,19
1,s013,101,39,3
1,s013,101,38,2
1,s013,101,33,10
1,s013,101,32,2
1,s013,101,45,14
1,s013,101,44,1
1,s013,101,47,1
1,s013,101,46,2
1,s013,101,41,2
1,s013,101,53,9
1,s013,101,52,2
1,s013,101,48,1
1,s013,101,61,1
1,s013,101,5,11
1,s013,101,4,9
1,s013,101,7,3
1,s013,101,1,2
1,s013,101,13,2
1,s013,101,21,1
1,s014,6,6,1674
1,s014,6,7,103
1,s014,6,4,77
1,s014,6,5,1
1,s014,6,2,87
1,s014,6,3,13
1,s014,6,0,9
1,s014,6,1,1
1,s014,6,14,122
1,s014,6,15,9
1,s014,6,12,3
1,s014,6,10,5
1,s014,6,22,78
1,s014,6,23,10
1,s014,6,20,2
1,s014,6,18,4
1,s014,6,16,1
1,s014,6,30,5
1,s014,6,38,117
1,s014,6,39,9
1,s014,6,36,16
1,s014,6,37,1
1,s014,6,34,8
1,s014,6,35,1
1,s014,6,32,1
1,s014,6,46,12
1,s014,6,47,4
1,s014,6,44,2
1,s014,6,54,10
1,s014,6,62,1
1,s014,6,70,100
1,s014,6,71,21
1,s014,6,68,8
1,s014,6,69,1
1,s014,6,66,9
1,s014,6,67,3
1,s014,6,64,2
1,s014,6,78,13
1,s014,6,79,1
1,s014,6,74,1
1,s014,6,86,2
1,s014,6,87,2
1,s014,6,84,1
1,s014,6,82,2
1,s014,6,102,9
1,s014,6,103,2
1,s014,6,100,1
1,s014,6,101,1
1,s014,6,98,2
1,s015,91,91,1746
1,s015,91,90,145
1,s015,91,89,96
1,s015,91,88,7
1,s015,91,95,102
1,s015,91,94,7
1,s015,91,93,8
1,s015,91,83,133
1,s015,91,82,8
1,s015,91,81,9
1,s015,91,87,7
1,s015,91,75,84
1,s015,91,74,10
1,s015,91,73,8
1,s015,91,72,1
1,s015,91,79,3
1,s015,91,67,8
1,s015,91,123,119
1,s015,91,122,11
1,s015,91,121,8
1,s015,91,127,5
1,s015,91,125,1
1,s015,91,115,16
1,s015,91,114,2
1,s015,91,113,1
1,s015,91,107,10
1,s015,91,106,3
1,s015,91,111,1
1,s015,91,27,129
1,s015,91,26,19
1,s015,91,25,7
1,s015,91,24,2
1,s015,91,31,7
1,s015,91,30,2
1,s015,91,29,1
1,s015,91,28,1
1,s015,91,19,7
1,s015,91,18,1
1,s015,91,22,1
1,s015,91,11,6
1,s015,91,10,2
1,s015,91,15,1
1,s015,91,3,1
1,s015,91,59,14
1,s015,91,58,2
1,s015,91,56,1
1,s015,91,63,1
1,s015,91,51,2
1,s015,91,43,1
1,s016,39,39,1809
1,s016,39,38,118
1,s016,39,37,82
1,s016,39,36,5
1,s016,39,35,88
1,s016,39,34,10
1,s016,39,33,7
1,s016,39,47,108
1,s016,39,46,11
1,s016,39,45,8
1,s016,39,43,8
1,s016,39,55,116
1,s016,39,54,8
1,s016,39,53,9
1,s016,39,51,4
1,s016,39,63,8
1,s016,39,61,1
1,s016,39,7,149
1,s016,39,6,14
1,s016,39,5,11
1,s016,39,3,12
1,s016,39,1,1
1,s016,39,15,13
1,s016,39,14,1
1,s016,39,13,2
1,s016,39,23,9
1,s016,39,17,1
1,s016,39,103,122
1,s016,39,102,21
1,s016,39,101,3
1,s016,39,100,3
1,s016,39,99,13
1,s016,39,98,4
1,s016,39,111,7
1,s016,39,107,1
1,s016,39,104,1
1,s016,39,119,9
1,s016,39,115,2
1,s016,39,71,11
1,s016,39,70,4
1,s016,39,69,4
1,s016,39,79,1
1,s017,71,71,1682
1,s017,71,70,95
1,s017,71,69,87
1,s017,71,68,14
1,s017,71,67,89
1,s017,71,66,6
1,s017,71,65,6
1,s017,71,79,122
1,s017,71,78,7
1,s017,71,77,7
1,s017,71,75,8
1,s017,71,87,72
1,s017,71,86,9
1,s017,71,85,5
1,s017,71,83,4
1,s017,71,82,1
1,s017,71,95,8
1,s017,71,103,126
1,s017,71,102,8
1,s017,71,101,18
1,s017,71,99,7
1,s017,71,97,2
1,s017,71,111,10
1,s017,71,107,2
1,s017,71,119,10
1,s017,71,7,118
1,s017,71,6,22
1,s017,71,5,6
1,s017,71,4,2
1,s017,71,3,19
1,s017,71,2,1
1,s017,71,1,2
1,s017,71,15,7
1,s017,71,14,1
1,s017,71,13,1
1,s017,71,11,2
1,s017,71,23,10
1,s017,71,22,1
1,s017,71,39,10
1,s017,71,38,3
1,s017,71,37,1
1,s017,71,36,1
1,s017,71,35,1
1,s017,71,32,1
1,s018,123,123,1693
1,s018,123,122,109
1,s018,123,121,80
1,s018,123,120,7
1,s018,123,127,96
1,s018,123,126,4
1,s018,123,125,6
1,s018,123,124,1
1,s018,123,115,122
1,s018,123,114,13
1,s018,123,113,3
1,s018,123,112,1
1,s018,123,119,4
1,s018,123,118,1
1,s018,123,107,89
1,s018,123,106,4
1,s018,123,105,2
1,s018,123,104,2
1,s018,123,111,6
1,s018,123,110,1
1,s018,123,109,1
1,s018,123,99,4
1,s018,123,91,140
1,s018,123,90,12
1,s018,123,89,13
1,s018,123,88,1
1,s018,123,95,9
1,s018,123,83,10
1,s018,123,81,3
1,s018,123,75,7
1,s018,123,74,3
1,s018,123,59,148
1,s018,123,58,29
1,s018,123,57,6
1,s018,123,56,2
1,s018,123,63,16
1,s018,123,62,2
1,s018,123,61,4
1,s018,123,60,1
1,s018,123,51,11
1,s018,123,50,5
1,s018,123,55,1
1,s018,123,54,1
1,s018,123,43,6
1,s018,123,42,4
1,s018,123,35,2
1,s018,123,27,10
1,s018,123,25,1
1,s018,123,31,2
1,s018,123,29,2
1,s018,123,19,1
1,s018,123,15,1
1,s019,38,38,1802
1,s019,38,39,111
1,s019,38,36,89
1,s019,38,37,11
1,s019,38,34,93
1,s019,38,35,5
1,s019,38,32,8
1,s019,38,33,1
1,s019,38,46,133
1,s019,38,47,14
1,s019,38,44,14
1,s019,38,42,9
1,s019,38,43,1
1,s019,38,54,80
1,s019,38,55,6
1,s019,38,52,4
1,s019,38,50,6
1,s019,38,62,7
1,s019,38,63,1
1,s019,38,58,1
1,s019,38,6,133
1,s019,38,7,5
1,s019,38,4,17
1,s019,38,2,6
1,s019,38,3,1
1,s019,38,14,11
1,s019,38,15,1
1,s019,38,22,7
1,s019,38,20,1
1,s019,38,102,124
1,s019,38,103,26
1,s019,38,100,16
1,s019,38,98,10
1,s019,38,99,2
1,s019,38,96,1
1,s019,38,110,9
1,s019,38,108,2
1,s019,38,106,1
1,s019,38,118,8
1,s019,38,119,2
1,s019,38,114,2
1,s019,38,70,9
1,s019,38,71,3
1,s019,38,66,1
1,s019,38,86,1
1,s020,81,81,1784
1,s020,81,80,126
1,s020,81,83,89
1,s020,81,82,7
1,s020,81,85,98
1,s020,81,84,7
1,s020,81,87,4
1,s020,81,89,112
1,s020,81,88,10
1,s020,81,91,6
1,s020,81,90,2
1,s020,81,93,9
1,s020,81,65,108
1,s020,81,64,7
1,s020,81,67,2
1,s020,81,69,1
1,s020,81,71,1
1,s020,81,73,5
1,s020,81,113,160
1,s020,81,112,14
1,s020,81,115,10
1,s020,81,117,8
1,s020,81,119,1
1,s020,81,121,7
1,s020,81,120,3
1,s020,81,123,2
1,s020,81,97,4
1,s020,81,98,1
1,s020,81,101,1
1,s020,81,105,1
1,s020,81,17,120
1,s020,81,16,26
1,s020,81,19,5
1,s020,81,18,2
1,s020,81,21,18
1,s020,81,20,1
1,s020,81,25,7
1,s020,81,26,1
1,s020,81,1,5
1,s020,81,0,2
1,s020,81,4,1
1,s020,81,49,9
1,s020,81,48,1
1,s020,81,51,3
1,s020,81,50,2
1,s020,81,56,1
1,s020,81,61,2
1,s020,81,33,1
1,s021,66,66,1724
1,s021,66,67,122
1,s021,66,64,75
1,s021,66,65,4
1,s021,66,70,89
1,s021,66,71,7
1,s021,66,68,6
1,s021,66,69,1
1,s021,66,74,110
1,s021,66,75,10
1,s021,66,72,5
1,s021,66,78,6
1,s021,66,76,1
1,s021,66,82,88
1,s021,66,83,4
1,s021,66,80,5
1,s021,66,86,5
1,s021,66,87,1
1,s021,66,90,6
1,s021,66,88,2
1,s021,66,98,148
1,s021,66,99,7
1,s021,66,96,13
1,s021,66,102,5
1,s021,66,101,1
1,s021,66,106,3
1,s021,66,114,8
1,s021,66,118,1
1,s021,66,119,1
1,s021,66,122,3
1,s021,66,2,119
1,s021,66,3,30
1,s021,66,0,8
1,s021,66,1,2
1,s021,66,6,10
1,s021,66,7,4
1,s021,66,4,3
1,s021,66,10,6
1,s021,66,11,2
1,s021,66,9,1
1,s021,66,14,1
1,s021,66,15,2
1,s021,66,18,5
1,s021,66,19,1
1,s021,66,17,1
1,s021,66,26,2
1,s021,66,34,6
1,s021,66,35,1
1,s021,66,32,1
1,s021,66,39,2
1,s021,66,50,1
1,s021,66,51,1
1,s022,6,6,1852
1,s022,6,7,134
1,s022,6,4,86
1,s022,6,5,8
1,s022,6,2,96
1,s022,6,3,8
1,s022,6,0,3
1,s022,6,14,107
1,s022,6,15,7
1,s022,6,12,3
1,s022,6,10,5
1,s022,6,11,1
1,s022,6,9,1
1,s022,6,22,92
1,s022,6,23,13
1,s022,6,20,9
1,s022,6,18,8
1,s022,6,19,1
1,s022,6,30,4
1,s022,6,26,2
1,s022,6,38,133
1,s022,6,39,9
1,s022,6,36,11
1,s022,6,37,1
1,s022,6,34,9
1,s022,6,46,10
1,s022,6,47,1
1,s022,6,44,1
1,s022,6,54,8
1,s022,6,50,1
1,s022,6,70,124
1,s022,6,71,23
1,s022,6,68,3
1,s022,6,69,2
1,s022,6,66,14
1,s022,6,64,1
1,s022,6,65,1
1,s022,6,78,9
1,s022,6,79,3
1,s022,6,86,6
1,s022,6,87,3
1,s022,6,102,15
1,s022,6,100,1
1,s022,6,98,2
1,s022,6,110,2
1,s022,6,118,1
1,s023,47,47,1762
1,s023,47,46,108
1,s023,47,45,87
1,s023,47,44,9
1,s023,47,43,97
1,s023,47,42,8
1,s023,47,41,3
1,s023,47,39,113
1,s023,47,38,11
1,s023,47,37,7
1,s023,47,35,7
1,s023,47,33,1
1,s023,47,63,106
1,s023,47,62,8
1,s023,47,61,2
1,s023,47,59,2
1,s023,47,55,5
1,s023,47,51,1
1,s023,47,15,127
1,s023,47,14,12
1,s023,47,13,16
1,s023,47,12,1
1,s023,47,11,9
1,s023,47,10,2
1,s023,47,9,1
1,s023,47,7,5
1,s023,47,5,1
1,s023,47,4,1
1,s023,47,31,11
1,s023,47,27,1
1,s023,47,111,132
1,s023,47,110,22
1,s023,47,109,5
1,s023,47,108,3
1,s023,47,107,13
1,s023,47,106,4
1,s023,47,105,1
1,s023,47,103,6
1,s023,47,102,1
1,s023,47,101,1
1,s023,47,127,9
1,s023,47,123,1
1,s023,47,118,1
1,s023,47,79,9
1,s023,47,78,1
1,s023,47,77,2
1,s023,47,75,1
1,s023,47,95,1
1,s024,61,61,1824
1,s024,61,60,128
1,s024,61,63,84
1,s024,61,62,4
1,s024,61,57,94
1,s024,61,56,11
1,s024,61,59,2
1,s024,61,53,108
1,s024,61,52,13
1,s024,61,55,9
1,s024,61,49,6
1,s024,61,45,96
1,s024,61,44,4
1,s024,61,47,6
1,s024,61,46,1
1,s024,61,41,7
1,s024,61,37,8
1,s024,61,29,139
1,s024,61,28,11
1,s024,61,31,9
1,s024,61,30,2
1,s024,61,25,6
1,s024,61,27,1
1,s024,61,21,10
1,s024,61,20,1
1,s024,61,13,5
1,s024,61,5,1
1,s024,61,125,148
1,s024,61,124,26
1,s024,61,127,5
1,s024,61,121,14
1,s024,61,120,3
1,s024,61,123,1
1,s024,61,117,10
1,s024,61,116,1
1,s024,61,113,2
1,s024,61,115,1
1,s024,61,109,6
1,s024,61,93,8
1,s024,61,92,2
1,s024,61,95,4
1,s024,61,94,1
1,s024,61,89,1
1,s024,61,88,1
1,s024,61,85,1
1,s024,61,77,1
1,s025,81,81,1739
1,s025,81,80,138
1,s025,81,83,106
1,s025,81,82,8
1,s025,81,85,108
1,s025,81,84,3
1,s025,81,87,6
1,s025,81,86,1
1,s025,81,89,124
1,s025,81,88,11
1,s025,81,91,6
1,s025,81,93,4
1,s025,81,65,94
1,s025,81,64,2
1,s025,81,67,4
1,s025,81,69,5
1,s025,81,71,1
1,s025,81,73,3
1,s025,81,75,1
1,s025,81,113,127
1,s025,81,112,6
1,s025,81,115,9
1,s025,81,114,1
1,s025,81,117,5
1,s025,81,121,11
1,s025,81,125,1
1,s025,81,97,3
1,s025,81,99,2
1,s025,81,17,109
1,s025,81,16,29
1,s025,81,19,5
1,s025,81,18,1
1,s025,81,21,11
1,s025,81,20,2
1,s025,81,22,1
1,s025,81,25,12
1,s025,81,24,2
1,s025,81,27,1
1,s025,81,1,5
1,s025,81,3,1
1,s025,81,2,1
1,s025,81,5,1
1,s025,81,49,9
1,s025,81,63,1
1,s025,81,33,1
1,s026,79,79,1631
1,s026,79,78,117
1,s026,79,77,79
1,s026,79,76,4
1,s026,79,75,96
1,s026,79,74,6
1,s026,79,73,5
1,s026,79,72,1
1,s026,79,71,103
